Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
202100000305;4;JACARANDAS (CITE);0;;2;1;0;1;0;0;1;; -1;1;0;1;50
202100000451;3;4;0;N;2;2;0;1;11;500;1;; -1;1;0;1;80
202100000655;3;BADUEL (ROUTE DE);0;; -1;2;0;1;2;400;1;; -1;1;0;1;50
202100000741;4;MONNERVILLE (AVENUE GASTON);0;;1;1;0;1;(1);(1);1;; -1;1;0;1;50
202100000742;4;EUGENE GOBERT(RUE);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202100000804;3;9;0;D;2;2;0;1;5;0;2;; -1;1;0;3;80
202100000840;3;BADUEL (ROUTE DE);0;;2;2;0;1;1;750;1;; -1;1;0;1;50
202100000931;2;1; -1;;2;2;0;1;7;800;1;;7;1;0;8;80
202100000933;3;24;0;D;2;2;0;1;11;500;1;; -1;2;0;3;80
202100000934;9;; -1;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202100000935;2;1; -1;;2;2;0;4;168;410;1;;7;1;0;1; -1
202100000966;4;FLAMBOYANTS (RUE DES);0;;2;2;0;1;(1);(1);1;; -1;2;0;1;50
202100001153;3;FELIX EBOUE(ROCADE);0;;2;2;0;1;1;900;1;; -1;1;0;1;50
202100001154;3;MONTABO (ROUTE DE) 1;0;;2;2;2;1;2;100;2;; -1;2;0;1;50
202100001155;3;CATAYEE (JUSTIN);0;;2;2;0;1;1;700;3;; -1;2;8;1;50
202100001271;4;RABAN (ROUTE DE);0;;2;2;0;1;(1);(1);3;; -1;1;0;1;50
202100001364;3;MADELEINE (ROUTE DE LA);0;;2;2;0;1;2;500;1;; -1;1;0;1;50
202100001420;4;; -1;;1;2;0;1;(1);(1);1;;4;2;0;4;50
202100001441;4;TROUBIRAN (CHEMIN DE);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202100001541;3;1; -1;;2;2;0;1;5;400;1;;7;1;0;1;70
202100001542;3;; -1;;2;2;0;1;3;0;1;; -1;1;0;1;50
202100001569;4;REPUBLIQUE (BD DE LA);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202100001570;3;BADUEL (ROUTE DE);0;;2;2;0;1;1;100;1;; -1;1;0;1;50
202100001690;3;BADUEL (ROUTE DE);0;;2;2;0;1;3;300;1;; -1;2;0;1;50
202100001834;3;CABASSOU (ROUTE DE);0;;2;2;2;1;0;800;3;; -1;2;0;1;50
202100002120;3;FELIX EBOUE(ROCADE);0;;2;2;0;1;1;299;1;; -1;1;0;1;50
202100002121;4;JACARANDAS (CITE);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202100002224;2;ROUTE NATIONALE 1;0;;1;2;0;1;0;0;1;; -1;1;0;1;90
202100002360;2;GALMOT (AVENUE);0;;1;2;0;1;0;50;1;; -1;1;9;1;50
202100002527;4;; -1;;2;2;0;1;(1);(1);1;;5,5;1;0;1;50
202100002571;4;DE GAULLE (AVENUE);0;;2;2;0;1;(1);(1);1;; -1;2;0;1;50
202100002572;3;MONTABO (ROUTE DE) 3;0;;2;2;0;1;3;500;1;; -1;1;9;1;70
202100002731;3;MONTABO (ROUTE DE) 3;0;;2;2;2;1;2;50;1;; -1;1;0;1;50
202100002732;3;MONTABO (ROUTE DE) 2;0;;2;2;0;1;2;10;1;; -1;1;0;1;70
202100002856;2;2;0;;2;3;0;1;0;600;1;; -1;1;0;1;50
