Num_Acc;id_vehicule;num_veh;senc;catv;obs;obsm;choc;manv;motor;occutc
202000000453;154 741 475;LA01;1;7;0;2;7;12;1;
202000000453;154 741 476;CB01;1;2;0;2;8;1;1;
202000000454;154 741 473;B01;1;7;0;2;7;16;1;
202000000454;154 741 474;A01;1;2;0;2;1;14;1;
202000000455;154 741 472;AA01;3;20;0;1;1;1;1;
202000000639;154 741 131;A01;1;7;0;2;5;16;1;
202000000639;154 741 132;B01;1;50;0;2;1;1;3;
202000000640;154 741 129;A01;1;30;0;2;1;10;1;
202000000640;154 741 130;B01;1;7;0;2;7;1;1;
202000000833;154 740 797;A01;1;7;0;2;1;1;1;
202000000833;154 740 798;B01;1;1;0;2;4;19;0;
202000000834;154 740 796;A01;0;7;6;0;1;1;1;
202000000847;154 740 777;A01;1;2;1;0;1;0;6;
202000000848;154 740 775;B01;1;7;0;9;3;2;0;
202000000848;154 740 776;A01;1;2;0;2;7;2;6;
202000000854;154 740 767;A01;1;20;14;0;7;14;1;
202000000855;154 740 765;A01;1;7;0;2;1;15;1;
202000000855;154 740 766;B01;2;2;0;2;8;0;1;
202000001539;154 739 554;B01;2;50;0;0;1;0;3;
202000001539;154 739 555;A01;1;7;0;0;3;1;1;
202000001544;154 739 544;C01;2;7;0;2;3;0;1;
202000001544;154 739 545;B01;1;7;0;2;0;0;1;
202000001544;154 739 546;A01;2;10;0;2;2;1;1;
202000001545;154 739 541;A01;2;2;0;1;0;0;0;
202000001545;154 739 542;B01;2;33;0;0;0;24;1;
202000001545;154 739 543;D01;1;2;0;0;0;0;0;
202000001579;154 739 480;A01;2;7;0;2;3;15;1;
202000001579;154 739 481;B01;1;30;0;0;0;0;1;
202000002076;154 738 584;B01;2;2;0;0;4;2;1;
202000002076;154 738 585;A01;2;7;0;2;1;2;1;
202000002210;154 738 359;E01;0;7;1;0;8;0;1;
202000002210;154 738 361;D01;2;7;1;0;6;26;1;
202000002210;154 738 362;C01;0;7;1;0;2;24;1;
202000002210;154 738 363;B01;1;7;1;2;4;0;1;
202000002210;154 738 364;A01;1;7;1;2;1;2;1;
202000002212;154 738 355;A01;3;7;0;2;2;13;1;
202000002212;154 738 357;B01;3;7;0;2;1;1;1;
202000002470;154 737 896;A01;3;33;13;0;7;13;1;
202000002601;154 737 675;B01;1;2;0;2;1;1;0;
202000002601;154 737 676;A01;0;7;0;9;1;15;0;
202000002602;154 737 673;B01;1;1;0;2;4;15;5;
202000002602;154 737 674;A01;2;7;0;2;2;0;0;
202000002772;154 737 386;A01;1;2;0;2;4;1;0;
202000002870;154 737 222;A01;3;2;0;2;1;1;0;
202000002870;154 737 223;B01;3;7;0;2;3;23;0;
202000002960;154 737 069;B01;2;7;0;2;8;0;0;
202000002960;154 737 070;A01;1;7;0;2;1;5;0;
202000002961;154 737 067;B01;3;7;0;2;1;1;1;
202000002961;154 737 068;A01;1;30;0;2;8;26;1;
202000003691;154 735 754;A01;0;2;0;0;7;15;1;
202000004022;154 735 161;Z01;0;99;0;2;7;16;6;
202000004022;154 735 162;B01;0;30;0;2;8;1;6;
202000004049;154 735 111;Z01;1;7;0;1;0;1; -1;
202000004220;154 734 798;B01;2;7;0;2;1;1;1;
202000004220;154 734 799;A01;1;7;0;2;5;0;1;
202000004493;154 734 335;Z01;1;30;0;1;1;18;0;
202000004494;154 734 333;A01;1;2;0;2;6;9;1;
202000004494;154 734 334;B01;1;7;0;2;3;1;0;
202000004495;154 734 332;A01;1;32;0;0;0;0;1;
202000004496;154 734 331;A01;0;7;0;1;4;4;1;
202000004739;154 733 911;A01;1;30;1;2;1;2;1;
202000004739;154 733 912;B01;1;7;0;2;3;1;1;
202000004739;154 733 913;C01;1;7;0;2;5;24;1;
202000004740;154 733 909;B01;1;7;0;2;5;2;1;
202000004740;154 733 910;A01;1;7;0;2;3;1;1;
202000004741;154 733 907;B01;1;7;0;2;1;1;1;
202000004741;154 733 908;A01;1;7;0;2;1;5;1;
202000005099;154 733 288;B01;1;2;0;2;0;1;1;
202000005099;154 733 289;A01;1;7;0;2;0;15;1;
202000005100;154 733 286;A01;2;10;0;2;7;15;1;
202000005100;154 733 287;B01;2;2;0;2;1;1;1;
202000005183;154 733 139;A01;0;7;0;1;1;1;1;
202000005184;154 733 137;B01;1;7;0;2;7;1;1;
202000005184;154 733 138;A01;1;30;0;2;8;18;1;
202000005185;154 733 134;C01;0;7;0;2;8;1;1;
202000005185;154 733 135;A01;0;7;0;2;1;9;1;
202000005185;154 733 136;B01;1;2;0;2;8;1;1;
202000005307;154 732 912;A01;3;7;0;0;3;13;0;
202000005307;154 732 913;B01;0;31;0;2;1;13;0;
202000005420;154 732 695;B01;1;7;0;2;5;1;1;
202000005420;154 732 696;A01;1;7;0;2;3;1;1;
202000005421;154 732 694;A01;3;20;2;0;2;13;1;
202000005481;154 732 580;A01;1;30;0;2;1;17;1;
202000005481;154 732 581;B01;1;7;0;0;0;0;1;
202000005629;154 732 341;B01;1;2;0;2;8;1;6;
202000005629;154 732 342;A01;1;7;0;2;1;19;6;
202000005759;154 732 120;B01;1;7;0;0;4;1;1;
202000005759;154 732 121;A01;1;2;0;2;1;2;1;
202000005908;154 731 856;A01;0;7;15;1;3;1;1;
202000005976;154 731 719;Y01;1;1;0;0;0;1; -1;
202000005976;154 731 720;A01;2;7;0;2;8;1;0;
202000006125;154 731 452;B01;2;7;0;2;3;1;1;
202000006125;154 731 453;A01;2;2;0;2;0;19;1;
202000006217;154 731 291;B01;3;2;0;2;5;1;0;
202000006217;154 731 292;A01;3;7;0;2;3;9;0;
202000006597;154 730 642;B01;1;1;0;2;1;18;0;
202000006597;154 730 643;A01;1;3;0;0;5;15;0;
202000006620;154 730 603;Z01;1;7;0;1;0;1;1;
202000006723;154 730 429;A01;1;7;0;1;1;1;1;
202000006724;154 730 427;B01;1;30;0;2;1;0;1;
202000006724;154 730 428;A01;1;30;0;2;8;15;1;
202000006725;154 730 425;A01;1;30;0;2;3;1;1;
202000006725;154 730 426;B01;2;10;0;2;2;1;1;
202000006841;154 730 230;A01;3;99;0;2;5;1;6;
202000006841;154 730 231;B01;3;33;0;2;1;1;6;
202000006842;154 730 228;B01;0;30;0;2;2;1;6;
202000006842;154 730 229;A01;0;7;0;2;6;15;0;
202000006843;154 730 226;B01;1;7;0;2;4;1;1;
202000006843;154 730 227;A01;1;7;0;2;1;2;1;
202000007009;154 729 938;A01;1;7;0;1;1;1;0;
202000007010;154 729 936;B01;1;2;0;2;8;1;1;
202000007010;154 729 937;A01;1;7;0;2;7;16;1;
202000007137;154 729 710;B01;1;7;0;2;2;1;1;
202000007137;154 729 711;A01;1;7;0;2;8;9;1;
202000007716;154 728 677;A01;2;7;0;2;4;4;1;
202000007716;154 728 679;B01;2;1;0;2;1;2;5;
202000007727;154 728 654;A01;2;14;0;0;2;1;1;
202000007905;154 728 336;B01;1;2;0;2;4;15;1;
202000007905;154 728 337;A01;1;7;0;2;3;15;1;
202000008114;154 727 971;B01;0;7;0;2;1;1;1;
202000008114;154 727 972;A01;0;7;0;2;8;9;1;
202000008289;154 727 672;A01;2;2;1;2;1;1;1;
202000008289;154 727 673;Z01;1;7;0;2;1;1;0;
202000008358;154 727 550;B01;0;2;0;0;0;0;1;
202000008358;154 727 551;A01;0;2;0;2;0;0;1;
202000008388;154 727 492;B01;1;7;0;9;4;1;1;
202000008388;154 727 493;A01;1;1;0;2;1;2;5;
202000008467;154 727 361;A01;3;7;0;9;1;13;1;
202000008467;154 727 362;B01;3;1;0;0;1;1;5;
202000008571;154 727 188;A01;1;7;2;0;1;1;1;
202000008594;154 727 141;A01;1;99;0;2;5;16;6;
202000008594;154 727 142;B01;1;2;0;2;1;1;6;
202000008595;154 727 139;Z01;2;7;0;9;6;10;0;
202000008595;154 727 140;A01;2;33;0;2;1;1;1;
202000008712;154 726 935;B01;1;1;0;2;1;23;0;
202000008712;154 726 936;A01;2;7;0;9;8;15;1;
202000009067;154 726 315;A01;1;7;8;0;2;1;1;
202000009243;154 725 988;A01;3;7;1;9;1;1;6;
202000009243;154 725 989;B01;3;2;0;2;8;0;6;
202000009340;154 725 835;A01;1;10;0;1;7;0;0;
202000009512;154 725 533;B01;1;2;0;2;7;0;0;
202000009512;154 725 534;A01;1;7;0;9;1;16;0;
202000009954;154 724 747;A01;0;7;0;1;0;0;0;
202000010007;154 724 645;B01;1;7;0;2;1;2;1;
202000010007;154 724 646;A01;1;7;0;2;4;2;1;
202000010008;154 724 643;B01;1;30;0;2;1;1;1;
202000010008;154 724 644;A01;1;7;0;2;7;16;1;
202000010009;154 724 641;B01;1;2;0;2;7;17;1;
202000010009;154 724 642;A01;2;7;0;2;1;19;1;
202000010022;154 724 617;B01;0;1;0;2;0;25;5;
202000010022;154 724 618;A01;0;7;0;9;1;1;1;
202000010236;154 724 241;A01;1;7;0;2;1;1;1;
202000010236;154 724 242;B01;2;7;0;2;7;9;1;
202000010346;154 724 056;B01;0;33;0;2;7;17;1;
202000010346;154 724 057;A01;1;7;0;2;8;15;1;
202000010442;154 723 896;A01;1;7;8;0;2;16;1;
202000010494;154 723 808;A01;2;7;0;0;9;1;1;
202000010517;154 723 768;A01;1;20;0;2;5;19;1;
202000010517;154 723 769;B01;3;30;0;2;1;1;1;
202000010779;154 723 309;A01;1;1;0;2;1;14;5;
202000010779;154 723 310;B01;2;7;0;9;7;1;1;
202000010780;154 723 307;B01;1;7;0;2;4;2;1;
202000010780;154 723 308;A01;1;30;0;2;1;2;1;
202000011038;154 722 864;A01;3;7;0;1;7;20;1;
202000011039;154 722 862;A01;3;32;0;2;1;21;1;
202000011039;154 722 863;B01;0;1;0;2;1;21;5;
202000011208;154 722 538;B01;1;2;0;2;8;1;1;
202000011208;154 722 539;A01;2;7;0;2;1;15;1;
202000011480;154 722 053;A01;1;7;0;0;2;15;1;
202000011480;154 722 054;B01;2;2;0;0;1;1;1;
202000011536;154 721 954;A01;3;7;0;2;3;1;0;
202000011536;154 721 955;B01;3;7;0;2;3;1;0;
202000011636;154 721 768;A01;0;2;0;1;1;1;1;
202000011941;154 721 241;B01;3;7;0;2;1;1;1;
202000011941;154 721 243;A01;3;7;0;2;2;1;1;
202000012253;154 720 719;A01;1;31;0;9;8;9;1;
202000012253;154 720 720;B01;1;2;0;9;7;1;0;
202000012254;154 720 717;A01;1;3;0;2;1;15;1;
202000012254;154 720 718;B01;3;2;0;2;1;19;1;
202000012309;154 720 620;A01;1;7;0;2;2;26;1;
202000012309;154 720 621;B01;2;7;0;2;1;1;1;
202000012327;154 720 592;A01;1;7;16;0;0;21;1;
202000012345;154 720 559;B01;1;7;0;2;1;1;1;
202000012345;154 720 560;A01;3;7;0;2;1;15;1;
202000012346;154 720 557;B01;2;2;0;2;7;1;1;
202000012346;154 720 558;A01;1;7;0;2;1;16;1;
202000012347;154 720 555;B01;1;10;0;2;7;16;1;
202000012347;154 720 556;A01;1;30;0;2;1;16;1;
202000012493;154 720 301;A01;1;50;0;1;2;1;3;
202000012494;154 720 299;A01;1;7;0;2;1;2;1;
202000012494;154 720 300;B01;1;7;0;2;5;2;1;
202000012832;154 719 718;B01;1;2;0;2;1;1;1;
202000012993;154 719 442;B01;2;34;0;2;3;1;1;
202000012993;154 719 443;A01;1;7;0;2;7;15;1;
202000012995;154 719 437;B01;1;7;0;2;3;15;1;
202000012995;154 719 439;A01;1;2;0;2;2;1;1;
202000012997;154 719 435;B01;1;34;0;2;2;1;1;
202000012997;154 719 436;A01;2;7;0;2;1;15;1;
202000013013;154 719 406;A01;1;2;0;0;1;1;1;
202000013026;154 719 388;A01;2;7;0;1;1;17;1;
202000013032;154 719 377;A01;2;10;0;0;9;14;1;
202000013036;154 719 375;B01;2;33;0;2;1;17;1;
202000013036;154 719 376;A01;1;7;0;2;7;15;1;
202000013216;154 719 056;B01;1;7;0;2;1;1;1;
202000013216;154 719 057;A01;1;7;0;2;8;19;1;
202000013263;154 718 964;B01;1;33;0;2;1;1;1;
202000013263;154 718 966;A01;2;7;0;2;5;15;1;
202000013264;154 718 961;B01;0;2;1;2;8;24;1;
202000013264;154 718 963;A01;2;15;1;0;9;1;1;
202000013265;154 718 957;B01;2;2;0;2;1;1;1;
202000013265;154 718 958;A01;2;7;0;2;5;15;1;
202000013420;154 718 699;A01;3;2;0;0;0;2;0;
202000013421;154 718 698;A01;2;33;17;0;1;1;1;
202000013465;154 718 618;A01;2;33;9;0;1;2;1;
202000013466;154 718 616;B01;1;7;0;2;7;1;1;
202000013466;154 718 617;A01;1;2;0;2;1;10;1;
202000013664;154 718 239;A01;1;7;6;0;1;16;0;
202000013900;154 717 844;A01;1;2;0;0;7;15;1;
202000013902;154 717 841;A01;3;7;0;1;2;2;1;
202000013906;154 717 832;A01;2;7;0;0;9;0;1;
202000013944;154 717 772;A01;1;7;0;0;0;26;0;
202000014124;154 717 459;B01;2;2;0;2;1;1;1;
