Num_Acc;id_vehicule;num_veh;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;locp;actp;etatp
202000015766;154 714 551;A01;1;1;4;2;1972;9;1;8; -1; -1; -1; -1
202000015815;154 714 454;A01;1;1;1;2;1993;0;1;0; -1; -1; -1; -1
202000015815;154 714 455;B01;1;1;4;1;1960;0;2;0; -1; -1; -1; -1
202000015816;154 714 452;A01;1;1;1;1;1961;1;2;8; -1; -1; -1; -1
202000015816;154 714 453;B01;1;1;4;1;2007;0;8;0; -1; -1; -1; -1
202000015965;154 714 181;A01;1;1;1;2;1984;0;1; -1; -1;0;0; -1
202000015965;154 714 182;B01;1;1;3;1;1983;0;2; -1; -1;0;0; -1
202000015998;154 714 117;B01;1;1;4;2;1988;0;1;8; -1; -1; -1; -1
202000015999;154 714 114;A01;1;1;1;1;1967;9;1;8; -1; -1; -1; -1
202000015999;154 714 115;B01;1;1;4;1;1989;4;1;8; -1; -1; -1; -1
202000016000;154 714 113;CA01;1;1;4;1;2000;5;8;8; -1; -1; -1; -1
202000016106;154 713 929;B01;1;1;2;1;1991;5;0; -1; -1;0;0; -1
202000016106;154 713 930;A01;1;1;1;2;1980;1;1; -1; -1;0;0; -1
202000016129;154 713 885;B01;2;2;4;2;1973;5;2;0; -1; -1; -1; -1
202000016129;154 713 885;B01;1;1;1;1;1975;5;2;0; -1; -1; -1; -1
202000016129;154 713 886;A01;1;1;1;1;1999;5;1;8; -1; -1; -1; -1
202000016130;154 713 883;B01;1;1;4;1;2000;5;2;0; -1; -1; -1; -1
202000016130;154 713 884;A01;1;1;1;1;1970;0;1;0; -1; -1; -1; -1
202000016131;154 713 881;A01;1;1;1;2;1997;5;1;0; -1; -1; -1; -1
202000016131;154 713 882;B01;1;1;2;1;2006;5;2;0; -1; -1; -1; -1
202000016275;154 713 615;A01;1;1;1;2;1994;1;1; -1; -1;0;0; -1
202000016275;154 713 616;B01;1;1;4;2;1968;0;1; -1; -1;0;0; -1
202000016280;154 713 606;A01;8;2;1;1;2014;9;1; -1; -1;0;0; -1
202000016280;154 713 606;A01;4;2;3;2;2020;9;3; -1; -1;0;0; -1
202000016280;154 713 606;A01;2;2;1;2;1992;9;1; -1; -1;0;0; -1
202000016280;154 713 606;A01;7;2;4;2;2013;9;1; -1; -1;0;0; -1
202000016280;154 713 606;A01;7;2;1;1;2011;9;1; -1; -1;0;0; -1
202000016280;154 713 606;A01;1;1;1;1;1988;9;1; -1; -1;0;0; -1
202000016295;154 713 577;A01;10;3;4;1;2014;0;0; -1; -1;3;2;3
202000016295;154 713 577;A01;1;1;1;1;1997;0;2;8; -1; -1; -1; -1
202000016296;154 713 575;B01;1;1;1;1;1991;5;8;8; -1; -1; -1; -1
202000016296;154 713 575;B01;2;2;4;2;1991;5;8;8; -1; -1; -1; -1
202000016296;154 713 576;A01;1;1;1;1;1985;5;8;0; -1; -1; -1; -1
202000016296;154 713 576;A01;5;2;4;2;2002;5;8;8; -1; -1; -1; -1
202000016296;154 713 576;A01;2;2;4;2;1992;5;8;8; -1; -1; -1; -1
202000016470;154 713 279;A01;1;1;1;1;1997;1;0; -1; -1;0;0; -1
202000016470;154 713 280;B01;1;1;3;2;1982;5;0; -1; -1;0;0; -1
202000016475;154 713 269;A01;1;1;4;1;1997;0;1; -1; -1;0;0; -1
202000016475;154 713 270;B01;1;1;1;1;1997;1;1; -1; -1;0;0; -1
202000016599;154 713 068;A01;1;1;1;1;2000;5;1; -1; -1;0;0; -1
202000016599;154 713 068;A01;2;2;1;2;2000;5;1; -1; -1;0;0; -1
202000016599;154 713 068;A01;9;2;1;2;2004;1;1; -1; -1;0;0; -1
202000016599;154 713 069;B01;2;2;3;1;2003;5;0; -1; -1;0;0; -1
202000016599;154 713 069;B01;1;1;1;1;2005;5;0; -1; -1;0;0; -1
202000016783;154 712 730;A01;1;1;4;2;1994;0;2;8; -1; -1; -1; -1
202000016783;154 712 731;B01;1;1;1;1;1980;0;1;8; -1; -1; -1; -1
202000016889;154 712 538;A01;1;1;3;1;1992;0;2; -1; -1;0;0; -1
202000017314;154 711 779;C01;1;1;1;1;1990;5;1;8; -1; -1; -1; -1
202000017314;154 711 780;B01;1;1;3;1;1959;5;1;8; -1; -1; -1; -1
202000017314;154 711 781;A01;1;1;1;1;1966;4;1;8; -1; -1; -1; -1
202000017315;154 711 777;B01;1;1;1;1;1970;4;1;0; -1; -1; -1; -1
202000017315;154 711 778;A01;1;1;3;1;1989;0;2;8; -1; -1; -1; -1
202000017476;154 711 492;A01;1;1;1;2;1987;0;1; -1; -1;0;0; -1
202000017476;154 711 493;B01;1;1;3;1;1999;0;2; -1; -1;0;0; -1
202000017617;154 711 233;A01;1;1;1;1;1965;9;1;0; -1; -1; -1; -1
202000017617;154 711 235;B01;2;2;3;1;2001;9;1;0; -1; -1; -1; -1
202000017617;154 711 235;B01;1;1;1;2;1976;9;1;0; -1; -1; -1; -1
202000017644;154 711 180;A01;1;1;1;1;1965;0;1;8; -1; -1; -1; -1
202000017644;154 711 182;B01;2;2;3;1;2001;0;2;0; -1; -1; -1; -1
202000017644;154 711 182;B01;1;1;3;1;2000;0;2;0; -1; -1; -1; -1
202000017646;154 711 178;B01;1;1;4;1;1978;0;2;0; -1; -1; -1; -1
202000017887;154 710 752;B01;2;2;4;1;2008;9;2;8; -1; -1; -1; -1
202000017887;154 710 752;B01;1;1;4;2;1975;9;2;8; -1; -1; -1; -1
202000017887;154 710 753;A01;1;1;1;2;1995;9;1;8; -1; -1; -1; -1
202000017888;154 710 750;B01;1;1;3;1;1964;1;2;0; -1; -1; -1; -1
202000017888;154 710 751;A01;1;1;1;2;1981;0;1;0; -1; -1; -1; -1
202000017964;154 710 626;C01;1;1;1;2;1981;5;1; -1; -1;0;0; -1
202000017964;154 710 627;B01;1;1;1;2;2000;1;1; -1; -1;0;0; -1
202000017964;154 710 628;A01;1;1;4;1;1985;1;2; -1; -1;0;0; -1
202000018208;154 710 207;B01;2;2;4;2;2007;9;2;0; -1; -1; -1; -1
202000018208;154 710 207;B01;1;1;4;2;2003;9;2;0; -1; -1; -1; -1
202000018208;154 710 208;A01;1;1;1;1;1989;0;8;0; -1; -1; -1; -1
202000018209;154 710 205;A01;1;1;4;2;1984;9;1;0; -1; -1; -1; -1
202000018209;154 710 206;B01;1;1;1;1;1985;0;1;0; -1; -1; -1; -1
202000018210;154 710 201;A01;1;1;1;1;1996;4;1;0; -1; -1; -1; -1
202000018210;154 710 202;B01;1;1;4;1;1949;9;1;0; -1; -1; -1; -1
202000018210;154 710 203;C01;1;1;1;1;1965;9;1;0; -1; -1; -1; -1
202000018210;154 710 204;D01;1;1;1;1;1963;0;1;0; -1; -1; -1; -1
202000018508;154 709 693;A01;1;1;4;1;2004;0;2;8; -1; -1; -1; -1
202000018508;154 709 694;B01;1;1;1;1;1971;4;1;8; -1; -1; -1; -1
202000018913;154 708 974;B01;1;1;1;1;1970;0;1;8; -1; -1; -1; -1
202000018913;154 708 975;A01;2;2;4;2;2015;0;2;8; -1; -1; -1; -1
202000018913;154 708 975;A01;1;1;4;2;1978;0;2;8; -1; -1; -1; -1
202000018914;154 708 972;A01;1;1;1;2;1966;9;1;0; -1; -1; -1; -1
202000018914;154 708 973;B01;1;1;3;1;1977;0;2;6; -1; -1; -1; -1
202000019218;154 708 429;A01;1;1;1;1;1957;5;1; -1; -1;0;0; -1
202000019218;154 708 430;B01;1;1;1;1;1987;5;1; -1; -1;0;0; -1
202000019218;154 708 430;B01;2;2;2;1;2020;5;8; -1; -1;0;0; -1
202000019218;154 708 430;B01;2;2;3;2;1985;5;1; -1; -1;0;0; -1
202000019373;154 708 130;B01;1;1;4;1;1999;0;8;0; -1; -1; -1; -1
202000019373;154 708 131;A01;1;1;1;2;1949;0;1;0; -1; -1; -1; -1
202000019374;154 708 128;B01;1;1;1;1;1964;0;1;8; -1; -1; -1; -1
202000019374;154 708 129;A01;1;1;4;1;1972;0;2;8; -1; -1; -1; -1
202000019762;154 707 436;B01;1;1;1;2;1956;9;1;8; -1; -1; -1; -1
202000019762;154 707 437;A01;2;2;4;1;2010;9;2;8; -1; -1; -1; -1
202000019762;154 707 437;A01;1;1;4;1;1976;9;2;8; -1; -1; -1; -1
202000019763;154 707 434;B01;1;1;4;1;1999;9;2;8; -1; -1; -1; -1
202000019763;154 707 435;A01;1;1;4;1;2005;9;2;8; -1; -1; -1; -1
202000019882;154 707 230;B01;1;1;4;1;1947;0;2;8; -1; -1; -1; -1
202000019882;154 707 231;A01;1;1;1;2;1995;0;1;8; -1; -1; -1; -1
202000020122;154 706 802;A01;1;1;1;2;1993;1;1; -1; -1;0;0; -1
202000020122;154 706 803;B01;1;1;4;2;1963;5;0; -1; -1;0;0; -1
202000020137;154 706 776;A01;1;1;1;2;1984;0;1;8; -1; -1; -1; -1
202000020137;154 706 777;B01;1;1;4;1;1981;0;2;8; -1; -1; -1; -1
202000020137;154 706 777;B01;2;2;4;2;1993;0;2;8; -1; -1; -1; -1
202000020138;154 706 774;B01;1;1;4;2;1982;9;1;0; -1; -1; -1; -1
202000020138;154 706 775;A01;2;2;4;2;1978;9;1;0; -1; -1; -1; -1
202000020138;154 706 775;A01;1;1;4;1;1985;9;1;0; -1; -1; -1; -1
202000020299;154 706 504;C01;1;1;4;1;1989;1;1;5; -1;0;0; -1
202000020299;154 706 505;D01;1;1;4;1;1992;0;2; -1; -1;0;0; -1
202000020299;154 706 506;B01;1;1;1;1;1984;4;1; -1; -1;0;0; -1
202000020299;154 706 507;A01;1;1;1;1;1993;1;1;5; -1;0;0; -1
202000020531;154 706 126;B01;1;1;4;1;1983;4;2;9; -1;0;0; -1
202000020531;154 706 127;A01;2;2;1;2;1966;0;1; -1; -1;0;0; -1
202000020531;154 706 127;A01;1;1;1;2;2003;0;1; -1; -1;0;0; -1
202000020563;154 706 056;B01;1;1;4;1;2002;5;2;8; -1; -1;0; -1
202000020563;154 706 057;A01;1;1;1;1;1966;5;2;8; -1; -1;0; -1
202000020684;154 705 843;B01;1;1;4;1;1996;1;1; -1; -1;0;0; -1
202000020684;154 705 844;A01;1;1;1;1;1999;5;1; -1; -1;0;0; -1
202000020688;154 705 836;A01;9;2;4;1;1993;5;1; -1; -1;0;0; -1
202000020688;154 705 836;A01;2;2;1;1;1999;0;1; -1; -1;0;0; -1
202000020688;154 705 836;A01;1;1;4;1;2001;0;1; -1; -1;0;0; -1
202000020688;154 705 837;B01;1;1;4;1;1987;9;1; -1; -1;0;0; -1
202000020688;154 705 837;B01;7;2;4;2;2017;0;1; -1; -1;0;0; -1
202000020688;154 705 837;B01;2;2;3;2;1996;0;1; -1; -1;0;0; -1
202000020945;154 705 362;B01;1;1;1;1;1979;3;2;8; -1; -1; -1; -1
202000020945;154 705 363;A01;1;1;4;2;1973;3;2;8; -1; -1; -1; -1
202000021397;154 704 555;A01;2;2;4;1;2001;0;2;0; -1; -1; -1; -1
202000021397;154 704 555;A01;1;1;4;1;1999;0;2;0; -1; -1; -1; -1
202000021397;154 704 556;B01;1;1;1;1;1998;9;1;0; -1; -1; -1; -1
202000021706;154 704 011;B01;1;1;1;2;1984;1;1;8; -1; -1; -1; -1
202000021706;154 704 012;A01;1;1;4;1;1987;9;8;0; -1; -1; -1; -1
202000021765;154 703 916;A01;1;1;4;1;1962;4;1; -1; -1;0;0; -1
202000021765;154 703 917;B01;2;2;3;1;1997;0;1;5; -1;0;0; -1
202000021765;154 703 917;B01;9;2;3;1;1992;0;1; -1; -1;0;0; -1
202000021765;154 703 917;B01;7;2;3;1;1994;0;1; -1; -1;0;0; -1
202000021765;154 703 917;B01;1;1;4;1;1997;0;1;5; -1;0;0; -1
202000021792;154 703 869;A01;1;1;4;1;1979;9;8;0; -1; -1; -1; -1
202000021792;154 703 870;B01;2;2;4;2;1965;9;2;8; -1; -1; -1; -1
202000021792;154 703 870;B01;1;1;4;1;1978;9;2;8; -1; -1; -1; -1
202000022002;154 703 497;B01;1;1;4;2;2000;0;2;8; -1; -1; -1; -1
202000022002;154 703 497;B01;2;2;4;2;2003;0;2;0; -1; -1; -1; -1
202000022002;154 703 498;A01;1;1;1;1;1985;0;1;8; -1; -1; -1; -1
202000022163;154 703 207;A01;1;1;4;1;1993;5;2;0; -1; -1;0; -1
202000022163;154 703 208;B01;1;1;1;2;1969;4;1;0; -1; -1;0; -1
202000022599;154 702 467;A01;1;1;4;1;1997;0;1; -1; -1;0;0; -1
202000022599;154 702 467;A01;2;2;3;1;1982;9;1; -1; -1;0;0; -1
202000022647;154 702 373;A01;1;1;1;1;1992;0;1;8; -1; -1; -1; -1
202000022647;154 702 374;B01;1;1;2;1;2003;0;8;8; -1; -1; -1; -1
202000022648;154 702 369;B01;1;1;4;1;1969;0;2;8; -1; -1; -1; -1
202000022648;154 702 370;A01;1;1;1;1;1992;0;1;8; -1; -1; -1; -1
202000022649;154 702 367;A01;1;1;4;1;1985;0;2;0; -1; -1; -1; -1
202000022649;154 702 368;B01;1;1;4;2;1999;0;1;8; -1; -1; -1; -1
202000022819;154 702 076;A01;1;1;1;1;2000;9;1;8; -1; -1; -1; -1
202000022819;154 702 077;B01;1;1;1;2;1975;9;1;8; -1; -1; -1; -1
202000022819;154 702 077;B01;5;2;4;2;2011;9;1;8; -1; -1; -1; -1
202000022820;154 702 075;A01;10;3;4;2;1950;9;8;8; -1;9;3;1
202000022820;154 702 075;A01;1;1;1;2;1966;3;1;8; -1; -1; -1; -1
202000022936;154 701 875;A01;1;1;1;1;1981;0;1;0; -1; -1; -1; -1
202000022936;154 701 876;B01;1;1;1;1;2002;0;8;0; -1; -1; -1; -1
202000022936;154 701 876;B01;2;2;4;2;2005;0;8;0; -1; -1; -1; -1
202000023161;154 701 490;B01;2;2;4;1;2001;5;8; -1; -1;0;0; -1
202000023161;154 701 490;B01;1;1;1;1;1987;5;8; -1; -1;0;0; -1
202000023161;154 701 491;A01;1;1;4;2;1963;5;8; -1; -1;0;0; -1
202000023161;154 701 491;A01;3;2;4;1;2002;5;8; -1; -1;0;0; -1
202000023161;154 701 491;A01;4;2;4;1;2007;5;8; -1; -1;0;0; -1
202000023161;154 701 491;A01;2;2;4;1;2001;5;8; -1; -1;0;0; -1
202000023162;154 701 489;A01;2;2;1;1;2004;5;8; -1; -1;0;0; -1
202000023162;154 701 489;A01;1;1;3;1;1996;5;8; -1; -1;0;0; -1
202000023433;154 701 008;B01;2;2;1;2;1996;0;1;0; -1; -1; -1; -1
202000023433;154 701 008;B01;1;1;1;2;1997;9;1;0; -1; -1; -1; -1
202000023433;154 701 009;A01;1;1;4;1;1991;0;2;0; -1; -1; -1; -1
202000023637;154 700 644;A01;1;1;1;1;1968;0;1; -1; -1;0;0; -1
202000023637;154 700 644;A01;10;3;4;1;1950;0;0; -1; -1;1;3;1
202000023748;154 700 446;A01;1;1;1;1;1955;0;1;8; -1; -1; -1; -1
202000023748;154 700 447;B01;1;1;4;1;1955;0;2;8; -1; -1; -1; -1
202000023748;154 700 447;B01;2;2;4;2;1965;0;2;8; -1; -1; -1; -1
202000023750;154 700 443;A01;1;1;1;1;1998;0;1;0; -1; -1; -1; -1
202000023750;154 700 444;VB01;1;1;4;1;2004;0;0; -1; -1; -1; -1; -1
202000023828;154 700 300;A01;1;1;1;1;1945;5;1; -1; -1;0;0; -1
202000023828;154 700 302;B01;1;1;3;1;2005;2;0; -1; -1;0;0; -1
202000023926;154 700 128;SB01;1;1;4;1;1999;0;2; -1; -1; -1; -1; -1
202000023926;154 700 129;PA01;1;1;1;1;1968;0;1;0; -1; -1; -1; -1
202000023927;154 700 126;A01;1;1;4;1;1986;9;2;0; -1; -1; -1; -1
202000023927;154 700 126;A01;2;2;4;2;1991;9;2;0; -1; -1; -1; -1
202000023927;154 700 127;B01;1;1;1;2;1997;9;1;0; -1; -1; -1; -1
202000023928;154 700 124;B01;1;1;4;1;1960;0;2;8; -1; -1; -1; -1
202000023928;154 700 125;A01;1;1;1;1;1965;0;1;8; -1; -1; -1; -1
202000024293;154 699 515;A01;1;1;1;1;1965;9;1;0; -1; -1; -1; -1
202000024293;154 699 516;B01;1;1;4;2;1956;9;2;0; -1; -1; -1; -1
202000024686;154 698 806;A01;2;2;4;2;1989;9;1;0; -1; -1; -1; -1
202000024686;154 698 806;A01;1;1;4;1;1984;9;1;0; -1; -1; -1; -1
202000024686;154 698 807;B01;1;1;4;2;1979;9;1;0; -1; -1; -1; -1
202000024686;154 698 807;B01;2;2;4;2;1990;9;1;0; -1; -1; -1; -1
202000024686;154 698 807;B01;3;2;4;2;2001;9;1;0; -1; -1; -1; -1
202000024686;154 698 807;B01;4;2;4;2;1997;9;1;0; -1; -1; -1; -1
202000024686;154 698 807;B01;5;2;4;2;2014;9;1;0; -1; -1; -1; -1
202000024687;154 698 804;B01;1;1;1;1;1971;0;1;8; -1; -1; -1; -1
202000024687;154 698 805;A01;1;1;4;1;1978;0;2;8; -1; -1; -1; -1
202000024688;154 698 802;A01;1;1;1;1;1973;4;1;0; -1; -1; -1; -1
202000024688;154 698 803;B01;1;1;3;1;1970;9;2;0; -1; -1; -1; -1
202000024689;154 698 798;B01;1;1;4;2;2005;2;8;0; -1; -1; -1; -1
202000024689;154 698 799;A01;1;1;4;1;1999;1;2;0; -1; -1; -1; -1
202000024872;154 698 464;A01;10;3;4;1;1991;0;0; -1; -1;3;3;3
202000024872;154 698 464;A01;1;1;1;1;1995;0;2;0; -1; -1; -1; -1
202000024872;154 698 464;A01;10;3;4;2;1991;0;0; -1; -1;3;3;3
202000025106;154 698 047;B01;1;1;4;1;1995;0;2;8; -1; -1; -1; -1
202000025106;154 698 049;A01;1;1;1;2;1994;0;1;8; -1; -1; -1; -1
202000025108;154 698 043;A01;1;1;1;1;1990;5;1;8; -1; -1; -1; -1
202000025108;154 698 045;B01;1;1;4;1;1959;5;1;8; -1; -1; -1; -1
202000025110;154 698 039;A01;1;1;1;1;1987;5;2;8; -1; -1; -1; -1
202000025110;154 698 039;A01;2;2;4;2;1972;5;2;0; -1; -1; -1; -1
202000025110;154 698 041;B01;1;1;1;2;1951;1;1;0; -1; -1; -1; -1
202000025287;154 697 729;B01;1;1;1;1;1963;1;1; -1; -1;0;0; -1
202000025287;154 697 730;A01;1;1;3;1;2000;1;2; -1; -1;0;0; -1
202000025310;154 697 687;A01;1;1;1;1;1962;1;1;8; -1; -1; -1; -1
202000025310;154 697 688;B01;1;1;4;1;1955;1;8;0; -1; -1; -1; -1
202000025462;154 697 421;A01;1;1;1;1;1996;0;1; -1; -1;0;0; -1
202000025462;154 697 426;B01;1;1;4;1;1956;0;0; -1; -1;0;0; -1
202000025539;154 697 296;A01;1;1;1;1;1973;1;1;0; -1; -1; -1; -1
202000025539;154 697 298;B01;1;1;4;2;1953;9;2;0; -1; -1; -1; -1
202000025640;154 697 119;B01;2;2;4;2;2002;0;2;0; -1; -1; -1; -1
202000025640;154 697 119;B01;1;1;4;2;1900;0;2;0; -1; -1; -1; -1
202000025640;154 697 119;B01;2;2;4;1;2003;0;8;0; -1; -1; -1; -1
202000025640;154 697 121;A01;1;1;1;2;1989;3;1;0; -1; -1; -1; -1
202000025809;154 696 835;B01;1;1;4;2;1997;0;2;0; -1; -1;0; -1
202000025809;154 696 835;B01;2;2;1;1;1987;0;2;0; -1; -1;0; -1
202000025809;154 696 836;A01;2;2;4;2;1990;0;2;0; -1; -1;0; -1
202000025809;154 696 836;A01;1;1;4;1;1986;0;2;0; -1; -1;0; -1
202000025851;154 696 769;B01;1;1;3;1;1989;9;2;8; -1; -1;0; -1
202000025851;154 696 769;B01;2;2;3;2;1990;9;2;8; -1; -1;0; -1
202000025851;154 696 770;A01;1;1;1;1;2000;3;1;8; -1; -1;0; -1
202000025873;154 696 737;A01;1;1;4;1;1984;0;0; -1; -1;0;0; -1
202000025873;154 696 738;B01;1;1;1;1;1997;5;1; -1; -1;0;0; -1
202000025880;154 696 727;A01;3;2;4;1;1967;0;1;0; -1; -1; -1; -1
202000025880;154 696 727;A01;1;1;4;1;1990;9;1;8; -1; -1; -1; -1
202000025880;154 696 727;A01;4;2;4;1;2002;9;1;8; -1; -1; -1; -1
202000025937;154 696 646;B01;1;1;1;1;1998;0;2;8; -1; -1; -1; -1
202000025937;154 696 647;A01;1;1;4;1;2009;0;2;0; -1; -1; -1; -1
202000025938;154 696 645;B01;1;1;4;2;1966;4;1;8; -1; -1;0; -1
202000025939;154 696 642;A01;1;1;4;2;1975;0;1;0; -1; -1; -1; -1
202000025939;154 696 643;B01;1;1;4;1;1988;9;1;0; -1; -1; -1; -1
202000025976;154 696 576;A01;1;1;4;1;1997;0;8; -1; -1;0;0; -1
202000026010;154 696 502;B01;1;1;4;1;1959;0;1;8; -1; -1; -1; -1
202000026010;154 696 502;B01;2;2;4;2;1972;0;1;8; -1; -1; -1; -1
202000026010;154 696 503;A01;1;1;1;1;1992;0;1;8; -1; -1; -1; -1
202000026011;154 696 501;A01;10;3;4;1;1977;1;0; -1; -1;4;3;1
202000026011;154 696 501;A01;1;1;1;1;1991;4;1;8; -1; -1; -1; -1
202000026712;154 695 267;B01;1;1;1;2;1995;0;8; -1; -1;0;0; -1
202000026712;154 695 268;A01;1;1;3;1;1986;0;2; -1; -1;0;0; -1
202000026716;154 695 260;A01;8;2;3;2;2019;5;0; -1; -1;0;0; -1
202000026716;154 695 260;A01;9;2;4;2;1998;5;0; -1; -1;0;0; -1
202000026716;154 695 260;A01;1;1;4;1;1979;5;8; -1; -1;0;0; -1
202000026716;154 695 261;B01;1;1;4;1;1982;4;1; -1; -1;0;0; -1
202000026804;154 695 085;B01;1;1;4;1;2001;9;2;8; -1; -1; -1; -1
202000026804;154 695 086;A01;1;1;1;1;1975;9;1;8; -1; -1; -1; -1
202000026908;154 694 919;A01;1;1;1;1;1997;1;1; -1; -1;0;0; -1
202000026908;154 694 919;A01;10;3;3;2;1956;0;0; -1; -1;1;2;2
202000026908;154 694 919;A01;10;3;3;1;1977;0;0; -1; -1;1;2;2
202000027025;154 694 700;A01;1;1;1;1;1974;9;2;0; -1; -1; -1; -1
202000027025;154 694 703;B01;1;1;4;1;1999;9;2;0; -1; -1; -1; -1
202000027030;154 694 691;B01;1;1;1;1;1984;0;1;8; -1; -1; -1; -1
202000027030;154 694 692;A01;1;1;4;1;1971;0;2;8; -1; -1; -1; -1
202000027258;154 694 316;B01;1;1;4;1;1984;1;2;8; -1; -1; -1; -1
202000027258;154 694 319;A01;1;1;1;1;1998;1;1;8; -1; -1; -1; -1
202000027424;154 694 034;A01;10;3;4;1;2008;0;0; -1; -1;2;3;1
202000027424;154 694 034;A01;1;1;1;2;1962;0;1;0; -1; -1; -1; -1
202000027929;154 693 160;B01;1;1;1;2;2000;5;1;0; -1; -1; -1; -1
202000027929;154 693 161;A01;3;2;4;2;2003;5;1;0; -1; -1; -1; -1
202000027929;154 693 161;A01;1;1;4;1;1978;5;1;8; -1; -1; -1; -1
202000028199;154 692 685;A01;2;2;1;2;1970;5;1; -1; -1;0;0; -1
202000028199;154 692 685;A01;9;2;1;2;1970;5;1; -1; -1;0;0; -1
202000028199;154 692 685;A01;1;1;1;1;1999;5;1; -1; -1;0;0; -1
202000028199;154 692 686;B01;1;1;3;1;2010;5;0; -1; -1;0;0; -1
202000028387;154 692 345;A01;1;1;1;1;1990;4;1; -1; -1;0;0; -1
202000028387;154 692 345;A01;10;3;3;1;1960;9;0; -1; -1;1;3;1
202000028609;154 691 939;A01;1;1;3;1;1980;4;2; -1; -1;0;0; -1
202000028609;154 691 940;B01;1;1;1;1;1954;5;1; -1; -1;0;0; -1
202000028609;154 691 941;C01;1;1;1;2;1973;1;1; -1; -1;0;0; -1
202000028688;154 691 792;B01;1;1;4;2;1978;0;2;0; -1; -1; -1; -1
202000028689;154 691 790;A01;1;1;4;1;1998; -1;0; -1; -1; -1; -1; -1
202000028839;154 691 528;B01;1;1;4;1;1990;5;2;0; -1; -1; -1; -1
202000028839;154 691 529;A01;1;1;1;2;1963;1;1;0; -1; -1; -1; -1
202000029017;154 691 260;A01;1;1;4;1;1972;0;2;0; -1; -1; -1; -1
202000029017;154 691 261;B01;1;1;1;1;1972;1;1;0; -1; -1; -1; -1
202000029032;154 691 233;A01;1;1;3;1;1994;5;1; -1; -1;0;0; -1
202000029043;154 691 217;B01;1;1;1;2;1954;9;1;0; -1; -1;0; -1
202000029043;154 691 218;A01;1;1;4;1;1986;0;2;0; -1; -1;0; -1
202000029203;154 690 931;A01;1;1;1;2;1997;1;1;0; -1; -1; -1; -1
202000029203;154 690 932;B01;1;1;4;1;1987;9;2;0; -1; -1; -1; -1
202000029322;154 690 717;B01;1;1;3;2;1999;0;2; -1; -1;0;0; -1
202000029322;154 690 718;A01;1;1;1;1;1963;1;1; -1; -1;0;0; -1
202000029464;154 690 474;A01;1;1;1;1;1976;1;1;8; -1; -1; -1; -1
202000029464;154 690 476;B01;1;1;4;1;1996;0;2;8; -1; -1; -1; -1
202000029466;154 690 471;A01;10;3;4;1;2017;9;0; -1; -1;3;3;2
202000029466;154 690 471;A01;10;3;1;2;1984;9;0; -1; -1;3;3;2
202000029466;154 690 471;A01;1;1;1;1;1965;9;1;8; -1; -1; -1; -1
202000029817;154 689 849;LA01;1;1;3;1;1999;9;8;0; -1; -1; -1; -1
202000029949;154 689 624;A01;1;1;1;1;1963;9;8; -1; -1;0;0; -1
202000029949;154 689 624;A01;10;3;3;1;1975;3;0; -1; -1;1;2;1
202000030091;154 689 367;B01;1;1;3;2;1965;1;2; -1; -1;0;0; -1
202000030091;154 689 368;A01;1;1;1;2;1984;4;1; -1; -1;0;0; -1
202000030092;154 689 365;B01;1;1;3;1;2003;9;0; -1; -1;0;0; -1
202000030092;154 689 366;A01;1;1;1;1;1958;0;8; -1; -1;0;0; -1
202000030126;154 689 297;A01;1;1;4;1;1975;9;2;0; -1; -1; -1; -1
202000030126;154 689 298;B01;1;1;4;1;2002;9;2;0; -1; -1; -1; -1
202000030320;154 688 957;A01;1;1;1;1;1974;0;1;0; -1; -1; -1; -1
202000030320;154 688 958;B01;1;1;1;1;1998;0;2;8; -1; -1; -1; -1
202000030320;154 688 958;B01;2;2;3;1;1992;9;2;0; -1; -1; -1; -1
202000030415;154 688 812;B01;1;1;3;2;2005;3;0; -1; -1;0;0; -1
202000030415;154 688 813;A01;1;1;1;1;1973;3;1; -1; -1;0;0; -1
202000030440;154 688 767;A01;1;1;4;1;1977;0;0; -1; -1;0;0; -1
202000030440;154 688 768;B01;1;1;1;1;2000;0;0; -1; -1;0;0; -1
202000030469;154 688 710;B01;1;1;1;2;1956;9;1;0; -1; -1; -1; -1
202000030469;154 688 711;A01;1;1;4;2;1996;9;2;0; -1; -1; -1; -1
202000030608;154 688 478;B01;1;1;3;1;1998;3;0; -1; -1;0;0; -1
202000030608;154 688 479;A01;1;1;1;1;1995;5;1; -1; -1;0;0; -1
202000030765;154 688 242;A01;1;1;3;1;1967;5;8;1; -1;0;0; -1
202000030984;154 687 869;Z01;10;3;4;1;1991;0;0; -1; -1;1;3;1
202000031025;154 687 806;A01;1;1;1;1;1954;5;1; -1; -1;0;0; -1
202000031025;154 687 807;B01;1;1;3;1;1976;3;0; -1; -1;0;0; -1
202000031026;154 687 804;A01;10;3;4;1;2004;5;0; -1; -1;6;1;2
202000031026;154 687 804;A01;10;3;2;1;1995;5;0; -1; -1;6;1;2
202000031036;154 687 787;A01;1;1;1;2;1983;0;1;0; -1; -1; -1; -1
202000031036;154 687 788;B01;1;1;4;1;2002;0;2;0; -1; -1; -1; -1
202000031036;154 687 788;B01;2;2;1;1;2001;0;2;0; -1; -1; -1; -1
202000031553;154 686 903;B01;1;1;3;1;2001;5;8; -1; -1;0;0; -1
