Num_Acc;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
202000006841;16;5;2020;16:25;1;973;97302;2;9;1;3;GALMOT (AVENUE);4,9319308; -52,3283744
202000006842;16;5;2020;14:30;1;973;97302;2;1;1;3;BONHOMME (CITE);4,9220326; -52,3194158
202000006843;16;5;2020;10:40;1;973;97302;1;1;1;2;ROUTE NATIONALE 1;4,9053400; -52,3232100
202000007009;28;2;2020;20:45;3;973;97302;2;1;1;6;MADELEINE (ROUTE DE LA);4,9143042; -52,3208964
202000007010;25;2;2020;11:46;1;973;97302;2;1;1;3;ROUTE NATIONALE 1;4,9310556; -52,3263157
202000007137;16;9;2020;16:00;1;973;97302;1;1;3;3;ROUTE NATIONALE 1;4,9113433; -52,3264647
202000007716;21;7;2020;07:40;1;973;97309;2;1;1;2;Rue Passiflore;4,8923640; -52,2853460
202000007727;17;7;2020;11:30;1;973;97313;1;1;1;7;N2;4,7822880; -52,4184540
202000007905;13;10;2020;12:25;1;973;97302;2;1;1;2;CABASSOU (ROUTE DE);4,9203651; -52,3207247
202000008114;19;8;2020;15:56;1;973;97302;2;3;1;3;NOVAPARC (RESIDENCE) RTE DE RABAN;4,9224652; -52,3125713
202000008289;31;12;2020;19:50;5;973;97302;2;2;1;3;AMUSANT (PAUL);4,9343104; -52,3319364
202000008358;31;12;2020;20:15;5;973;97309;2;1;1;3;Rue des Zignias;4,9120490; -52,2848420
202000008388;30;12;2020;12:10;1;973;97302;2;1;1;2;PREVOT (ERNEST);4,9340900; -52,3330700
202000008467;30;12;2020;18:45;4;973;97304;2;1;1;1;Avenue des Frères Kennedy;5,1656600; -52,6415650
202000008571;24;11;2020;21:30;3;973;97307;1;2;1;6;Chemin Mogès;4,7782679; -52,3428154
202000008594;23;11;2020;15:35;1;973;97302;1;9;1;2;ROUTE NATIONALE 1;4,8952234; -52,3298121
202000008595;23;11;2020;06:55;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,9281300; -52,2928800
202000008712;15;5;2020;06:35;1;973;97302;2;3;2;3;EUGENE GOBERT(RUE);4,9322596; -52,3300502
202000009067;15;9;2020;18:15;2;973;97302;2;1;2;6;TIGRE (ROUTE DU);4,9122412; -52,3082256
202000009243;16;9;2020;01:20;3;973;97306;2;1;1;3;37 rue des frères;5,6684946; -53,7779743
202000009340;28;1;2020;21:10;3;973;97305;1;1;1;6;Route Nationale 1;5,0026680; -52,4599530
202000009512;16;7;2020;11:56;1;973;97302;1;6;1;3;CRIQUE FOUILLEE (ROND POINT);4,8969658; -52,3283851
202000009954;12;10;2020;21:30;5;973;97311;2;1;1;6;23 Route des Chutes de Voltaire;5,4682450; -54,0294400
202000010007;12;10;2020;11:00;1;973;97302;2;2;1;2;BRASSE (LIEUTENANT);4,9364200; -52,3324600
202000010008;12;10;2020;10:00;1;973;97302;2;1;1;3;MONTABO (ROUTE DE) 1;4,9445800; -52,3108300
202000010009;12;10;2020;08:05;1;973;97302;2;3;1;3;BADUEL (ROUTE DE);4,9375700; -52,3159100
202000010022;19;8;2020;07:10;1;973;97304;2;1;1;3;Avenue de Pariacabo;5,1551960; -52,6552740
202000010236;29;12;2020;18:41;5;973;97302;2;3;1;3;MALOUET;4,9358820; -52,3356116
202000010346;28;12;2020;13:05;1;973;97302;2;1;1;3;RABAN (ROUTE DE);4,9180548; -52,3127731
202000010442;22;11;2020;06:30;1;973;97302;1;6;1;7;MARINGOUINS (ROND-POINT);4,9021233; -52,3129374
202000010494;23;11;2020;05:15;3;973;97304;1;1;1;7;PK 79 RN1;5,1521540; -52,8696440
202000010517;20;11;2020;22:10;5;973;97302;2;2;8;2;TROUBIRAN (CHEMIN DE);4,9269200; -52,3034800
202000010779;12;5;2020;20:30;5;973;97302;1;1;2;3;ZEPHIR (ROCADE);4,9261800; -52,3212719
202000010780;12;5;2020;09:21;1;973;97302;1;1;3;2;MADELEINE (ROUTE DE LA);4,9255708; -52,3241794
202000011038;28;1;2020;21:30;3;973;97307;2;1;1;6;Rue de l'Alambic;4,8825270; -52,3226100
202000011039;17;1;2020;18:40;4;973;97307;2;1;1;1;33 Rue Citron Vert;4,8756216; -52,3248031
202000011208;14;9;2020;15:00;1;973;97302;2;1;1;3;MONTABO (ROUTE DE) 1;4,9338762; -52,2908878
202000011480;14;9;2020;16:45;1;973;97309;2;1;1;3;D'2 (rd2);4,9068320; -52,2729170
202000011536;17;7;2020;20:00;3;973;97311;1;1;1;1;route d apatou;5,3056210; -54,1594650
202000011636;16;6;2020;08:50;1;973;97302;2;1;1;6;CATAYEE (JUSTIN);4,9382160; -52,3303163
202000011941;15;8;2020;19:40;5;973;97302;2;2;2;3;CESAIRE (CITE);4,9309153; -52,3225272
202000012253;26;12;2020;17:55;1;973;97302;2;1;1;3;MERE THERESA (rue);4,9233500; -52,3125100
202000012254;26;12;2020;15:40;1;973;97302;2;3;1;1;TROUBIRAN (CHEMIN DE);4,9152105; -52,3106884
202000012309;18;12;2020;05:35;3;973;97304;1;1;1;3;RN1 - PK 44 + 800;5,0965870; -52,6174740
202000012327;25;12;2020;04:00;5;973;97302;1;1;2;7;ROUTE NATIONALE 1;4,9143657; -52,3292921
202000012345;20;11;2020;19:20;5;973;97302;2;3;8;3;TIGRE (ROUTE DU);4,9151400; -52,3106900
202000012346;17;11;2020;06:40;2;973;97302;2;3;8;3;MONTABO (ROUTE DE) 1;4,9297641; -52,2903791
202000012347;20;11;2020;16:25;1;973;97302;2;3;1;3;MONTABO (ROUTE DE) 2;4,9366600; -52,2969500
202000012493;19;11;2020;21:05;5;973;97302;2;3;1;6;MONTABO (ROUTE DE) 3;4,9362000; -52,2961800
202000012494;19;11;2020;11:20;1;973;97302;1;1;2;2;ROUTE NATIONALE 1;4,9097612; -52,3242760
202000012832;25;1;2020;21:20;4;973;97302;2;1;2;6;TROUBIRAN (CHEMIN DE);4,9291730; -52,3041916
202000012993;3;3;2020;17:20;1;973;97309;2;2;1;1;Avenue Cyprien Gildon;4,9133740; -52,2801050
202000012995;27;2;2020;20:20;5;973;97309;2;3;1;1;Route de Montjoly;4,9126630; -52,2726330
202000012997;26;2;2020;06:40;1;973;97309;2;3;1;1;Route de Montjoly;4,9229200; -52,2822650
202000013013;27;1;2020;08:45;1;973;97309;2;1;3;6;Route de Montjoly;4,9144910; -52,2742960
202000013026;27;1;2020;08:05;1;973;97311;1;1;2;6;390 Avenue Jean Galmot;5,4923840; -53,9715260
202000013032;28;2;2020;14:20;1;973;97303;1;1;1;7;mamaribo;5,5176390; -53,3643080
202000013036;25;2;2020;21:00;5;973;97304;2;9;1;3;44 Rue Magne Marcel;5,1595003; -52,6420541
202000013216;15;7;2020;17:00;1;973;97309;2;3;1;3;Route de Rémire;4,9063442; -52,2730103
202000013263;13;9;2020;10:55;1;973;97302;2;1;7;3;MONTABO (ROUTE DE) 1;4,9421923; -52,3049855
202000013264;12;9;2020;16:56;1;973;97302;2;1;1;3;RABAN (ROUTE DE);4,9338726; -52,3135001
202000013265;12;9;2020;12:20;1;973;97302;2;3;1;3;TIGRE (ROUTE DU);4,9151791; -52,3107514
202000013420;14;9;2020;13:00;1;973;97311;2;1;1;7;Route Saint Maurice;5,4912610; -54,0306650
202000013421;14;9;2020;04:00;3;973;97311;1;1;1;6;PK11 - 1975 rte de st jean;5,4046309; -54,0624970
202000013465;12;9;2020;09:15;1;973;97302;2;1;1;7;ZEPHIR (ROCADE);4,9375613; -52,3067159
202000013466;11;9;2020;21:46;4;973;97302;1;1;1; -1;ROUTE NATIONALE 3;4,9052289; -52,3198128
202000013664;15;8;2020;07:15;2;973;97302;2;1;1;6;BADUEL (ROUTE DE);4,9338762; -52,3105431
202000013900;12;10;2020;06:25;1;973;97307;1;3;1;7;Route de la Distillerie;4,8661840; -52,3111060
202000013902;12;10;2020;07:40;1;973;97309;2;2;1;6;Rue des Pionniers;4,9157688; -52,2819411
202000013906;11;10;2020;22:00;3;973;97303;1;1;1;7;N1;5,4818950; -53,2714930
202000013944;10;10;2020;02:23;5;973;97302;1;6;1;7;LEBLOND (ROND POINT);4,9215972; -52,3297302
202000014124;24;12;2020;20:18;5;973;97302;2;1;1;3;MADELEINE (ROUTE DE LA);4,9167000; -52,3214400
202000014125;24;12;2020;19:18;5;973;97302;2;2;1;3;TECLE (EUGENE) CITE THEMIRE;4,9344500; -52,3208100
202000014234;24;12;2020;23:00;5;973;97311;1;9;1;7;Rue du Village Pierre;5,4685050; -54,0459480
202000014329;9;11;2020;12:15;1;973;97309;2;1;1;1;Avenue Gaston Monnerville;4,8875590; -52,2799230
202000014333;19;11;2020;19:30;4;973;97305;2;1;1;6;35 Avenue Pripri Soula;4,9299430; -52,4100480
202000014360;18;11;2020;18:45;5;973;97302;2;1;3;6;MONTABO (ROUTE DE) 1;4,9439400; -52,3078400
202000014361;18;11;2020;12:50;1;973;97302;1;6;1;3;CRIQUE FOUILLEE (ROND POINT);4,8967500; -52,3289700
202000014504;8;5;2020;19:00;4;973;97302;2;1;1;6;RABAN (ROUTE DE);4,9341328; -52,3137027
202000015210;24;2;2020;07:34;1;973;97302;1;6;1;3;ROUTE NATIONALE 1;4,9266931; -52,3289108
202000015383;11;9;2020;20:42;5;973;97302;1;1;1;5;ROUTE NATIONALE 3;4,9038178; -52,3168945
202000015384;10;9;2020;07:49;1;973;97302;2;1;1;3;CATAYEE (JUSTIN);4,9368050; -52,3299837
202000015512;13;6;2020;13:27;1;973;97302;2;1;1;6;DES IMMORTELLES (BLVD);4,9209053; -52,3019505
202000015765;12;8;2020;09:26;1;973;97302;2;1;1;1;BADUEL (ROUTE DE);4,9289378; -52,3002434
202000015766;11;8;2020;12:20;1;973;97302;2;9;1;7;CATAYEE (JUSTIN);4,9404820; -52,3308849
202000015815;9;10;2020;16:30;1;973;97302;2;9;1;3;CATAYEE (JUSTIN);4,9411661; -52,3310137
202000015816;9;10;2020;06:48;1;973;97302;2;1;1;1;RABAN (ROUTE DE);4,9341114; -52,3137081
202000015965;10;10;2020;15:00;1;973;97309;1;1;1;3;D23;4,8907760; -52,2881840
202000015998;23;12;2020;15:23;1;973;97302;2;1;1;3;14 ET 22 JUIN 1962;4,9355500; -52,3275200
202000015999;23;12;2020;11:20;1;973;97302;2;9;1;3;CESAIRE (CITE);4,9301400; -52,3221500
202000016000;23;12;2020;00:10;5;973;97302;2;1;1;7;COULEE D'OR (CITE);4,9420961; -52,3076356
202000016106;23;12;2020;19:30;3;973;97304;1;1;1;2;RN1;5,1551460; -52,6767830
202000016129;22;12;2020;21:00;5;973;97302;2;1;1;3;TROUBIRAN (CHEMIN DE);4,9262442; -52,3035693
202000016130;22;12;2020;19:00;5;973;97302;2;1;1;2;BADUEL (ROUTE DE);4,9362599; -52,3140407
202000016131;21;12;2020;22:40;5;973;97302;2;2;1;3;MONTABO (ROUTE DE) 1;4,9350988; -52,2933147
202000016275;18;11;2020;08:05;1;973;97309;2;1;1;2;Avenue Tropicana;4,9075570; -52,2697710
202000016280;18;11;2020;15:15;1;973;97311;1;1;1;7;RN1 PK252;5,4875870; -53,9831260
202000016295;16;11;2020;13:20;1;973;97302;2;1;1;6;MANGO (CITE);4,9343100; -52,3174200
202000016296;15;11;2020;21:45;5;973;97302;2;1;1;3;MONTABO (ROUTE DE) 1;4,9431700; -52,3066500
202000016470;5;5;2020;18:50;2;973;97307;1;1;8;2;RN 4 - route de l'aéroport Félix Éboué;4,8262710; -52,3617840
202000016475;4;5;2020;07:15;1;973;97311;1;1;3;1;cd 9 pk 8;5,5500389; -53,9370775
202000016599;24;1;2020;22:40;5;973;97304;2;2;1;1;Avenue du General de Gaulle;5,1544240; -52,6433300
202000016783;13;7;2020;11:10;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,9283943; -52,2935379
202000016889;13;7;2020;21:40;5;973;97353;2;9;1;7;rue lucien vochel;3,6442841; -54,0330690
202000017314;10;9;2020;17:57;1;973;97302;1;1;1;4;CABASSOU (ROUTE DE);4,9147211; -52,3101998
202000017315;7;9;2020;13:40;1;973;97302;2;2;1; -1;ROUGET DE L ' ISLE;4,9391673; -52,3271728
202000017476;13;6;2020;15:00;1;973;97309;2;2;1;3;Route de Rémire;4,9077030; -52,2728470
202000017617;8;10;2020;19:20;3;973;97302;1;6;1;3;CRIQUE FOUILLEE (ROND POINT);4,8970353; -52,3284280
202000017644;10;8;2020;20:55;4;973;97302;2;3;1;3;FELIX EBOUE(ROCADE);4,9275000; -52,3192000
202000017646;10;8;2020;16:00;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,9354000; -52,3126000
202000017887;7;10;2020;09:05;1;973;97302;2;1;1;3;BOULEVARD DES CITES;4,9230160; -52,3168302
202000017888;6;10;2020;06:55;1;973;97302;2;1;1;3;CABASSOU (ROUTE DE);4,9119098; -52,3080647
202000017964;21;12;2020;09:00;1;973;97307;1;1;1;5;N1;4,8957040; -52,3296400
202000018208;14;11;2020;15:10;1;973;97302;1;1;1;2;FELIX EBOUE(ROCADE);4,9248118; -52,3232460
202000018209;14;11;2020;10:10;1;973;97302;1;1;1;2;ROUTE NATIONALE 1;4,8975323; -52,3280525
202000018210;12;11;2020;10:55;1;973;97302;2;1;1;4;ROUTE NATIONALE 3;4,9053424; -52,3199477
202000018508;22;1;2020;14:35;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,9410379; -52,3209929
202000018913;22;2;2020;14:01;1;973;97302;2;1;1;1;MADELEINE (ROUTE DE LA);4,9212573; -52,3222173
202000018914;17;2;2020;17:10;1;973;97302;2;3;1;3;MONTABO (ROUTE DE) 1;4,9418100; -52,3041100
202000019218;9;9;2020;19:40;3;973;97306;1;1;1;3;D9;5,6521600; -53,8395740
202000019373;10;6;2020;09:05;1;973;97302;2;1;1; -1;REPUBLIQUE (BD DE LA);4,9384511; -52,3211002
202000019374;9;6;2020;11:30;1;973;97302;2;1;1;3;MADELEINE (ROUTE DE LA);4,9145000; -52,3209000
202000019762;6;10;2020;16:20;1;973;97302;2;9;1;3;SCHOELCHER (RUE);4,9421388; -52,3317271
202000019763;6;10;2020;12:00;1;973;97302;2;1;1;3;VOLTAIRE(AVENUE);4,9415296; -52,3257888
202000019882;20;12;2020;15:40;1;973;97302;2;6;1;3;GIRATOIRE MARINGOUINS;4,9077088; -52,3225379
202000020122;10;11;2020;14:00;1;973;97309;2;3;1;3;Boulevard Edmard Lama;4,9046410; -52,2733090
202000020137;12;11;2020;17:34;1;973;97302;2;1;1;3;MONTABO (ROUTE DE) 1;4,9294723; -52,2903514
202000020138;11;11;2020;11:50;1;973;97302;2;1;1;3;ROUTE NATIONALE 3;4,9050400; -52,3193200
202000020299;28;4;2020;08:05;1;973;97309;1;1;2;4;N 3 (rn3);4,9017650; -52,3039340
202000020531;18;1;2020;18:50;2;973;97304;1;1;1;3;RN1 PK 50+200;5,1100664; -52,6406408
202000020563;20;1;2020;18:33;1;973;97302;2;1;1;3;MORTIN (CITE);4,9161107; -52,3266041
202000020684;11;7;2020;21:00;3;973;97309;1;1;1;2;Route de la Matourienne;4,8781180; -52,2964830
202000020688;11;7;2020;15:50;1;973;97306;1;1;1;1;Avenue Marie Eudore Beauvin;5,5470093; -53,4841759
202000020945;20;2;2020;14:29;1;973;97302;2;1;1;3;SOURCE DE BADUEL (CHEMIN DE LA);4,9283606; -52,3084831
202000021397;9;8;2020;14:40;1;973;97302;2;1;1;3;ZEPHIR (ROCADE);4,9374954; -52,3067413
202000021706;5;10;2020;07:05;1;973;97302;2;1;1;3;LAFAURIE (CITE);4,9337586; -52,3233640
202000021765;13;11;2020;14:25;1;973;97305;1;1;1;2;Route Nationale 1;5,0687590; -52,5407840
202000021792;11;11;2020;17:19;2;973;97302;2;1;1;3;MANDELA  (BOULEVARD);4,9378739; -52,3260999
202000022002;18;12;2020;12:50;1;973;97302;2;1;1;3;MADELEINE (ROUTE DE LA);4,9378526; -52,3260784
202000022163;23;4;2020;18:40;2;973;97302;2;9;1;2;CHATENAY (CITE);4,9429779; -52,3119968
202000022599;10;7;2020;23:40;3;973;97307;2;1;1;6;rout de la distillerie;4,8734590; -52,3270870
202000022647;9;7;2020;19:39;5;973;97302;2;1;1;3;MANGO (ROUTE);4,9317170; -52,3174310
202000022648;8;7;2020;07:30;1;973;97302;2;2;1;3;PREVOT (ERNEST);4,9330000; -52,3328000
202000022649;5;7;2020;21:05;5;973;97302;2;1;1;3;FLAMBOYANTS (RUE DES);4,9219899; -52,3218083
202000022819;19;2;2020;12:20;1;973;97302;2;1;2;2;CATAYEE (JUSTIN);4,9407653; -52,3309279
202000022820;19;2;2020;09:45;1;973;97302;2;1;2;6;RUE DU VIEUX PORT;4,9365699; -52,3371506
202000022936;8;9;2020;07:00;1;973;97302;2;9;1;3;MANGO (ROUTE);4,9304771; -52,3162508
202000023161;8;8;2020;14:45;1;973;97307;1;1;1;1;N2;4,8272288; -52,3385722
202000023162;7;8;2020;22:15;3;973;97307;1;1;1;7;Route de Stoupan;4,7853620; -52,3488560
202000023433;6;6;2020;23:55;4;973;97302;2;2;1;3;LALLOUETTE(RUE);4,9397453; -52,3333008
202000023637;6;10;2020;17:45;1;973;97311;2;1;1;6;Rue du Lt Colonel Tourtet;5,5020909; -54,0278283
202000023748;7;11;2020;08:20;1;973;97302;2;3;1;3;ROUTE NATIONALE 3;4,9055413; -52,3202599
202000023750;6;11;2020;13:05;1;973;97302;2;3;1;3;MONTABO (ROUTE DE) 1;4,9352900; -52,2945600
202000023828;9;11;2020;07:50;1;973;97309;2;1;1;3;Route de Montjoly (rd1);4,9131500; -52,2730990
202000023926;17;12;2020;14:30;1;973;97302;2;1;1;3;GALMOT (AVENUE);4,9323900; -52,3270600
202000023927;17;12;2020;12:15;1;973;97302;1;2;1;3;DIGUE LEBLOND;4,9214500; -52,3296600
202000023928;17;12;2020;12:00;1;973;97302;2;1;8; -1;VOLTAIRE(AVENUE);4,9420640; -52,3235893
202000024293;17;1;2020;09:25;1;973;97302;2;4;1;3;MANDELA  (BOULEVARD);4,9419304; -52,3271298
202000024686;14;2;2020;21:22;5;973;97302;2;6;1;3;KET TAI (CARREFOUR);4,9371471; -52,3260677
202000024687;13;2;2020;15:30;1;973;97302;2;1;1;3;MADELEINE (ROUTE DE LA);4,9356506; -52,3259497
202000024688;10;2;2020;07:50;1;973;97302;1;9;1;3;MONTABO (ROUTE DE) 2;4,9317170; -52,2905231
202000024689;10;2;2020;06:00;1;973;97302;2;1;1;2;CATAYEE (JUSTIN);4,9393864; -52,3306060
202000024872;7;9;2020;17:30;1;973;97302;2;1;1;6;FELIX EBOUE(ROCADE);4,9404179; -52,3048997
202000025106;7;11;2020;19:00;4;973;97302;2;6;1;3;FELIX EBOUE(ROCADE);4,9246500; -52,3232100
202000025108;7;11;2020;10:50;1;973;97302;2;3;1;3;HENRI QUINTRIE(RUE);4,9320003; -52,3337281
202000025110;7;11;2020;07:34;1;973;97302;2;1;1;3;CATAYEE (JUSTIN);4,9380556; -52,3302841
202000025287;4;6;2020;19:00;5;973;97305;1;1;1;3;N1;4,9323800; -52,4006010
202000025310;6;11;2020;07:00;2;973;97302;2;6;1;3;BADUEL (ROND POINT DE);4,9332500; -52,3095900
202000025462;21;9;2020;17:40;1;973;97309;2;1;1;3;D'1 (rd1);4,8939830; -52,2581760
202000025539;3;10;2020;12:25;1;973;97302;2;2;1;3;DIGUE RONJON;4,9332990; -52,3316896
202000025640;5;6;2020;10:20;1;973;97302;2;2;1; -1;EBOUE (ROCADE FELIX);4,9310222; -52,3132789
202000025809;14;4;2020;14:40;1;973;97302;2;2;1;3;BASSIERE (LEON) CITE THEMIRE;4,9341755; -52,3204136
202000025851;13;4;2020;19:30;5;973;97302;2;1;1;3;MADELEINE (ROUTE DE LA);4,9335128; -52,3263681
202000025873;9;4;2020;00:10;5;973;97312;2;1;1;3;Rue Léonel Dréan;5,3795824; -52,9578495
202000025880;12;4;2020;20:25;3;973;97302;1;1;1;7;MARINGOUINS (ROND-POINT);4,9075000; -52,3220000
202000025937;10;4;2020;18:30;2;973;97302;2;1;1; -1;ILET MALOUIN;4,9294135; -52,3327571
202000025938;10;4;2020;08:30;1;973;97302;2;2;1;3;LALLOUETTE(RUE);4,9394973; -52,3343664
202000025939;9;4;2020;11:50;1;973;97302;2;9;1;3;RABAN (ROUTE DE);4,9234529; -52,3125137
202000025976;17;12;2020;19:30;3;973;97311;1;1;2;7;PK9;5,4297436; -54,0401173
202000026010;16;12;2020;19:30;4;973;97302;2;9;1;2;FLAMBOYANTS (RUE DES);4,9236467; -52,3197430
202000026011;16;12;2020;06:27;5;973;97302;2;1;1;6;MADELEINE (ROUTE DE LA);4,9366768; -52,3259497
202000026712;18;2;2020;21:20;5;973;97307;2;3;1;3;Route Nationale 2;4,8859870; -52,3352840
202000026716;18;2;2020;19:45;3;973;97306;1;1;1;1;N1;5,3922750; -53,6383220
202000026804;5;9;2020;11:35;1;973;97302;2;3;1;3;BADUEL (ROUTE DE);4,9375853; -52,3159182
202000026908;5;9;2020;13:00;1;973;97307;1;1;2;6;Route de Stoupan;4,7743870; -52,3387330
202000027025;5;11;2020;10:40;1;973;97302;2;2;1;3;MOLE;4,9378200; -52,3328200
