Num_Acc;id_usager;id_vehicule;num_veh;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;locp;actp;etatp
202300001783;203 846 980;155 677 416;A01;1;1;4;1;1998;0;2;8; -1;0;0; -1
202300001783;203 846 981;155 677 417;B01;1;1;1;1;1975;9;1;8; -1;0;0; -1
202300002338;203 845 690;155 676 444;B01;1;1;4;1;2003;9;8;0; -1;0;0; -1
202300002338;203 845 692;155 676 446;A01;1;1;1;2;1987;1;1;8; -1;0;0; -1
202300002462;203 845 384;155 676 219;A01;1;1;4;1;1994;4;1; -1; -1;0;0; -1
202300002462;203 845 386;155 676 221;B01;2;2;4;1;1967;4;1; -1; -1;0;0; -1
202300002462;203 845 387;155 676 221;B01;1;1;4;1;1966;4;1; -1; -1;0;0; -1
202300002517;203 845 249;155 676 121;A01;1;1;3;1;1984;0;1;5; -1;0;0; -1
202300002959;203 844 227;155 675 351;A01;1;1;4;1;1998;0;1; -1; -1;0;0; -1
202300002959;203 844 229;155 675 354;B01;1;1;3;1;1989;0;2;6; -1;0;0; -1
202300002959;203 844 231;155 675 356;C01;1;1;1;1;1988;0;1; -1; -1;0;0; -1
202300003175;203 843 758;155 674 986;B01;1;1;1;1;1957;0;1;0; -1;0;0; -1
202300003175;203 843 760;155 674 988;A01;1;1;4;1;1977;0;2;0; -1;0;0; -1
202300003175;203 843 761;155 674 988;A01;2;2;4;2;2003;0;2;0; -1;0;0; -1
202300003176;203 843 755;155 674 985;A01;2;2;4;1;2018;0;2;0; -1;0;0; -1
202300003176;203 843 757;155 674 985;A01;1;1;4;2;1990;0;2;0; -1;0;0; -1
202300003190;203 843 715;155 674 960;A01;1;1;1;2;1963;5;1;0; -1;0;0; -1
202300003190;203 843 717;155 674 960;A01;2;2;3;2;2000;0;1;0; -1;0;0; -1
202300003190;203 843 718;155 674 960;A01;3;2;3;1;2021;0;3;0; -1;0;0; -1
202300003257;203 843 559;155 674 840;A01;1;1;4;1;1956;0;2;6; -1;0;0; -1
202300003259;203 843 553;155 674 836;A01;1;1;3;1;2005;9;2;0; -1;0;0; -1
202300003259;203 843 555;155 674 836;A01;2;2;3;2;2005;9;2;0; -1;0;0; -1
202300003259;203 843 556;155 674 838;B01;1;1;1;1;1982;9;1;0; -1;0;0; -1
202300003362;203 843 317;155 674 643;A01;1;1;1;1;1975;1;1;0; -1;0;0; -1
202300003362;203 843 320;155 674 647;B01;1;1;4;1;1983;0;1;0; -1; -1; -1; -1
202300003365;203 843 306;155 674 636;A01;1;1;4;1;2000;9;8;0; -1;0;0; -1
202300003365;203 843 308;155 674 636;A01;2;2;4;1;2004;0;8;0; -1;0;0; -1
202300003367;203 843 293;155 674 630;B01;1;1;1;1;1987;9;2;8; -1;0;0; -1
202300003367;203 843 295;155 674 630;B01;2;2;4;2;1979;0;2;8; -1;0;0; -1
202300003367;203 843 298;155 674 633;A01;1;1;1;1;1961;9;1;8; -1;0;0; -1
202300003433;203 843 135;155 674 506;B01;1;1;4;1;1996;5;1; -1; -1;0;0; -1
202300003433;203 843 136;155 674 506;B01;7;2;1;2;1995;5;1; -1; -1;0;0; -1
202300003433;203 843 137;155 674 506;B01;9;2;4;1;2023;5;3; -1; -1;0;0; -1
202300003433;203 843 138;155 674 507;A01;1;1;3;1;1984;0;8; -1; -1;0;0; -1
202300003471;203 843 047;155 674 433;A01;1;1;1;1;1957;0;1;8; -1;0;0; -1
202300003471;203 843 048;155 674 434;B01;1;1;4;1;2000;9;2;8; -1;0;0; -1
202300003718;203 842 443;155 674 002;A01;1;1;1;1;1995;0;8; -1; -1;0;0; -1
202300003718;203 842 446;155 674 004;B01;1;1;4;2;2000;0;2; -1; -1;0;0; -1
202300003718;203 842 447;155 674 004;B01;2;2;4;2;2016;0;2; -1; -1;0;0; -1
202300003721;203 842 434;155 673 995;A01;1;1;1;1;1995;3;1; -1; -1;0;0; -1
202300003721;203 842 435;155 673 995;A01;2;2;1;2;1997;3;1; -1; -1;0;0; -1
202300003721;203 842 438;155 673 997;B01;1;1;3;1;1971;3;2; -1; -1;0;0; -1
202300003774;203 842 303;155 673 890;A01;1;1;1;2;2003;0;1;0; -1;0;0; -1
202300003774;203 842 304;155 673 891;B01;1;1;4;1;1992;0;2;0; -1;0;0; -1
202300003777;203 842 297;155 673 884;A01;1;1;4;1;1976;9;2;8; -1;0;0; -1
202300003777;203 842 298;155 673 885;B01;1;1;1;1;1985;9;1;8; -1;0;0; -1
202300003975;203 841 847;155 673 533;A01;2;2;3;1;1987;0;1; -1; -1;0;0; -1
202300003975;203 841 848;155 673 533;A01;3;2;3;2;1984;0;1; -1; -1;0;0; -1
202300003975;203 841 849;155 673 533;A01;1;1;2;1;1980;5;1; -1; -1;0;0; -1
202300003975;203 841 850;155 673 534;B01;1;1;1;2;2005;5;1; -1; -1;0;0; -1
202300003975;203 841 851;155 673 534;B01;2;2;1;2;1970;0;1; -1; -1;0;0; -1
202300003975;203 841 852;155 673 535;C01;1;1;2;1;1991;5;1; -1; -1;0;0; -1
202300003975;203 841 853;155 673 535;C01;2;2;3;2;2018;5;1; -1; -1;0;0; -1
202300003975;203 841 854;155 673 535;C01;2;2;3;2;1989;5;1; -1; -1;0;0; -1
202300003975;203 841 855;155 673 535;C01;2;2;3;2;2010;5;1; -1; -1;0;0; -1
202300004037;203 841 675;155 673 412;A01;1;1;3;1;1982;0;2;0; -1;0;0; -1
202300004195;203 841 311;155 673 151;B01;1;1;4;1;1996;0;1;0; -1;0;0; -1
202300004195;203 841 316;155 673 154;A01;1;1;1;1;1966;9;1;8; -1;0;0; -1
202300004198;203 841 303;155 673 145;A01;1;1;4;2;1987;1;2;8; -1;0;0; -1
202300004201;203 841 292;155 673 140;A01;2;2;4;1;1993;0;1;0; -1;0;0; -1
202300004201;203 841 295;155 673 140;A01;4;2;4;1;2001;0;1;0; -1;0;0; -1
202300004201;203 841 297;155 673 140;A01;2;2;4;1;1991;0;1;0; -1;0;0; -1
202300004201;203 841 299;155 673 140;A01;1;1;1;1;1980;0;1;0; -1;0;0; -1
202300004204;203 841 290;155 673 136;A01;1;1;4;2;2007;0;2;0; -1;0;0; -1
202300004214;203 841 265;155 673 117;B01;1;1;1;2;1988;0;1;0; -1;0;0; -1
202300004214;203 841 268;155 673 119;A01;1;1;4;2;1994;0;2;0; -1;0;0; -1
202300004304;203 841 032;155 672 953;A01;1;1;1;1;1994;0;1;8; -1;0;0; -1
202300004304;203 841 034;155 672 956;B01;1;1;4;1;1974;0;2;0; -1;0;0; -1
202300004304;203 841 036;155 672 956;B01;2;2;4;1;1962;0;2;0; -1;0;0; -1
202300004308;203 841 028;155 672 950;A01;1;1;4;1;2007;9;8;8; -1;0;0; -1
202300004524;203 840 483;155 672 547;A01;1;1;4;1;1995;5;1;0; -1;0;0; -1
202300004524;203 840 487;155 672 551;B01;1;1;3;1;1997;1;2;0; -1;0;0; -1
202300004601;203 840 312;155 672 416;A01;1;1;1;2;1998;4;1; -1; -1;0;0; -1
202300004601;203 840 315;155 672 419;B01;1;1;2;1;1942;0;0; -1; -1;0;0; -1
202300004738;203 839 988;155 672 146;A01;1;1;4;1;2004;0;8;0; -1;0;0; -1
202300004738;203 839 990;155 672 148;B01;1;1;1;1;1981;0;1;0; -1;0;0; -1
202300004738;203 839 992;155 672 148;B01;2;2;1;1;1963;0;1;0; -1;0;0; -1
202300004743;203 839 978;155 672 137;A01;1;1;1;1;1992;0;1;0; -1;0;0; -1
202300004743;203 839 981;155 672 140;B01;1;1;4;1;1969;0;2;0; -1;0;0; -1
202300004778;203 839 901;155 672 067;A01;1;1;1;1;1984;0;1; -1; -1;0;0; -1
202300004778;203 839 902;155 672 068;B01;1;1;4;1;1990;0;1; -1; -1;0;0; -1
202300005131;203 839 079;155 671 455;B01;1;1;1;1;1961;4;1;8; -1;0;0; -1
202300005131;203 839 083;155 671 458;A01;1;1;4;2;2002;9;8;0; -1;0;0; -1
202300005136;203 839 071;155 671 448;B01;1;1;1;2;1984;4;1;8; -1;0;0; -1
202300005136;203 839 074;155 671 451;A01;1;1;4;2;1998;9;2;8; -1;0;0; -1
202300005140;203 839 059;155 671 439;Z01;1;1;1;1;2000;9;2;0; -1;0;0; -1
202300005140;203 839 063;155 671 442;B01;1;1;4;1;2011;5;8;8; -1;3;3;3
202300005145;203 839 050;155 671 431;A01;1;1;4;1;2004;5;2;8; -1;0;0; -1
202300005145;203 839 053;155 671 432;B01;1;1;1;1;1982;4;1;0; -1;0;0; -1
202300005150;203 839 039;155 671 422;A01;1;1;4;2;1988;2;2;0; -1;0;0; -1
202300005150;203 839 042;155 671 422;A01;2;2;1;1;2019;2;2;0; -1;0;0; -1
202300005150;203 839 045;155 671 427;B01;1;1;1;2;1969;1;1;0; -1;0;0; -1
202300005154;203 839 032;155 671 415;A01;1;1;4;1;1998;9;8;0; -1;0;0; -1
202300005154;203 839 034;155 671 418;B01;1;1;4;1;1987;0;2;8; -1;0;0; -1
202300005281;203 838 701;155 671 181;A01;1;1;4;1;1989;9;1;0; -1;0;0; -1
202300005281;203 838 702;155 671 182;B01;1;1;1;2;1990;9;1;0; -1;0;0; -1
202300005281;203 838 703;155 671 182;B01;2;2;4;2;1983;9;1;0; -1;0;0; -1
202300005281;203 838 704;155 671 182;B01;4;2;4;2;2014;0;1;0; -1;0;0; -1
202300005281;203 838 705;155 671 182;B01;5;2;1;2;2019;0;1;0; -1;0;0; -1
202300005281;203 838 706;155 671 182;B01;3;2;4;1;2009;0;1;0; -1;0;0; -1
202300005281;203 838 707;155 671 182;B01;3;2;4;1;2012;0;1;0; -1;0;0; -1
202300005281;203 838 708;155 671 182;B01;3;2;1;1;2013;0;1;0; -1;0;0; -1
202300005282;203 838 698;155 671 179;A01;1;1;1;2;2004;9;1;8; -1;0;0; -1
202300005282;203 838 699;155 671 180;B01;1;1;4;2;1999;9;2;0; -1;0;0; -1
202300005282;203 838 700;155 671 180;B01;2;2;4;2;2005;9;2;0; -1;0;0; -1
202300005283;203 838 696;155 671 177;A01;1;1;1;1;1995;9;1;8; -1;0;0; -1
202300005283;203 838 697;155 671 178;B01;1;1;4;1;1961;9;2;0; -1;0;0; -1
202300005284;203 838 694;155 671 176;A01;1;1;4;1;1963;1;2;0; -1;0;0; -1
202300005284;203 838 695;155 671 176;A01;2;2;4;2;2006;1;2;0; -1;0;0; -1
202300005285;203 838 692;155 671 174;A01;1;1;1;2;1979;9;1;8; -1;0;0; -1
202300005285;203 838 693;155 671 175;B01;1;1;4;1;1950;0;2;8; -1;0;0; -1
202300005529;203 838 158;155 670 763;B01;1;1;4;1;1998;9;2;8; -1;0;0; -1
202300005529;203 838 160;155 670 763;B01;2;2;4;1;1970;0;2;8; -1; -1; -1; -1
202300005529;203 838 162;155 670 765;A01;1;1;1;2;1992;0;1;8; -1;0;0; -1
202300005591;203 837 983;155 670 642;A01;1;1;4;1;1999;1;2;8; -1;0;0; -1
202300005591;203 837 985;155 670 644;B01;1;1;1;2;1983;1;1;8; -1;0;0; -1
202300005756;203 837 602;155 670 346;Z01;1;1;1; -1;; -1; -1; -1; -1;0;0; -1
202300005756;203 837 603;155 670 347;A01;1;1;4;1;1987;0;2;8; -1;0;0; -1
202300005757;203 837 600;155 670 344;A01;1;1;4;1;1980;0;2;8; -1;0;0; -1
202300005757;203 837 601;155 670 345;B01;1;1;1; -1;; -1; -1; -1; -1;0;0; -1
202300005799;203 837 493;155 670 268;A01;1;1;1; -1;; -1; -1; -1; -1;0;0; -1
202300005799;203 837 494;155 670 269;B01;1;1;4;1;1970;0;8;8; -1;0;0; -1
202300005800;203 837 491;155 670 266;A01;1;1;1;2;1990;2;1;0; -1;0;0; -1
202300005800;203 837 492;155 670 267;B01;1;1;4;2;1988;0;2;0; -1;0;0; -1
202300005801;203 837 489;155 670 265;A01;1;1;1;2;1986;1;1;0; -1;0;0; -1
202300005801;203 837 490;155 670 265;A01;10;3;4;2;1953;0;0; -1; -1;3;3;1
202300005965;203 837 111;155 669 981;B01;2;2;3;1;2010;5;0; -1; -1;0;0; -1
202300005965;203 837 112;155 669 981;B01;1;1;4;1;2008;5;0; -1; -1;0;0; -1
202300005965;203 837 114;155 669 982;A01;1;1;1;1;1963;5;1; -1; -1;0;0; -1
202300006244;203 836 452;155 669 469;A01;1;1;1;1;2003;1;1;0; -1;0;0; -1
202300006244;203 836 455;155 669 471;B01;1;1;4;1;1976;0;2;0; -1;0;0; -1
202300006248;203 836 446;155 669 462;A01;1;1;1;1;1992;9;1;0; -1;0;0; -1
202300006248;203 836 449;155 669 465;B01;1;1;4;1;1995;0;2;0; -1;0;0; -1
202300006673;203 835 444;155 668 694;A01;1;1;1;1;1968;9;1;8; -1;0;0; -1
202300006673;203 835 447;155 668 694;A01;10;3;4;1;1943;9;0; -1; -1;3;3;1
202300006675;203 835 432;155 668 685;B01;1;1;4;1;1993;9;8;8; -1;0;0; -1
202300006675;203 835 437;155 668 687;A01;1;1;1;2;1978;9;1;8; -1;0;0; -1
202300006838;203 835 038;155 668 401;A01;1;1;1;1;2003;2;2;0; -1;0;0; -1
202300006838;203 835 041;155 668 401;A01;2;2;4;2;2015;2;2;0; -1;0;0; -1
202300006841;203 835 030;155 668 396;A01;1;1;4;1;1959;1;2;0; -1;0;0; -1
202300006841;203 835 033;155 668 396;A01;2;2;4;2;1976;0;2;0; -1;0;0; -1
202300006847;203 835 014;155 668 387;A01;1;1;1;1;1946;5;2;0; -1;0;0; -1
202300006847;203 835 017;155 668 387;A01;2;2;4;2;1972;5;2;0; -1; -1; -1; -1
202300006855;203 834 997;155 668 375;A01;1;1;1;1;1979;0;1;0; -1;0;0; -1
202300006855;203 835 001;155 668 380;B01;1;1;4;1;2003;2;2;0; -1;0;0; -1
202300007619;203 833 229;155 667 065;A01;1;1;1;2;1991;0;1;8; -1;0;0; -1
202300007619;203 833 230;155 667 066;B01;1;1;4;1;2003;0;2;0; -1;0;0; -1
202300007620;203 833 227;155 667 063;A01;1;1;1;1;1987;0;1;5; -1;0;0; -1
202300007620;203 833 228;155 667 064;B01;1;1;4;1;1999;0;1;5; -1;0;0; -1
202300007621;203 833 225;155 667 061;A01;1;1;1;1;1985;0;1;0; -1;0;0; -1
202300007621;203 833 226;155 667 062;B01;1;1;4;1;2010;2;8;0; -1;0;0; -1
202300007765;203 832 884;155 666 800;A01;1;1;4;1;2009;0;8;0; -1;0;0; -1
202300007765;203 832 885;155 666 801;Z01;1;1;1; -1;; -1; -1; -1; -1;0;0; -1
202300008069;203 832 146;155 666 284;A01;1;1;1;1;1987;1;1; -1; -1;0;0; -1
202300008069;203 832 148;155 666 284;A01;10;3;3;2;1979;0;0; -1; -1;1;3;1
202300008152;203 831 952;155 666 131;A01;1;1;3;1;1985;0;2;0; -1;0;0; -1
202300008152;203 831 958;155 666 137;B01;1;1;1;1;1979;0;1;0; -1;0;0; -1
202300008160;203 831 923;155 666 111;B01;1;1;1;1;1996;9;2;8; -1;0;0; -1
202300008160;203 831 928;155 666 111;B01;2;2;4;2;1980;9;2;8; -1;0;0; -1
202300008160;203 831 934;155 666 118;A01;1;1;1;1;1988;9;1;8; -1;0;0; -1
202300008596;203 830 878;155 665 324;A01;1;1;4;1;1993;0;2;8; -1;0;0; -1
202300008596;203 830 889;155 665 332;B01;1;1;1;2;2000;0;1;8; -1; -1; -1; -1
202300008826;203 830 278;155 664 918;A01;1;1;3;1;1980;0;2; -1; -1;0;0; -1
202300008826;203 830 281;155 664 918;A01;2;2;3;2;2002;0;2; -1; -1;0;0; -1
202300008826;203 830 284;155 664 922;B01;1;1;1;1;1986;5;2; -1; -1;0;0; -1
202300008848;203 830 233;155 664 883;A01;1;1;4;1;1988;5;1;0; -1;0;0; -1
202300008856;203 830 214;155 664 866;A01;1;1;1;1;1981;9;1;8; -1;0;0; -1
202300008856;203 830 219;155 664 870;B01;1;1;4;1;1992;9;1;8; -1;0;0; -1
202300008856;203 830 225;155 664 875;C01;1;1;1;1;1996;9;1;8; -1;0;0; -1
202300008964;203 829 955;155 664 683;A01;1;1;1;1;1995;0;1;8; -1;0;0; -1
202300008964;203 829 956;155 664 686;B01;1;1;4;1;1992;0;2;8; -1;0;0; -1
202300008964;203 829 959;155 664 686;B01;2;2;4;2;2000;0;2;8; -1;0;0; -1
202300008964;203 829 962;155 664 686;B01;2;2;4;1;2023;0;2;0; -1;0;0; -1
202300009157;203 829 477;155 664 352;B01;1;1;1;1;1962;0;8;0; -1;0;0; -1
202300009157;203 829 479;155 664 353;A01;1;1;4;2;1996;0;2;0; -1;0;0; -1
202300009236;203 829 294;155 664 210;Z01;1;1;1;1;1980;9;1;0; -1; -1; -1; -1
202300009236;203 829 299;155 664 214;B01;1;1;1;1;1974;0;2;0; -1;0;0; -1
202300009236;203 829 300;155 664 214;B01;2;2;4;2;1964;0;2;0; -1;0;0; -1
202300009238;203 829 284;155 664 207;A01;1;1;4;1;2005;9;2; -1; -1;0;0; -1
202300009238;203 829 290;155 664 208;B01;1;1;1;1;1995;3;1; -1; -1;0;0; -1
202300009387;203 828 945;155 663 938;A01;9;2;4;2;1970;0;8;0; -1;0;0; -1
202300009387;203 828 946;155 663 938;A01;1;1;1;2;1994;4;1;0; -1;0;0; -1
202300009387;203 828 947;155 663 939;Z01;1;1;1; -1;; -1; -1; -1; -1; -1; -1; -1
202300009388;203 828 943;155 663 936;A01;1;1;4;1;2008;0;2;0; -1;0;0; -1
202300009388;203 828 944;155 663 937;B01;1;1;4;1;1972;0;1;0; -1;0;0; -1
202300009389;203 828 938;155 663 933;B01;1;1;4;1;2004;0;1;0; -1;0;0; -1
202300009389;203 828 939;155 663 933;B01;3;2;4;1;2005;0;1;0; -1;0;0; -1
202300009389;203 828 940;155 663 933;B01;4;2;1;1;2005;0;1;0; -1;0;0; -1
202300009389;203 828 941;155 663 933;B01;2;2;4;1;2001;0;1;0; -1;0;0; -1
202300009389;203 828 942;155 663 934;A01;1;1;4;1;2003;0;1;0; -1;0;0; -1
202300009390;203 828 936;155 663 932;Z01;10;3;4;1;2007;0;8;8; -1;1;9;2
202300009390;203 828 937;155 663 932;Z01;10;3;4;2;2013;9;0; -1; -1;6;2;2
202300009463;203 828 752;155 663 806;A01;1;1;1;1;1968;0;1; -1; -1;0;0; -1
202300009463;203 828 753;155 663 807;B01;2;2;3;2;2005;0;2; -1; -1;0;0; -1
202300009463;203 828 754;155 663 807;B01;1;1;2;1;1998;0;0; -1; -1;0;0; -1
202300009558;203 828 531;155 663 630;A01;1;1;3;1;1964;9;2;0; -1;0;0; -1
202300009559;203 828 527;155 663 629;A01;10;3;4;1;1975;0;0; -1; -1;5;3;1
202300009559;203 828 529;155 663 629;A01;1;1;1;1;1971;1;1;0; -1;0;0; -1
202300009704;203 828 160;155 663 361;A01;1;1;1;1;2000;1;1;8; -1;0;0; -1
202300009704;203 828 162;155 663 363;B01;1;1;3;1;2000;0;1;8; -1;0;0; -1
202300009706;203 828 157;155 663 358;B01;1;1;4;1;1944;9;8;0; -1;0;0; -1
202300009706;203 828 159;155 663 360;A01;1;1;1;1;2006;9;2;8; -1;0;0; -1
202300009838;203 827 835;155 663 131;B01;1;1;4;2;1964;5;1;0; -1;0;0; -1
202300009838;203 827 836;155 663 132;A01;1;1;4;2;1962;5;1;0; -1;0;0; -1
202300009958;203 827 524;155 662 910;A01;1;1;3;2;1992;0;1;0; -1;0;0; -1
202300009958;203 827 525;155 662 911;B01;1;1;1;1;1974;0;1;0; -1;0;0; -1
202300009959;203 827 521;155 662 908;A01;1;1;3;1;1953;0;2;0; -1;0;0; -1
202300009959;203 827 522;155 662 908;A01;2;2;3;2;2003;0;2;0; -1;0;0; -1
202300009959;203 827 523;155 662 909;B01;1;1;1;2;1975;4;1;0; -1;0;0; -1
202300010140;203 827 092;155 662 582;A01;1;1;4;1;1990;0;1;0; -1;0;0; -1
202300010140;203 827 095;155 662 584;B01;1;1;4;1;1993;0;2;6; -1;0;0; -1
202300010261;203 826 790;155 662 369;A01;1;1;3;1;1981;0;8; -1; -1;0;0; -1
202300010327;203 826 651;155 662 262;B01;1;1;1;2;1994;9;1;0; -1;0;0; -1
202300010327;203 826 656;155 662 265;A01;1;1;4;1;1945;0;1;0; -1;0;0; -1
202300010850;203 825 373;155 661 320;A01;1;1;1;2;2001;9;8; -1; -1;0;0; -1
202300010850;203 825 375;155 661 322;B01;1;1;2;1;1979;5;2; -1; -1;0;0; -1
202300010938;203 825 156;155 661 151;B01;1;1;4;2;1976;0;8;0; -1;0;0; -1
202300010938;203 825 159;155 661 154;A01;1;1;1;1;1967;0;1;0; -1;0;0; -1
202300010942;203 825 145;155 661 143;Z01;1;1;1;1;1987;0;8;0; -1;0;0; -1
202300010942;203 825 146;155 661 143;Z01;2;2;3;1;1997;0;8;0; -1;0;0; -1
202300010976;203 825 062;155 661 082;B01;1;1;4;1;1963;3;2;8; -1;0;0; -1
202300010976;203 825 063;155 661 082;B01;2;2;3;2;1983;3;2;8; -1;0;0; -1
202300010976;203 825 068;155 661 086;A01;1;1;1;2;1993;9;1;8; -1;0;0; -1
202300010998;203 825 016;155 661 050;A01;1;1;4;1;1987;0;2;8; -1;0;0; -1
202300011468;203 823 886;155 660 227;A01;2;2;1;2;1960;5;1; -1; -1;0;0; -1
202300011468;203 823 888;155 660 227;A01;1;1;4;1;1983;5;1; -1; -1;0;0; -1
202300011468;203 823 889;155 660 228;B01;1;1;2;1;1975;5;2; -1; -1;0;0; -1
202300011635;203 823 480;155 659 924;A01;1;1;3;1;2004;5;1;0; -1;0;0; -1
202300011635;203 823 482;155 659 926;B01;1;1;4;1;1980;1;1;0; -1;0;0; -1
202300011685;203 823 363;155 659 837;A01;1;1;1;1;2001;0;8;0; -1;0;0; -1
202300011685;203 823 364;155 659 838;B01;1;1;4;1;1953;0;2;8; -1; -1; -1; -1
202300011814;203 823 039;155 659 597;A01;1;1;4;1;2003;0;2; -1; -1;0;0; -1
202300011814;203 823 040;155 659 597;A01;2;2;3;2;2005;0;2; -1; -1;0;0; -1
202300011814;203 823 041;155 659 598;B01;2;2;1;2;2000;0;1; -1; -1;0;0; -1
202300011814;203 823 042;155 659 598;B01;1;1;4;2;1986;0;1; -1; -1;0;0; -1
202300011814;203 823 043;155 659 598;B01;3;2;1;2;2022;0;1; -1; -1;0;0; -1
202300011942;203 822 719;155 659 365;A01;1;1;1;2;1992;5;1; -1; -1;0;0; -1
202300011942;203 822 720;155 659 366;B01;1;1;3;1;2004;0;0; -1; -1;0;0; -1
202300012065;203 822 412;155 659 139;A01;1;1;1;2;1952;9;1; -1; -1;0;0; -1
202300012065;203 822 413;155 659 140;B01;1;1;3;1;1970;9;2;9; -1;0;0; -1
202300012170;203 822 145;155 658 932;A01;1;1;4;1;1979;9;1;0; -1;0;0; -1
202300012192;203 822 093;155 658 896;A01;1;1;4;1;2006;0;2;8; -1;0;0; -1
202300012192;203 822 094;155 658 896;A01;2;2;4;2;2006;2;2;0; -1;0;0; -1
202300012192;203 822 100;155 658 902;B01;1;1;1;1;1995;1;1;0; -1;0;0; -1
202300012197;203 822 085;155 658 890;A01;1;1;4;1;1982;0;2;0; -1;0;0; -1
202300012438;203 821 488;155 658 470;A01;1;1;3;1;1949;0;2;0; -1;0;0; -1
202300012442;203 821 478;155 658 464;A01;1;1;1;2;1996;0;1;0; -1;0;0; -1
202300012442;203 821 481;155 658 466;B01;1;1;3;1;1968;0;2;0; -1;0;0; -1
202300012447;203 821 465;155 658 454;A01;1;1;4;1;1968;0;1;0; -1;0;0; -1
202300012447;203 821 467;155 658 454;A01;3;2;4;1;1979;0;1;0; -1;0;0; -1
202300012447;203 821 471;155 658 457;B01;1;1;4;1;2001;0;1;0; -1;0;0; -1
202300012504;203 821 308;155 658 338;A01;1;1;4;1;1956;5;2;0; -1;0;0; -1
202300012504;203 821 313;155 658 341;Z01;1;1;1;1;1965;0; -1;0; -1;0;0; -1
202300012599;203 821 098;155 658 172;B01;1;1;1;2;1992;2;1;0; -1;0;0; -1
202300012599;203 821 115;155 658 186;A01;1;1;4;1;2002;0;2;0; -1;0;0; -1
202300012769;203 820 706;155 657 882;B01;1;1;4;1;1983;5;2;0; -1;0;0; -1
202300012769;203 820 709;155 657 885;A01;1;1;1;1;1989;5;1;0; -1;0;0; -1
