;;;Date_deces_Cim10#Annee;Cause_deces#Causes_de_deces_alphabetique;Lieu_domicile#commune;Nb_deces_standardises
;;;2018;Chap 10 : Maladies de l'appareil respiratoire;Normandie;207,70
;;;2018;Diabète;Normandie;164,79
;;;2018;Maladie chronique du foie;Normandie;64,95
;;;2018;Maladie de Parkinson;Normandie;48,67
;;;2018;Maladie hypertensive;Normandie;253,81
;;;2018;Maladies vasculaires cérébrales;Normandie;155,70
;;;2018;Sida;Normandie;0,71
;;;2018;Alzheimer;Nouvelle-Aquitaine;113,05
;;;2018;Asthme;Nouvelle-Aquitaine;3,50
;;;2018;Cancer de la prostate;Nouvelle-Aquitaine;48,36
;;;2018;Cancer de la trachée, des bronches et du poumon;Nouvelle-Aquitaine;149,73
;;;2018;Cancer du côlon-rectum;Nouvelle-Aquitaine;81,99
;;;2018;Cancer du sein;Nouvelle-Aquitaine;52,31
;;;2018;Cardiopathies ischémiques;Nouvelle-Aquitaine;151,49
;;;2018;Chap 10 : Maladies de l'appareil respiratoire;Nouvelle-Aquitaine;201,71
;;;2018;Diabète;Nouvelle-Aquitaine;159,16
;;;2018;Maladie chronique du foie;Nouvelle-Aquitaine;44,49
;;;2018;Maladie de Parkinson;Nouvelle-Aquitaine;51,62
;;;2018;Maladie hypertensive;Nouvelle-Aquitaine;211,54
;;;2018;Maladies vasculaires cérébrales;Nouvelle-Aquitaine;148,52
;;;2018;Sida;Nouvelle-Aquitaine;0,99
;;;2018;Alzheimer;Occitanie;150,53
;;;2018;Asthme;Occitanie;2,86
;;;2018;Cancer de la prostate;Occitanie;44,18
;;;2018;Cancer de la trachée, des bronches et du poumon;Occitanie;147,26
;;;2018;Cancer du côlon-rectum;Occitanie;77,10
;;;2018;Cancer du sein;Occitanie;49,82
;;;2018;Cardiopathies ischémiques;Occitanie;150,48
;;;2018;Chap 10 : Maladies de l'appareil respiratoire;Occitanie;198,87
;;;2018;Diabète;Occitanie;158,98
;;;2018;Maladie chronique du foie;Occitanie;43,82
;;;2018;Maladie de Parkinson;Occitanie;48,88
;;;2018;Maladie hypertensive;Occitanie;202,00
;;;2018;Maladies vasculaires cérébrales;Occitanie;138,15
;;;2018;Sida;Occitanie;0,81
;;;2018;Alzheimer;Pays de la Loire;116,84
;;;2018;Asthme;Pays de la Loire;4,28
;;;2018;Cancer de la prostate;Pays de la Loire;52,25
;;;2018;Cancer de la trachée, des bronches et du poumon;Pays de la Loire;133,37
;;;2018;Cancer du côlon-rectum;Pays de la Loire;80,85
;;;2018;Cancer du sein;Pays de la Loire;54,75
;;;2018;Cardiopathies ischémiques;Pays de la Loire;153,75
;;;2018;Chap 10 : Maladies de l'appareil respiratoire;Pays de la Loire;197,80
;;;2018;Diabète;Pays de la Loire;139,16
;;;2018;Maladie chronique du foie;Pays de la Loire;64,24
;;;2018;Maladie de Parkinson;Pays de la Loire;55,28
;;;2018;Maladie hypertensive;Pays de la Loire;208,80
;;;2018;Maladies vasculaires cérébrales;Pays de la Loire;149,64
;;;2018;Sida;Pays de la Loire;0,57
;;;2018;Alzheimer;Provence-Alpes-Côte d'Azur;112,95
;;;2018;Asthme;Provence-Alpes-Côte d'Azur;2,94
;;;2018;Cancer de la prostate;Provence-Alpes-Côte d'Azur;41,75
;;;2018;Cancer de la trachée, des bronches et du poumon;Provence-Alpes-Côte d'Azur;146,87
;;;2018;Cancer du côlon-rectum;Provence-Alpes-Côte d'Azur;69,43
;;;2018;Cancer du sein;Provence-Alpes-Côte d'Azur;50,75
;;;2018;Cardiopathies ischémiques;Provence-Alpes-Côte d'Azur;130,26
;;;2018;Chap 10 : Maladies de l'appareil respiratoire;Provence-Alpes-Côte d'Azur;205,30
;;;2018;Diabète;Provence-Alpes-Côte d'Azur;145,59
;;;2018;Maladie chronique du foie;Provence-Alpes-Côte d'Azur;46,21
;;;2018;Maladie de Parkinson;Provence-Alpes-Côte d'Azur;55,25
;;;2018;Maladie hypertensive;Provence-Alpes-Côte d'Azur;198,80
;;;2018;Maladies vasculaires cérébrales;Provence-Alpes-Côte d'Azur;131,25
;;;2018;Sida;Provence-Alpes-Côte d'Azur;2,06
;;;2018;Alzheimer;Réunion;103,60
;;;2018;Asthme;Réunion;10,57
;;;2018;Cancer de la prostate;Réunion;51,43
;;;2018;Cancer de la trachée, des bronches et du poumon;Réunion;105,71
;;;2018;Cancer du côlon-rectum;Réunion;66,08
;;;2018;Cancer du sein;Réunion;30,55
;;;2018;Cardiopathies ischémiques;Réunion;176,81
;;;2018;Chap 10 : Maladies de l'appareil respiratoire;Réunion;222,82
;;;2018;Diabète;Réunion;403,92
;;;2018;Maladie chronique du foie;Réunion;61,44
;;;2018;Maladie de Parkinson;Réunion;40,69
;;;2018;Maladie hypertensive;Réunion;426,19
;;;2018;Maladies vasculaires cérébrales;Réunion;180,30
;;;2018;Sida;Réunion;0,38
;;;2018;Alzheimer;Île-de-France;104,25
;;;2018;Asthme;Île-de-France;4,09
;;;2018;Cancer de la prostate;Île-de-France;43,28
;;;2018;Cancer de la trachée, des bronches et du poumon;Île-de-France;131,18
;;;2018;Cancer du côlon-rectum;Île-de-France;70,01
;;;2018;Cancer du sein;Île-de-France;53,87
;;;2018;Cardiopathies ischémiques;Île-de-France;124,21
;;;2018;Chap 10 : Maladies de l'appareil respiratoire;Île-de-France;176,97
;;;2018;Diabète;Île-de-France;138,16
;;;2018;Maladie chronique du foie;Île-de-France;42,46
;;;2018;Maladie de Parkinson;Île-de-France;45,50
;;;2018;Maladie hypertensive;Île-de-France;223,42
;;;2018;Maladies vasculaires cérébrales;Île-de-France;114,62
;;;2018;Sida;Île-de-France;1,69
;;;2019;Alzheimer;97302 - Cayenne;102,07
;;;2019;Asthme;97302 - Cayenne;0,00
;;;2019;Cancer de la prostate;97302 - Cayenne;110,73
;;;2019;Cancer de la trachée, des bronches et du poumon;97302 - Cayenne;38,44
;;;2019;Cancer du côlon-rectum;97302 - Cayenne;159,63
;;;2019;Cancer du sein;97302 - Cayenne;47,81
;;;2019;Cardiopathies ischémiques;97302 - Cayenne;99,30
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97302 - Cayenne;239,89
;;;2019;Diabète;97302 - Cayenne;412,24
;;;2019;Maladie chronique du foie;97302 - Cayenne;55,67
;;;2019;Maladie de Parkinson;97302 - Cayenne;25,66
;;;2019;Maladie hypertensive;97302 - Cayenne;585,20
;;;2019;Maladies vasculaires cérébrales;97302 - Cayenne;268,68
;;;2019;Sida;97302 - Cayenne;18,60
;;;2019;Alzheimer;97303 - Iracoubo;0,00
;;;2019;Asthme;97303 - Iracoubo;0,00
;;;2019;Cancer de la prostate;97303 - Iracoubo;0,00
;;;2019;Cancer de la trachée, des bronches et du poumon;97303 - Iracoubo;0,00
;;;2019;Cancer du côlon-rectum;97303 - Iracoubo;0,00
;;;2019;Cancer du sein;97303 - Iracoubo;0,00
;;;2019;Cardiopathies ischémiques;97303 - Iracoubo;169,95
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97303 - Iracoubo;0,00
;;;2019;Diabète;97303 - Iracoubo;568,52
;;;2019;Maladie chronique du foie;97303 - Iracoubo;228,62
;;;2019;Maladie de Parkinson;97303 - Iracoubo;0,00
;;;2019;Maladie hypertensive;97303 - Iracoubo;743,66
;;;2019;Maladies vasculaires cérébrales;97303 - Iracoubo;82,08
;;;2019;Sida;97303 - Iracoubo;0,00
;;;2019;Alzheimer;97304 - Kourou;164,72
;;;2019;Asthme;97304 - Kourou;0,00
;;;2019;Cancer de la prostate;97304 - Kourou;0,00
;;;2019;Cancer de la trachée, des bronches et du poumon;97304 - Kourou;146,38
;;;2019;Cancer du côlon-rectum;97304 - Kourou;18,37
;;;2019;Cancer du sein;97304 - Kourou;11,79
;;;2019;Cardiopathies ischémiques;97304 - Kourou;34,36
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97304 - Kourou;68,74
;;;2019;Diabète;97304 - Kourou;183,07
;;;2019;Maladie chronique du foie;97304 - Kourou;18,37
;;;2019;Maladie de Parkinson;97304 - Kourou;82,36
;;;2019;Maladie hypertensive;97304 - Kourou;498,31
;;;2019;Maladies vasculaires cérébrales;97304 - Kourou;96,48
;;;2019;Sida;97304 - Kourou;0,00
;;;2019;Alzheimer;97305 - Macouria;0,00
;;;2019;Asthme;97305 - Macouria;0,00
;;;2019;Cancer de la prostate;97305 - Macouria;0,00
;;;2019;Cancer de la trachée, des bronches et du poumon;97305 - Macouria;205,77
;;;2019;Cancer du côlon-rectum;97305 - Macouria;127,52
;;;2019;Cancer du sein;97305 - Macouria;0,00
;;;2019;Cardiopathies ischémiques;97305 - Macouria;29,85
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97305 - Macouria;29,21
;;;2019;Diabète;97305 - Macouria;282,24
;;;2019;Maladie chronique du foie;97305 - Macouria;0,00
;;;2019;Maladie de Parkinson;97305 - Macouria;0,00
;;;2019;Maladie hypertensive;97305 - Macouria;432,95
;;;2019;Maladies vasculaires cérébrales;97305 - Macouria;256,08
;;;2019;Sida;97305 - Macouria;0,00
;;;2019;Alzheimer;97306 - Mana;0,00
;;;2019;Asthme;97306 - Mana;0,00
;;;2019;Cancer de la prostate;97306 - Mana;0,00
;;;2019;Cancer de la trachée, des bronches et du poumon;97306 - Mana;0,00
;;;2019;Cancer du côlon-rectum;97306 - Mana;0,00
;;;2019;Cancer du sein;97306 - Mana;0,00
;;;2019;Cardiopathies ischémiques;97306 - Mana;121,87
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97306 - Mana;124,62
;;;2019;Diabète;97306 - Mana;0,00
;;;2019;Maladie chronique du foie;97306 - Mana;10,48
;;;2019;Maladie de Parkinson;97306 - Mana;101,99
;;;2019;Maladie hypertensive;97306 - Mana;30,31
;;;2019;Maladies vasculaires cérébrales;97306 - Mana;132,30
;;;2019;Sida;97306 - Mana;10,48
;;;2019;Alzheimer;97307 - Matoury;38,11
;;;2019;Asthme;97307 - Matoury;0,00
;;;2019;Cancer de la prostate;97307 - Matoury;89,54
;;;2019;Cancer de la trachée, des bronches et du poumon;97307 - Matoury;16,58
;;;2019;Cancer du côlon-rectum;97307 - Matoury;89,64
;;;2019;Cancer du sein;97307 - Matoury;17,77
;;;2019;Cardiopathies ischémiques;97307 - Matoury;29,51
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97307 - Matoury;67,62
;;;2019;Diabète;97307 - Matoury;133,77
;;;2019;Maladie chronique du foie;97307 - Matoury;27,74
;;;2019;Maladie de Parkinson;97307 - Matoury;0,00
;;;2019;Maladie hypertensive;97307 - Matoury;141,27
;;;2019;Maladies vasculaires cérébrales;97307 - Matoury;118,07
;;;2019;Sida;97307 - Matoury;8,68
;;;2019;Alzheimer;97308 - Saint-Georges;0,00
;;;2019;Asthme;97308 - Saint-Georges;0,00
;;;2019;Cancer de la prostate;97308 - Saint-Georges;92,85
;;;2019;Cancer de la trachée, des bronches et du poumon;97308 - Saint-Georges;56,25
;;;2019;Cancer du côlon-rectum;97308 - Saint-Georges;0,00
;;;2019;Cancer du sein;97308 - Saint-Georges;0,00
;;;2019;Cardiopathies ischémiques;97308 - Saint-Georges;0,00
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97308 - Saint-Georges;0,00
;;;2019;Diabète;97308 - Saint-Georges;30,01
;;;2019;Maladie chronique du foie;97308 - Saint-Georges;0,00
;;;2019;Maladie de Parkinson;97308 - Saint-Georges;0,00
;;;2019;Maladie hypertensive;97308 - Saint-Georges;0,00
;;;2019;Maladies vasculaires cérébrales;97308 - Saint-Georges;111,36
;;;2019;Sida;97308 - Saint-Georges;0,00
;;;2019;Alzheimer;97309 - Remire-Montjoly;29,87
;;;2019;Asthme;97309 - Remire-Montjoly;0,00
;;;2019;Cancer de la prostate;97309 - Remire-Montjoly;159,29
;;;2019;Cancer de la trachée, des bronches et du poumon;97309 - Remire-Montjoly;88,93
;;;2019;Cancer du côlon-rectum;97309 - Remire-Montjoly;29,87
;;;2019;Cancer du sein;97309 - Remire-Montjoly;26,49
;;;2019;Cardiopathies ischémiques;97309 - Remire-Montjoly;136,01
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97309 - Remire-Montjoly;89,02
;;;2019;Diabète;97309 - Remire-Montjoly;80,75
;;;2019;Maladie chronique du foie;97309 - Remire-Montjoly;65,38
;;;2019;Maladie de Parkinson;97309 - Remire-Montjoly;79,64
;;;2019;Maladie hypertensive;97309 - Remire-Montjoly;213,78
;;;2019;Maladies vasculaires cérébrales;97309 - Remire-Montjoly;128,10
;;;2019;Sida;97309 - Remire-Montjoly;0,00
;;;2019;Alzheimer;97310 - Roura;0,00
;;;2019;Asthme;97310 - Roura;0,00
;;;2019;Cancer de la prostate;97310 - Roura;0,00
;;;2019;Cancer de la trachée, des bronches et du poumon;97310 - Roura;81,00
;;;2019;Cancer du côlon-rectum;97310 - Roura;48,70
;;;2019;Cancer du sein;97310 - Roura;0,00
;;;2019;Cardiopathies ischémiques;97310 - Roura;242,29
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97310 - Roura;48,70
;;;2019;Diabète;97310 - Roura;149,01
;;;2019;Maladie chronique du foie;97310 - Roura;0,00
;;;2019;Maladie de Parkinson;97310 - Roura;0,00
;;;2019;Maladie hypertensive;97310 - Roura;121,15
;;;2019;Maladies vasculaires cérébrales;97310 - Roura;0,00
;;;2019;Sida;97310 - Roura;0,00
;;;2019;Alzheimer;97311 - Saint-Laurent-du-Maroni;0,00
;;;2019;Asthme;97311 - Saint-Laurent-du-Maroni;0,00
;;;2019;Cancer de la prostate;97311 - Saint-Laurent-du-Maroni;326,09
;;;2019;Cancer de la trachée, des bronches et du poumon;97311 - Saint-Laurent-du-Maroni;110,84
;;;2019;Cancer du côlon-rectum;97311 - Saint-Laurent-du-Maroni;49,30
;;;2019;Cancer du sein;97311 - Saint-Laurent-du-Maroni;0,00
;;;2019;Cardiopathies ischémiques;97311 - Saint-Laurent-du-Maroni;144,61
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97311 - Saint-Laurent-du-Maroni;270,42
;;;2019;Diabète;97311 - Saint-Laurent-du-Maroni;169,56
;;;2019;Maladie chronique du foie;97311 - Saint-Laurent-du-Maroni;46,78
;;;2019;Maladie de Parkinson;97311 - Saint-Laurent-du-Maroni;55,37
;;;2019;Maladie hypertensive;97311 - Saint-Laurent-du-Maroni;436,97
;;;2019;Maladies vasculaires cérébrales;97311 - Saint-Laurent-du-Maroni;479,84
;;;2019;Sida;97311 - Saint-Laurent-du-Maroni;63,83
;;;2019;Alzheimer;97312 - Sinnamary;0,00
;;;2019;Asthme;97312 - Sinnamary;0,00
;;;2019;Cancer de la prostate;97312 - Sinnamary;295,49
;;;2019;Cancer de la trachée, des bronches et du poumon;97312 - Sinnamary;0,00
;;;2019;Cancer du côlon-rectum;97312 - Sinnamary;0,00
;;;2019;Cancer du sein;97312 - Sinnamary;0,00
;;;2019;Cardiopathies ischémiques;97312 - Sinnamary;0,00
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97312 - Sinnamary;295,49
;;;2019;Diabète;97312 - Sinnamary;64,67
;;;2019;Maladie chronique du foie;97312 - Sinnamary;0,00
;;;2019;Maladie de Parkinson;97312 - Sinnamary;0,00
;;;2019;Maladie hypertensive;97312 - Sinnamary;571,29
;;;2019;Maladies vasculaires cérébrales;97312 - Sinnamary;295,49
;;;2019;Sida;97312 - Sinnamary;0,00
;;;2019;Alzheimer;97314 - Ouanary;0,00
;;;2019;Asthme;97314 - Ouanary;0,00
;;;2019;Cancer de la prostate;97314 - Ouanary;0,00
;;;2019;Cancer de la trachée, des bronches et du poumon;97314 - Ouanary;0,00
;;;2019;Cancer du côlon-rectum;97314 - Ouanary;0,00
;;;2019;Cancer du sein;97314 - Ouanary;0,00
;;;2019;Cardiopathies ischémiques;97314 - Ouanary;0,00
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97314 - Ouanary;0,00
;;;2019;Diabète;97314 - Ouanary;0,00
;;;2019;Maladie chronique du foie;97314 - Ouanary;0,00
;;;2019;Maladie de Parkinson;97314 - Ouanary;0,00
;;;2019;Maladie hypertensive;97314 - Ouanary;0,00
;;;2019;Maladies vasculaires cérébrales;97314 - Ouanary;0,00
;;;2019;Sida;97314 - Ouanary;0,00
;;;2019;Alzheimer;97353 - Maripasoula;456,38
;;;2019;Asthme;97353 - Maripasoula;0,00
;;;2019;Cancer de la prostate;97353 - Maripasoula;0,00
;;;2019;Cancer de la trachée, des bronches et du poumon;97353 - Maripasoula;0,00
;;;2019;Cancer du côlon-rectum;97353 - Maripasoula;0,00
;;;2019;Cancer du sein;97353 - Maripasoula;0,00
;;;2019;Cardiopathies ischémiques;97353 - Maripasoula;19,62
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97353 - Maripasoula;1023,15
;;;2019;Diabète;97353 - Maripasoula;0,00
;;;2019;Maladie chronique du foie;97353 - Maripasoula;181,43
;;;2019;Maladie de Parkinson;97353 - Maripasoula;0,00
;;;2019;Maladie hypertensive;97353 - Maripasoula;19,62
;;;2019;Maladies vasculaires cérébrales;97353 - Maripasoula;514,02
;;;2019;Sida;97353 - Maripasoula;0,00
;;;2019;Alzheimer;97357 - Grand-Santi;0,00
;;;2019;Asthme;97357 - Grand-Santi;0,00
;;;2019;Cancer de la prostate;97357 - Grand-Santi;0,00
;;;2019;Cancer de la trachée, des bronches et du poumon;97357 - Grand-Santi;0,00
;;;2019;Cancer du côlon-rectum;97357 - Grand-Santi;0,00
;;;2019;Cancer du sein;97357 - Grand-Santi;0,00
;;;2019;Cardiopathies ischémiques;97357 - Grand-Santi;0,00
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97357 - Grand-Santi;0,00
;;;2019;Diabète;97357 - Grand-Santi;16,08
;;;2019;Maladie chronique du foie;97357 - Grand-Santi;0,00
;;;2019;Maladie de Parkinson;97357 - Grand-Santi;0,00
;;;2019;Maladie hypertensive;97357 - Grand-Santi;16,08
;;;2019;Maladies vasculaires cérébrales;97357 - Grand-Santi;0,00
;;;2019;Sida;97357 - Grand-Santi;0,00
;;;2019;Alzheimer;97358 - Saint-Élie;0,00
;;;2019;Asthme;97358 - Saint-Élie;0,00
;;;2019;Cancer de la prostate;97358 - Saint-Élie;0,00
;;;2019;Cancer de la trachée, des bronches et du poumon;97358 - Saint-Élie;0,00
;;;2019;Cancer du côlon-rectum;97358 - Saint-Élie;0,00
;;;2019;Cancer du sein;97358 - Saint-Élie;0,00
;;;2019;Cardiopathies ischémiques;97358 - Saint-Élie;0,00
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97358 - Saint-Élie;0,00
;;;2019;Diabète;97358 - Saint-Élie;0,00
;;;2019;Maladie chronique du foie;97358 - Saint-Élie;0,00
;;;2019;Maladie de Parkinson;97358 - Saint-Élie;0,00
;;;2019;Maladie hypertensive;97358 - Saint-Élie;0,00
;;;2019;Maladies vasculaires cérébrales;97358 - Saint-Élie;0,00
;;;2019;Sida;97358 - Saint-Élie;0,00
;;;2019;Alzheimer;97362 - Papaichton;0,00
;;;2019;Asthme;97362 - Papaichton;0,00
;;;2019;Cancer de la prostate;97362 - Papaichton;0,00
;;;2019;Cancer de la trachée, des bronches et du poumon;97362 - Papaichton;0,00
;;;2019;Cancer du côlon-rectum;97362 - Papaichton;0,00
;;;2019;Cancer du sein;97362 - Papaichton;0,00
;;;2019;Cardiopathies ischémiques;97362 - Papaichton;0,00
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;97362 - Papaichton;0,00
;;;2019;Diabète;97362 - Papaichton;0,00
;;;2019;Maladie chronique du foie;97362 - Papaichton;0,00
;;;2019;Maladie de Parkinson;97362 - Papaichton;0,00
;;;2019;Maladie hypertensive;97362 - Papaichton;0,00
;;;2019;Maladies vasculaires cérébrales;97362 - Papaichton;0,00
;;;2019;Sida;97362 - Papaichton;0,00
;;;2019;Alzheimer;Auvergne-Rhône-Alpes;130,68
;;;2019;Asthme;Auvergne-Rhône-Alpes;3,26
;;;2019;Cancer de la prostate;Auvergne-Rhône-Alpes;46,17
;;;2019;Cancer de la trachée, des bronches et du poumon;Auvergne-Rhône-Alpes;133,87
;;;2019;Cancer du côlon-rectum;Auvergne-Rhône-Alpes;75,26
;;;2019;Cancer du sein;Auvergne-Rhône-Alpes;51,08
;;;2019;Cardiopathies ischémiques;Auvergne-Rhône-Alpes;136,38
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;Auvergne-Rhône-Alpes;192,41
;;;2019;Diabète;Auvergne-Rhône-Alpes;163,02
;;;2019;Maladie chronique du foie;Auvergne-Rhône-Alpes;45,72
;;;2019;Maladie de Parkinson;Auvergne-Rhône-Alpes;56,13
;;;2019;Maladie hypertensive;Auvergne-Rhône-Alpes;233,22
;;;2019;Maladies vasculaires cérébrales;Auvergne-Rhône-Alpes;129,68
;;;2019;Sida;Auvergne-Rhône-Alpes;0,60
;;;2019;Alzheimer;Bourgogne-Franche-Comté;115,97
;;;2019;Asthme;Bourgogne-Franche-Comté;3,43
;;;2019;Cancer de la prostate;Bourgogne-Franche-Comté;47,83
;;;2019;Cancer de la trachée, des bronches et du poumon;Bourgogne-Franche-Comté;143,47
;;;2019;Cancer du côlon-rectum;Bourgogne-Franche-Comté;81,16
;;;2019;Cancer du sein;Bourgogne-Franche-Comté;54,20
;;;2019;Cardiopathies ischémiques;Bourgogne-Franche-Comté;160,08
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;Bourgogne-Franche-Comté;209,53
;;;2019;Diabète;Bourgogne-Franche-Comté;196,14
;;;2019;Maladie chronique du foie;Bourgogne-Franche-Comté;56,40
;;;2019;Maladie de Parkinson;Bourgogne-Franche-Comté;61,82
;;;2019;Maladie hypertensive;Bourgogne-Franche-Comté;289,21
;;;2019;Maladies vasculaires cérébrales;Bourgogne-Franche-Comté;145,23
;;;2019;Sida;Bourgogne-Franche-Comté;0,93
;;;2019;Alzheimer;Bretagne;110,02
;;;2019;Asthme;Bretagne;4,38
;;;2019;Cancer de la prostate;Bretagne;50,06
;;;2019;Cancer de la trachée, des bronches et du poumon;Bretagne;148,46
;;;2019;Cancer du côlon-rectum;Bretagne;84,20
;;;2019;Cancer du sein;Bretagne;50,20
;;;2019;Cardiopathies ischémiques;Bretagne;170,73
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;Bretagne;215,97
;;;2019;Diabète;Bretagne;128,17
;;;2019;Maladie chronique du foie;Bretagne;69,13
;;;2019;Maladie de Parkinson;Bretagne;42,74
;;;2019;Maladie hypertensive;Bretagne;215,04
;;;2019;Maladies vasculaires cérébrales;Bretagne;160,24
;;;2019;Sida;Bretagne;0,81
;;;2019;Alzheimer;Centre-Val de Loire;116,75
;;;2019;Asthme;Centre-Val de Loire;2,43
;;;2019;Cancer de la prostate;Centre-Val de Loire;51,36
;;;2019;Cancer de la trachée, des bronches et du poumon;Centre-Val de Loire;144,04
;;;2019;Cancer du côlon-rectum;Centre-Val de Loire;85,66
;;;2019;Cancer du sein;Centre-Val de Loire;55,97
;;;2019;Cardiopathies ischémiques;Centre-Val de Loire;156,96
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;Centre-Val de Loire;190,59
;;;2019;Diabète;Centre-Val de Loire;182,05
;;;2019;Maladie chronique du foie;Centre-Val de Loire;58,71
;;;2019;Maladie de Parkinson;Centre-Val de Loire;52,72
;;;2019;Maladie hypertensive;Centre-Val de Loire;229,59
;;;2019;Maladies vasculaires cérébrales;Centre-Val de Loire;151,80
;;;2019;Sida;Centre-Val de Loire;0,79
;;;2019;Alzheimer;Corse;105,66
;;;2019;Asthme;Corse;1,51
;;;2019;Cancer de la prostate;Corse;37,56
;;;2019;Cancer de la trachée, des bronches et du poumon;Corse;155,99
;;;2019;Cancer du côlon-rectum;Corse;52,65
;;;2019;Cancer du sein;Corse;43,74
;;;2019;Cardiopathies ischémiques;Corse;151,04
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;Corse;155,65
;;;2019;Diabète;Corse;123,74
;;;2019;Maladie chronique du foie;Corse;34,70
;;;2019;Maladie de Parkinson;Corse;41,00
;;;2019;Maladie hypertensive;Corse;160,34
;;;2019;Maladies vasculaires cérébrales;Corse;95,50
;;;2019;Sida;Corse;0,00
;;;2019;Alzheimer;Departements d'outre mer;122,21
;;;2019;Asthme;Departements d'outre mer;7,83
;;;2019;Cancer de la prostate;Departements d'outre mer;81,69
;;;2019;Cancer de la trachée, des bronches et du poumon;Departements d'outre mer;76,44
;;;2019;Cancer du côlon-rectum;Departements d'outre mer;71,11
;;;2019;Cancer du sein;Departements d'outre mer;37,67
;;;2019;Cardiopathies ischémiques;Departements d'outre mer;135,94
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;Departements d'outre mer;175,91
;;;2019;Diabète;Departements d'outre mer;344,94
;;;2019;Maladie chronique du foie;Departements d'outre mer;48,89
;;;2019;Maladie de Parkinson;Departements d'outre mer;52,49
;;;2019;Maladie hypertensive;Departements d'outre mer;405,81
;;;2019;Maladies vasculaires cérébrales;Departements d'outre mer;212,16
;;;2019;Sida;Departements d'outre mer;4,49
;;;2019;Alzheimer;France (y compris Mayotte);116,56
;;;2019;Asthme;France (y compris Mayotte);3,60
;;;2019;Cancer de la prostate;France (y compris Mayotte);47,42
;;;2019;Cancer de la trachée, des bronches et du poumon;France (y compris Mayotte);141,55
;;;2019;Cancer du côlon-rectum;France (y compris Mayotte);78,13
;;;2019;Cancer du sein;France (y compris Mayotte);52,61
;;;2019;Cardiopathies ischémiques;France (y compris Mayotte);145,74
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;France (y compris Mayotte);204,92
;;;2019;Diabète;France (y compris Mayotte);168,56
;;;2019;Maladie chronique du foie;France (y compris Mayotte);54,08
;;;2019;Maladie de Parkinson;France (y compris Mayotte);50,99
;;;2019;Maladie hypertensive;France (y compris Mayotte);237,58
;;;2019;Maladies vasculaires cérébrales;France (y compris Mayotte);140,87
;;;2019;Sida;France (y compris Mayotte);1,11
;;;2019;Alzheimer;France métropolitaine;116,37
;;;2019;Asthme;France métropolitaine;3,49
;;;2019;Cancer de la prostate;France métropolitaine;46,60
;;;2019;Cancer de la trachée, des bronches et du poumon;France métropolitaine;142,75
;;;2019;Cancer du côlon-rectum;France métropolitaine;78,03
;;;2019;Cancer du sein;France métropolitaine;52,76
;;;2019;Cardiopathies ischémiques;France métropolitaine;144,75
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;France métropolitaine;205,08
;;;2019;Diabète;France métropolitaine;164,50
;;;2019;Maladie chronique du foie;France métropolitaine;53,95
;;;2019;Maladie de Parkinson;France métropolitaine;50,90
;;;2019;Maladie hypertensive;France métropolitaine;233,43
;;;2019;Maladies vasculaires cérébrales;France métropolitaine;138,85
;;;2019;Sida;France métropolitaine;0,98
;;;2019;Alzheimer;Grand Est;116,77
;;;2019;Asthme;Grand Est;3,29
;;;2019;Cancer de la prostate;Grand Est;46,19
;;;2019;Cancer de la trachée, des bronches et du poumon;Grand Est;162,74
;;;2019;Cancer du côlon-rectum;Grand Est;81,32
;;;2019;Cancer du sein;Grand Est;56,04
;;;2019;Cardiopathies ischémiques;Grand Est;152,42
;;;2019;Chap 10 : Maladies de l'appareil respiratoire;Grand Est;231,68
;;;2019;Diabète;Grand Est;229,59
;;;2019;Maladie chronique du foie;Grand Est;55,66
;;;2019;Maladie de Parkinson;Grand Est;49,09
;;;2019;Maladie hypertensive;Grand Est;324,51
;;;2019;Maladies vasculaires cérébrales;Grand Est;148,12
;;;2019;Sida;Grand Est;0,93
;;;2019;Alzheimer;Guadeloupe;124,50
;;;2019;Asthme;Guadeloupe;10,09
;;;2019;Cancer de la prostate;Guadeloupe;103,14
