Date_RP#Annee;Nombre_personnes_menage_RP#nombre0_6plus;Lieu_domicile#commune_stable_ds_tps_0825_sansArr;Nombre_de_menages_selon_la_taille_du_menage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97308 - Saint-Georges;124.70649719238281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97309 - Remire-Montjoly;629.234790802002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97310 - Roura;88.38806390762329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97311 - Saint-Laurent-du-Maroni;1016.0172338485718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97312 - Sinnamary;98.10384130477905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97313 - Montsinéry-Tonnegrande;105.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97314 - Ouanary;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97352 - Saül;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97353 - Maripasoula;187.444690823555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97356 - Camopi;53.37822723388672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97357 - Grand-Santi;216.5346555709839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97358 - Saint-Élie;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97360 - Apatou;165.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97361 - Awala-Yalimapo;38.7084002494812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#5;97362 - Papaichton;116.30075168609619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97301 - Régina;37.49850082397461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97302 - Cayenne;1448.8904728889465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97303 - Iracoubo;87.52452754974365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97304 - Kourou;865.9132137298584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97305 - Macouria;708.8380578756332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97306 - Mana;736.2486085891724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97307 - Matoury;1193.5436236858368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97308 - Saint-Georges;267.46277046203613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97309 - Remire-Montjoly;424.78888070583344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97310 - Roura;129.05294609069824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97311 - Saint-Laurent-du-Maroni;3022.0228118896484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97312 - Sinnamary;113.22606325149536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97313 - Montsinéry-Tonnegrande;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97314 - Ouanary;26.600000381469727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97352 - Saül;10.065789222717285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97353 - Maripasoula;545.5296188592911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97356 - Camopi;161.2463493347168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97357 - Grand-Santi;693.0693292617798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97358 - Saint-Élie;9.162206649780273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97360 - Apatou;800.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97361 - Awala-Yalimapo;98.99478673934937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nombre : 1, 2, ?, 6 ou plus#6 ou plus;97362 - Papaichton;271.8163857460022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97301 - Régina;76.04853916168213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97302 - Cayenne;7871.334226369858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97303 - Iracoubo;105.5058650970459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97304 - Kourou;1615.5754551887512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97305 - Macouria;1514.4655497074127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97306 - Mana;533.66239631176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97307 - Matoury;2598.7726354599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97308 - Saint-Georges;189.283127784729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97309 - Remire-Montjoly;3142.130710840225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97310 - Roura;294.3419508934021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97311 - Saint-Laurent-du-Maroni;2047.2356305122375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97312 - Sinnamary;276.24293518066406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97313 - Montsinéry-Tonnegrande;211.0981798171997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97314 - Ouanary;9.391050338745117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97352 - Saül;28.56909942626953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97353 - Maripasoula;294.36804962158203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97356 - Camopi;20.25345778465271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nombre : 1, 2, ?, 6 ou plus#1;97357 - Grand-Santi;173.42855787277222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
