Date_RP#Annee;Age_personne#age_0_65;Sexe_personne#sexe;Lieu_domicile#commune_stable_ds_tps_0825_sansArr;Population__totale_ou_par_âge_et_ou_genre_
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Guyane;125133.76115393639
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Hauts-de-France;2934802.4080922008
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Martinique;184097.76282536983
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Normandie;1601518.6171795428
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Nouvelle-Aquitaine;2913103.2646348774
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Occitanie;2881160.113570392
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Pays de la Loire;1842553.0811089277
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;2468917.3009248376
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Réunion;436071.12317466736
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Île-de-France;6318406.5247321725
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Auvergne-Rhône-Alpes;3965182.774258822
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Bourgogne-Franche-Comté;1337576.2656936944
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Bretagne;1625109.4994709194
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Centre-Val de Loire;1229183.8070231378
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Corse;174351.1096227169
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Grand Est;2758371.6651470214
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Guadeloupe;191279.28626936674
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Guyane;126378.54548352957
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Hauts-de-France;2921096.7950238585
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Martinique;182544.5730215907
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Normandie;1594219.4190215468
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Nouvelle-Aquitaine;2917324.616221845
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Occitanie;2894300.297091812
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Pays de la Loire;1846990.3429858685
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;2477845.6568718553
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Réunion;439068.23181819916
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Île-de-France;6327269.870528698
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Auvergne-Rhône-Alpes;3985549.3946306705
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Bourgogne-Franche-Comté;1334718.574274391
