;;;Date_deces_Cim10#Annee;Cause_deces#Causes_de_deces_alphabetique;Lieu_domicile#commune;Nb_deces_standardises
;;;2022;Suicide;Occitanie;13,23
;;;2022;Alcool;Auvergne-Rhône-Alpes;43,33
;;;2022;Tabac;Auvergne-Rhône-Alpes;104,66
;;;2022;Suicide;Auvergne-Rhône-Alpes;12,92
;;;2022;Alcool;Provence-Alpes-Côte d'Azur;43,23
;;;2022;Tabac;Provence-Alpes-Côte d'Azur;110,36
;;;2022;Suicide;Provence-Alpes-Côte d'Azur;12,40
;;;2022;Alcool;Corse;30,11
;;;2022;Tabac;Corse;119,63
;;;2022;Suicide;Corse;11,71
;;;2023;Alcool;Guadeloupe;57,05
;;;2023;Tabac;Guadeloupe;44,22
;;;2023;Suicide;Guadeloupe;7,83
;;;2023;Alcool;Martinique;30,08
;;;2023;Tabac;Martinique;42,63
;;;2023;Suicide;Martinique;8,22
;;;2023;Alcool;Guyane;48,21
;;;2023;Tabac;Guyane;52,15
;;;2023;Suicide;Guyane;11,41
;;;2023;Alcool;Réunion;65,52
;;;2023;Tabac;Réunion;104,71
;;;2023;Suicide;Réunion;9,42
;;;2023;Alcool;Île-de-France;36,41
;;;2023;Tabac;Île-de-France;95,46
;;;2023;Suicide;Île-de-France;7,97
;;;2023;Alcool;Centre-Val de Loire;57,06
;;;2023;Tabac;Centre-Val de Loire;112,34
;;;2023;Suicide;Centre-Val de Loire;14,25
;;;2023;Alcool;Bourgogne-Franche-Comté;54,87
;;;2023;Tabac;Bourgogne-Franche-Comté;122,30
;;;2023;Suicide;Bourgogne-Franche-Comté;15,33
;;;2023;Alcool;Normandie;66,91
;;;2023;Tabac;Normandie;121,49
;;;2023;Suicide;Normandie;15,07
;;;2023;Alcool;Hauts-de-France;76,29
;;;2023;Tabac;Hauts-de-France;128,05
;;;2023;Suicide;Hauts-de-France;15,00
;;;2023;Alcool;Grand Est;54,11
;;;2023;Tabac;Grand Est;129,63
;;;2023;Suicide;Grand Est;12,95
;;;2023;Alcool;Pays de la Loire;58,09
;;;2023;Tabac;Pays de la Loire;106,31
;;;2023;Suicide;Pays de la Loire;16,03
;;;2023;Alcool;Bretagne;68,36
;;;2023;Tabac;Bretagne;121,87
;;;2023;Suicide;Bretagne;20,40
;;;2023;Alcool;Nouvelle-Aquitaine;49,32
;;;2023;Tabac;Nouvelle-Aquitaine;114,04
;;;2023;Suicide;Nouvelle-Aquitaine;14,86
;;;2023;Alcool;Occitanie;45,13
;;;2023;Tabac;Occitanie;118,45
;;;2023;Suicide;Occitanie;13,23
;;;2023;Alcool;Auvergne-Rhône-Alpes;40,97
;;;2023;Tabac;Auvergne-Rhône-Alpes;103,45
;;;2023;Suicide;Auvergne-Rhône-Alpes;11,09
;;;2023;Alcool;Provence-Alpes-Côte d'Azur;41,47
;;;2023;Tabac;Provence-Alpes-Côte d'Azur;108,19
;;;2023;Suicide;Provence-Alpes-Côte d'Azur;11,59
;;;2023;Alcool;Corse;31,59
;;;2023;Tabac;Corse;124,96
;;;2023;Suicide;Corse;9,81
