Date_RP#Annee;Age_personne#age_0_65;Sexe_personne#sexe;Lieu_domicile#commune_stable_ds_tps_0825_sansArr;Population__totale_ou_par_âge_et_ou_genre_
;6§7§8§9§10§11§12§13§14§15§16;masculin§feminin;;
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Normandie;450589.95035502315
2015;Age : 0,1,2, ..., 65 ou +;Sexe;Nouvelle-Aquitaine;743905.0649496913
2016;Age : 0,1,2, ..., 65 ou +;Sexe;Nouvelle-Aquitaine;747382.3627716601
2017;Age : 0,1,2, ..., 65 ou +;Sexe;Nouvelle-Aquitaine;749492.3449127674
2018;Age : 0,1,2, ..., 65 ou +;Sexe;Nouvelle-Aquitaine;749258.7371581793
2019;Age : 0,1,2, ..., 65 ou +;Sexe;Nouvelle-Aquitaine;748733.664927721
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Nouvelle-Aquitaine;750752.600555718
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Nouvelle-Aquitaine;751199.593555659
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Nouvelle-Aquitaine;748683.1664705276
2015;Age : 0,1,2, ..., 65 ou +;Sexe;Occitanie;738178.6293496192
2016;Age : 0,1,2, ..., 65 ou +;Sexe;Occitanie;742178.5425191522
2017;Age : 0,1,2, ..., 65 ou +;Sexe;Occitanie;748110.1173148155
2018;Age : 0,1,2, ..., 65 ou +;Sexe;Occitanie;752973.7442038059
2019;Age : 0,1,2, ..., 65 ou +;Sexe;Occitanie;754503.4883040786
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Occitanie;759649.5231855512
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Occitanie;764040.4470662177
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Occitanie;766320.5370779932
2015;Age : 0,1,2, ..., 65 ou +;Sexe;Pays de la Loire;536548.4273887277
2016;Age : 0,1,2, ..., 65 ou +;Sexe;Pays de la Loire;539351.015101254
2017;Age : 0,1,2, ..., 65 ou +;Sexe;Pays de la Loire;542480.3670819998
2018;Age : 0,1,2, ..., 65 ou +;Sexe;Pays de la Loire;544883.7522379756
2019;Age : 0,1,2, ..., 65 ou +;Sexe;Pays de la Loire;545246.2745087147
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Pays de la Loire;548023.6456902027
