Date_RP#Annee;Age_personne#age_0_65;Sexe_personne#sexe;Lieu_domicile#commune_stable_ds_tps_0825_sansArr;Population__totale_ou_par_âge_et_ou_genre_
;16§17§18§19§20§21§22§23§24§25;masculin§feminin;;;;16§17§18§19§20§21§22§23§24§25;masculin§feminin;;;;16§17§18§19§20§21§22§23§24§25;masculin§feminin;;
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97301 - Régina;152.0611810684204
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97302 - Cayenne;10516.747528076172
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97303 - Iracoubo;247.65531826019287
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97304 - Kourou;3907.9298782348633
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97305 - Macouria;2938.7427673339844
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97306 - Mana;1930.9722290039062
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97307 - Matoury;5235.378677368164
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97308 - Saint-Georges;646.1396160125732
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97309 - Remire-Montjoly;3028.473846435547
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97310 - Roura;429.403018951416
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97311 - Saint-Laurent-du-Maroni;8584.335052490234
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97312 - Sinnamary;357.21593475341797
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97313 - Montsinéry-Tonnegrande;333.0
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97314 - Ouanary;25.27000057697296
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97352 - Saül;19.124999523162842
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97353 - Maripasoula;1426.4381256103516
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97356 - Camopi;352.0291748046875
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97357 - Grand-Santi;1643.6390838623047
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97358 - Saint-Élie;27.407754957675934
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97360 - Apatou;1922.0
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97361 - Awala-Yalimapo;253.8850073814392
2020;Age : 0,1,2, ..., 65 ou +;Sexe;97362 - Papaichton;725.688793182373
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97301 - Régina;197.28508639335632
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97302 - Cayenne;10256.261749267578
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97303 - Iracoubo;241.2783784866333
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97304 - Kourou;3905.4044647216797
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97305 - Macouria;2825.907356262207
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97306 - Mana;2032.2428436279297
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97307 - Matoury;5274.448211669922
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97308 - Saint-Georges;770.5223445892334
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97309 - Remire-Montjoly;3292.2907485961914
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97310 - Roura;420.2372045516968
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97311 - Saint-Laurent-du-Maroni;9042.853637695312
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97312 - Sinnamary;350.88698959350586
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97313 - Montsinéry-Tonnegrande;350.90971517562866
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97314 - Ouanary;28.173153042793274
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97352 - Saül;20.43515682220459
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97353 - Maripasoula;1267.2942962646484
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97356 - Camopi;381.60870838165283
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97357 - Grand-Santi;1692.1782302856445
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97358 - Saint-Élie;27.164795756340027
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97360 - Apatou;1978.4122123718262
2021;Age : 0,1,2, ..., 65 ou +;Sexe;97361 - Awala-Yalimapo;260.5285243988037
