Accident_Id;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
202200000102;21;10;2022;20:45;3;973;97307;1;1;1;2;RN1 VOIE RAPIDE;4,8953090000; -52,3298120000
202200000517;3;05;2022;19:20;3;973;97307;1;1;2;6;RD6;4,7909690000; -52,3547460000
202200000520;25;03;2022;18:25;2;973;97305;1;1;1;1;Avenue de la Laitiere;4,9324870000; -52,4470140000
202200000522;5;05;2022;09:30;1;973;97307;1;1;1;1;Chemin de la Chaumiere;4,8922765735; -52,3481208086
202200000658;24;03;2022;21:37;5;973;97302;2;2;1;6;DE GAULLE (AVENUE);4,9396000000; -52,3284900000
202200000660;24;03;2022;17:48;1;973;97302;2;1;1;2;BADUEL (ROUTE DE);4,9351410896; -52,3122811317
202200000664;24;03;2022;16:30;1;973;97302;2;3;1;3;BADUEL (ROUTE DE);4,9374100000; -52,3158200000
202200000774;19;10;2022;20:38;1;973;97302;2;2;1;3;CONSTANT CHLORE(RUE);4,9342000000; -52,3204000000
202200000777;19;10;2022;16:53;1;973;97302;2;2;1;3;MANDELA  (BOULEVARD);4,9406400000; -52,3267800000
202200000937;10;10;2022;17:00;1;973;97302;2;3;1;6;CABASSOU (ROUTE DE);4,9192337946; -52,3176026344
202200000938;10;10;2022;09:40;1;973;97302;2;1;2;3;FELIX EBOUE(ROCADE);4,9306766101; -52,3136624694
202200000939;10;10;2022;09:34;1;973;97302;1;1;1;6;ROUTE NATIONALE 1;4,9215872217; -52,3297584057
202200000941;10;10;2022;22:14;1;973;97309;2;1;2;7;TIGRE (ROUTE DU);4,9147400000; -52,3101100000
202200001016;19;09;2022;15:00;1;973;97309;2;1;1;3;Route de Rémire (rd2);4,9063730000; -52,2731210000
202200001058;16;09;2022;19:05;2;973;97302;2;1;1;6;A.HENRI(RUE);4,9337500000; -52,3340000000
202200001370;7;08;2022;05:50;2;973;97302;2;2;1;3;FELIX EBOUE(ROCADE);4,9296148219; -52,3151108623
202200001491;3;05;2022;07:35;1;973;97302;2;1;8;7;MANDELA  (BOULEVARD);4,9374600000; -52,3261100000
202200001645;23;03;2022;10:30;1;973;97304;1;1;8;1;PK 048.500;5,1006260000; -52,6279770000
202200001674;4;05;2022;21:30;5;973;97311;2;9;1;3;avenue st symphorien;5,4982560000; -54,0291040000
202200001740;2;05;2022;16:14;1;973;97302;2;1;8;6;CATAYEE (JUSTIN);4,9380912639; -52,3302894831
202200001743;1;05;2022;12:50;1;973;97302;2;2;1;3;MAILLARD DUMESLE;4,9387041004; -52,3291522264
202200001748;23;03;2022;14:20;1;973;97302;2;1;2;3;;4,9053200000; -52,3199200000
202200001820;26;11;2022;13:40;1;973;97304;2;1;1;7;rue Gustave Eiffel;5,1578600000; -52,6673520000
202200002226;2;06;2022;17:15;1;973;97307;1;1;1;6;Machloc / MecaDeal (Bricolage);4,8959930000; -52,3292970000
202200002290;3;06;2022;22:11;5;973;97306;2;1;1;1;Avenue Myrella Jean Elie;5,6703490000; -53,7856370000
202200002293;3;06;2022;14:05;1;973;97306;1;9;1;6;CD8 Pk24;5,5984500000; -53,7063870000
202200002348;18;10;2022;14:25;1;973;97302;2;3;1;3;RABAN (ROUTE DE);4,9279860606; -52,3138904572
202200002352;18;10;2022;14:10;1;973;97302;2;6;1;6;BADUEL (ROUTE DE);4,9299475217; -52,3041245341
202200002358;17;10;2022;11:31;1;973;97302;2;3;1;3;ZEPHIR (ROCADE);4,9380057519; -52,3063963652
202200002611;17;09;2022;07:40;1;973;97309;1;1;1;1;TIGRE (ROUTE DU);4,9033760040; -52,3048433661
202200002743;30;06;2022;18:00;2;973;97306;1;1;2;2;CD 9 PK 17;5,5984500000; -53,7063870000
202200002744;5;07;2022;19:30;5;973;97311;2;1;1;3;Route Saint Maurice;5,4844645363; -54,0281935036
202200002802;4;07;2022;11:55;1;973;97302;2;1;1;7;RABAN (ROUTE DE);4,9345700000; -52,3139700000
202200003063;7;08;2022;09:00;1;973;97309;2;1;1;3;Avenue Gaston Monnerville;4,8875480000; -52,2822400000
202200003070;6;08;2022;10:45;1;973;97310;2;1;1;1;Route nationale 2 PK 29;4,7107082603; -52,3909664154
202200003153;4;06;2022;12:20;1;973;97302;2;1;1;7;PREVOT (ERNEST);4,9340900000; -52,3330400000
202200003154;5;08;2022;18:15;1;973;97302;2;1;1;3;UNIVERSITE CHICAGO (RUE DE);4,9341585860; -52,2990551591
202200003157;4;06;2022;10:20;1;973;97302;1;1;1;5;ROUTE NATIONALE 1;4,9053300000; -52,3233500000
202200003160;4;06;2022;08:30;1;973;97302;1;6;2;3;LEBLOND (ROND POINT);4,9211200000; -52,3294200000
202200003161;2;06;2022;09:55;1;973;97302;2;1;1;6;ESTREES (AVENUE D');4,9405800181; -52,3242598772
202200003315;21;03;2022;14:25;1;973;97304;2;9;1;3;Avenue Léopold Héder;5,1646180000; -52,6468380000
202200003643;23;11;2022;06:50;1;973;97302;1;1;3;6;ROUTE NATIONALE 1;4,8985200000; -52,3271700000
202200003687;1;05;2022;16:25;1;973;97302;2;1;1;3;MANGO (ROUTE);4,9326701305; -52,3186138272
202200003691;1;05;2022;05:30;5;973;97302;2;3;2;3;RABAN (ROUTE DE);4,9280100000; -52,3138300000
202200003805;16;12;2022;14:10;1;973;97311;1;1;2;1;Avenue Christophe Colomb;5,4576410000; -54,0409330000
202200003977;31;12;2022;15:00;1;973;97301;1;1;2;1;PK 85.000;4,2935658637; -52,1419930458
202200004148;19;10;2022;07:15;1;973;97305;2;1;1;3;Rue Chawari;4,9321134060; -52,4089640379
202200004163;16;09;2022;11:40;1;973;97311;1;1;1;1;RN1;5,4884100000; -53,9706210000
202200004216;15;09;2022;08:00;1;973;97302;1;1;1;7;ROUTE NATIONALE 1;4,9033332457; -52,3241364956
202200004513;3;07;2022;20:36;5;973;97302;2;1;2;1;RABAN (ROUTE DE);4,9266000000; -52,3138700000
202200004514;3;07;2022;20:00;5;973;97302;2;1;1;6;MADELEINE (ROUTE DE LA);4,9228685978; -52,3236228526
202200004515;3;07;2022;02:40;5;973;97302;2;1;1;7;CHARLERY (GUSTAVE);4,9427000000; -52,3177000000
202200004634;5;08;2022;12:15;1;973;97302;2;2;1;3;UNIVERSITE CHICAGO (RUE DE);4,9333007870; -52,2992107272
202200004981;13;02;2022;10:15;1;973;97305;1;7;1;7;Savane Matiti;5,0617050000; -52,5618980000
202200005045;10;02;2022;16:30;1;973;97302;2;1;1;3;MADELEINE (ROUTE DE LA);4,9144500000; -52,3209300000
202200005059;23;11;2022;20:30;3;973;97304;1;1;1;2;N1;5,1484640000; -52,6709890000
202200005144;21;03;2022;16:00;1;973;97302;2;1;1;3;MONTABO (ROUTE DE) 3;4,9444173485; -52,3100978136
202200005149;21;03;2022;08:14;1;973;97302;2;3;1;3;MONTABO (ROUTE DE) 2;4,9394850653; -52,3010869324
202200005153;21;03;2022;06:20;2;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,9289600000; -52,3003300000
202200005178;30;12;2022;11:50;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,9289300000; -52,3001900000
202200005182;26;12;2022;19:55;5;973;97302;2;1;1;1;EAU-LISETTE (CITE);4,9301929265; -52,3215776682
202200005185;30;12;2022;10:50;3;973;97309;2;1;1;7;TIGRE (ROUTE DU);4,9135434904; -52,3084187508
202200005225;22;11;2022;19:15;5;973;97302;2;1;1;6;MADELEINE (ROUTE DE LA);4,9217800000; -52,3226200000
202200005228;21;11;2022;14:15;1;973;97302;2;1;1;6;ARAGO (FRANCOIS);4,9385100000; -52,3316800000
202200005229;21;11;2022;07:15;1;973;97302;2;1;2;2;BADUEL (ROUTE DE);4,9373300000; -52,3155600000
202200005233;21;11;2022;08:00;1;973;97302;2;3;2;3;BADUEL (ROUTE DE);4,9290732382; -52,2954368591
202200005622;21;03;2022;22:00;5;973;97309;2;1;1;3;Avenue Louis Caristan;4,9120122308; -52,2694502771
202200005717;9;03;2022;18:30;5;973;97302;2;1;9;6;BECKER (LIEUTENANT);4,9382208682; -52,3286466300
202200005891;1;05;2022;16:45;1;973;97309;2;1;1;7;Avenue Gaston Monnerville;4,8875320000; -52,2823100000
202200005907;1;05;2022;19:45;2;973;97311;2;2;1;2;D11;5,4930770000; -54,0314380000
202200006266;14;09;2022;19:00;3;973;97307;1;1;1;3;Route de Stoupan;4,7899710000; -52,3540580000
202200006323;15;10;2022;12:20;1;973;97302;2;6;1;3;CATAYEE (JUSTIN);4,9244600000; -52,3243000000
202200006344;2;07;2022;18:30;1;973;97302;2;1;1;7;MERE THERESA (rue);4,9273900000; -52,3194200000
202200006345;2;07;2022;01:58;5;973;97302;1;9;2;2;ROUTE NATIONALE 1;4,9032800000; -52,3242000000
202200006477;3;07;2022;15:20;1;973;97311;1;9;1;7;Avenue Christophe Colomb;5,4645780000; -54,0430680000
202200006509;1;07;2022;15:10;1;973;97302;2;1;1;6;ESTREES (AVENUE D');4,9409198381; -52,3230864108
202200006510;1;04;2022;12:13;1;973;97302;2;1;1;3;MONTABO (ROUTE DE) 2;4,9447200000; -52,3166200000
202200006511;30;06;2022;08:00;1;973;97302;1;6;1;7;COLLERY (ZONE INDUSTRIELLE);4,9072723412; -52,3219370842
202200007146;29;04;2022;17:52;2;973;97302;2;1;1;6;MONTABO (ROUTE DE) 1;4,9441700000; -52,3093100000
202200007279;29;12;2022;13:05;1;973;97307;2;1;1;5;RN2;4,8845407141; -52,3357129097
202200007473;18;03;2022;23:30;5;973;97302;1;1;1;6;ROUTE NATIONALE 1;4,8997100000; -52,3260800000
202200007691;1;05;2022;18:45;1;973;97306;1;1;1;1;CD 8 PK 33;5,6604450000; -53,7638710000
202200007859;13;09;2022;07:20;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,9290598768; -52,3008683324
202200008103;13;09;2022;15:30;1;973;97310;1;1;2;7;PK 32 - route de l'est - RN 2;4,6926450000; -52,3783920000
202200008184;30;06;2022;20:30;5;973;97302;2;1;1;6;SOURCE DE BADUEL (CHEMIN DE LA);4,9262000000; -52,3055400000
202200008185;30;06;2022;11:15;1;973;97302;2;1;1;3;RABAN (ROUTE DE);4,9359500000; -52,3147700000
202200008186;14;10;2022;14:45;1;973;97302;2;2;1;3;DE GAULLE (AVENUE);4,9395900000; -52,3284800000
202200008187;30;06;2022;08:20;1;973;97302;2;3;1;3;MONTABO (ROUTE DE) 3;4,9439229860; -52,3081907630
202200008189;14;10;2022;15:35;1;973;97302;2;2;1;3;MANDELA  (BOULEVARD);4,9419459783; -52,3271204531
202200008193;13;10;2022;08:30;1;973;97302;2;2;1;3;DIGUE RONJON;4,9330400000; -52,3328000000
202200008195;13;10;2022;18:05;2;973;97302;2;3;2;3;MONTABO (ROUTE DE) 1;4,9428000000; -52,3060000000
202200008198;13;10;2022;11:12;1;973;97302;2;1;1;3;RABAN (ROUTE DE);4,9259537778; -52,3133338988
202200008535;9;02;2022;10:15;1;973;97302;2;1;2;3;BADUEL (ROUTE DE);4,9320900000; -52,3076900000
202200008713;2;08;2022;12:15;1;973;97302;2;1;1;3;RABAN (ROUTE DE);4,9324273986; -52,3127599061
202200008835;1;06;2022;12:52;1;973;97302;2;1;1;6;BADUEL (ROUTE DE);4,9347000000; -52,3116300000
202200009012;26;12;2022;10:22;1;973;97302;1;6;2;7;GIRATOIRE MARINGOUINS;4,9076892321; -52,3226371408
202200009137;20;11;2022;18:40;5;973;97302;2;1;1;7;FELIX EBOUE(ROCADE);4,9272700000; -52,3196100000
202200009141;20;11;2022;16:45;1;973;97302;2;9;1;7;MADELEINE (ROUTE DE LA);4,9117800000; -52,3213600000
202200009574;27;04;2022;15:15;1;973;97302;2;1;1;3;CATAYEE (JUSTIN);4,9387793688; -52,3304316401
202200009579;27;04;2022;10:30;1;973;97302;2;1;1;6;GALMOT (AVENUE);4,9318000000; -52,3289400000
202200009731;18;03;2022;23:20;5;973;97311;2;9;1;1;Avenue Gaston Monnerville;5,4948070000; -54,0209340000
202200009884;11;09;2022;12:58;1;973;97302;2;1;1;3;MANGO (ROUTE);4,9322612721; -52,3181551695
202200009885;11;09;2022;06:15;2;973;97302;2;6;1;6;MADELEINE (ROUTE DE LA);4,9249200000; -52,3240300000
202200010058;2;02;2022;07:20;1;973;97306;1;1;3;2;Chemin Départementale N9 de Mana-à-Saint-Laurent;5,6182390000; -53,8810300000
202200010086;9;02;2022;20:00;3;973;97307;1;1;2;6;RN1;4,8912900000; -52,3389210000
202200010087;10;02;2022;16:20;1;973;97309;2;1;1;3;Route de Rémire;4,9038390000; -52,2733140000
202200010181;14;10;2022;19:15;3;973;97311;1;1;1;1;D9;5,5527342913; -53,9342772961
202200010456;8;02;2022;10:55;1;973;97311;2;1;1;3;51B route de saint maurice;5,4854190000; -54,0306970000
202200010525;19;06;2022;22:45;5;973;97307;2;1;1;1;Matoury;4,8770080000; -52,3372360000
202200010695;20;11;2022;21:40;3;973;97307;1;1;1;2;Route de Stoupan;4,7951600000; -52,3584800000
202200010713;19;11;2022;21:00;3;973;97303;1;1;1;7;RN1 - PK 153;5,4808270000; -53,2681670000
202200010806;18;11;2022;17:30;1;973;97302;2;3;1;1;BADUEL (ROUTE DE);4,9307900000; -52,3054900000
202200010809;18;11;2022;15:49;1;973;97302;2;1;1;6;BADUEL (ROUTE DE);4,9306000000; -52,3056400000
202200010810;17;11;2022;13:25;1;973;97302;2;1;1;6;MADELEINE (ROUTE DE LA);4,9174400000; -52,3214000000
202200010838;14;03;2022;12:00;1;973;97302;2;2;2;3;FELIX EBOUE(ROCADE);4,9310200000; -52,3132800000
202200011018;25;12;2022;03:30;1;973;97306;1;1;2;6;RN1 PK211;5,4102620000; -53,7102700000
202200011356;24;12;2022;17:57;1;973;97302;2;3;1;3;RABAN (ROUTE DE);4,9335390646; -52,3133178055
202200011358;23;12;2022;13:30;1;973;97302;2;1;2;7;CABASSOU (ROUTE DE);4,9202626404; -52,3204082251
202200011496;24;12;2022;16:20;1;973;97353;2;1;2;1;Avenue Léonard Domerger;3,6424590840; -54,0316669643
202200011857;11;09;2022;06:00;2;973;97305;1;1;2;1;N1;4,9151270000; -52,3746690000
202200011883;23;04;2022;17:34;1;973;97306;1;1;1;2;CD8 PK27;5,5984500000; -53,7063870000
202200012173;13;10;2022;19:30;3;973;97311;1;1;2;6;Avenue Jean Galmot;5,4919820000; -53,9715810000
202200012177;13;10;2022;17:45;1;973;97310;1;1;2;3;RN 2 PK 31-600;4,7039360000; -52,3852590000
202200012389;27;09;2022;15:05;1;973;97302;2;1;1;6;REPUBLIQUE (BD DE LA);4,9409300819; -52,3228946328
202200012391;12;10;2022;07:35;1;973;97302;1;1;1;2;ROUTE NATIONALE 1;4,9186100000; -52,3308100000
202200012459;31;07;2022;14:00;1;973;97302;2;2;7;3;;4,9361400000; -52,3335700000
202200012571;20;11;2022;01:10;5;973;97311;2;3;1;2;Rue du Lt Colonel Tourtet;5,4981870000; -54,0306710000
202200012634;30;07;2022;14:50;1;973;97302;2;1;1;3;;4,9189100000; -52,3165300000
202200012636;30;07;2022;19:15;2;973;97302;2;2;1;2;;4,9440200000; -52,3083800000
202200012638;30;07;2022;15:20;1;973;97302;2;1;1;2;;4,9230872823; -52,3125278950
202200012653;17;11;2022;16:00;1;973;97302;2;3;1;3;MADELEINE (ROUTE DE LA);4,9149651801; -52,3209889233
202200012770;31;05;2022;13:30;1;973;97309;2;1;2;3;Route de Degrad des Cannes;4,8901460000; -52,2876750000
202200012779;30;05;2022;17:00;1;973;97304;1;2;1;3;Savanes du Matiti;5,0699450000; -52,5952970000
202200012793;30;05;2022;08:05;1;973;97302;2;3;3;3;MONTABO (ROUTE DE) 3;4,9366300000; -52,2970000000
202200012835;25;12;2022;00:15;3;973;97305;1;9;3;6;Avenue Henry Kong;5,0577153910; -52,5627565384
202200012925;18;03;2022;16:40;1;973;97304;2;1;1;3;Avenue de Pariacabo;5,1559100000; -52,6702110000
202200012955;23;12;2022;07:50;1;973;97302;1;6;1;3;MARINGOUINS (ROND-POINT);4,9078032534; -52,3225325346
202200013010;16;03;2022;18:05;2;973;97302;2;3;2;3;ZEPHIR (ROCADE);4,9380900000; -52,3064600000
202200013259;9;09;2022;17:25;1;973;97302;2;2;1;3;BECKER (LIEUTENANT);4,9383331028; -52,3281893134
202200013263;9;09;2022;17:20;1;973;97302;2;1;7;3;THEMIRE (CITE);4,9348858882; -52,3211377859
202200013267;9;09;2022;12:15;1;973;97302;2;1;1;2;MADELEINE (ROUTE DE LA);4,9194500000; -52,3218300000
202200013614;25;04;2022;09:20;1;973;97302;2;2;1;7;BARRAT (DU DOCTEUR);4,9376289639; -52,3280417919
202200013744;9;09;2022;19:00;3;973;97306;1;1;1;4;Avenue Eugene Lesperant;5,6020620000; -53,8863950000
202200013791;5;02;2022;18:55;5;973;97302;2;9;1;6;DE GAULLE (AVENUE);4,9389851321; -52,3308742046
202200013792;5;02;2022;16:45;1;973;97302;2;1;1;3;RABAN (ROUTE DE);4,9333702661; -52,3131850362
202200014261;11;10;2022;07:55;1;973;97302;2;3;1;3;RABAN (ROUTE DE);4,9202470518; -52,3126861453
202200014263;11;10;2022;06:45;2;973;97302;2;6;1;7;BADUEL (ROND POINT DE);4,9295000000; -52,3032300000
202200014626;17;11;2022;19:50;5;973;97307;2;1;1;6;avenue Raoul Roumillac;4,8455950000; -52,3271270000
202200014724;15;11;2022;22:32;5;973;97302;2;1;1;6;MONTABO (ROUTE DE) 2;4,9437000000; -52,3074200000
202200014956;5;02;2022;20:05;3;973;97311;1;1;1;6;Avenue Christophe Colomb;5,4200030000; -54,0529490000
202200015008;23;12;2022;22:25;5;973;97309;2;1;1;7;Route de Rémire;4,8915190000; -52,2746180000
202200015071;4;02;2022;16:45;1;973;97302;2;2;1;3;HENRI QUINTRIE(RUE);4,9329084081; -52,3332962394
202200015074;16;03;2022;17:20;1;973;97305;1;1;8;2;RN1 PK 32;5,0407800000; -52,5108080000
202200015075;4;02;2022;07:50;2;973;97302;1;1;1;2;ROUTE NATIONALE 1;4,9013000000; -52,3249900000
202200015079;4;02;2022;08:30;1;973;97302;2;1;1;1;MONTABO (ROUTE DE) 1;4,9375800000; -52,2983400000
202200015275;20;12;2022;13:10;1;973;97353;1;1;1;7;piste sophie;3,6616550000; -54,0229670000
202200015649;19;12;2022;23:40;5;973;97302;2;1;1;7;FELIX EBOUE (Rue);4,9302561706; -52,3196491599
202200015652;19;12;2022;14:00;1;973;97302;2;1;2;6;MONNERVILLE (AVENUE GASTON);4,9366362203; -52,3340432346
202200015655;19;12;2022;09:30;1;973;97302;1;6;2;3;MARINGOUINS (ROND-POINT);4,9078085981; -52,3225057125
202200015659;18;12;2022;20:30;5;973;97302;2;1;1;3;MONTABO (ROUTE DE) 1;4,9403400000; -52,3018400000
202200015662;16;12;2022;13:20;1;973;97302;2;3;1;3;BOULEVARD DES CITES;4,9192462653; -52,3175945878
202200015681;8;09;2022;07:05;1;973;97305;2;1;1;3;Route Nationale 1;5,0112180000; -52,4703060000
202200015718;7;09;2022;00:45;4;973;97302;2;1;1;6;MONTABO (ROUTE DE) 1;4,9327200000; -52,2904900000
202200015790;27;06;2022;11:50;1;973;97302;2;3;1;3;CABASSOU (ROUTE DE);4,9175300000; -52,3129500000
202200015837;23;04;2022;20:45;5;973;97302;2;3;1;3;HEDER (place);4,9418805084; -52,3300708830
202200016091;22;04;2022;12:07;1;973;97302;2;1;1;3;MONTABO (ROUTE DE) 3;4,9346957120; -52,2917944193
202200016502;28;07;2022;15:05;1;973;97302;1;1;1;3;;4,9043380654; -52,3178708553
202200016552;15;11;2022;11:00;1;973;97302;2;3;1;5;MANGO (ROUTE);4,9311100000; -52,3166900000
202200016553;15;11;2022;08:02;1;973;97302;2;1;2;6;14 ET 22 JUIN 1962;4,9339400000; -52,3271200000
202200016757;27;05;2022;15:39;1;973;97309;2;1;1;1;Rue du Shaman Vingt Sols;4,8871421000; -52,2980710000
202200016760;26;05;2022;02:30;5;973;97309;1;1;1;3;Remire-Montjoly;4,8899480000; -52,2874920000
202200016907;13;03;2022;14:45;1;973;97302;2;9;3;3;BADUEL (ROUTE DE);4,9292193233; -52,3024964333
202200016988;28;05;2022;11:50;1;973;97302;1;9;1;3;CRIQUE FOUILLEE (ROND POINT);4,8970500000; -52,3282700000
202200016995;27;05;2022;16:20;1;973;97302;2;1;1;3;MADELEINE (ROUTE DE LA);4,9142800000; -52,3208300000
202200017084;4;02;2022;15:55;1;973;97309;2;9;1;3;D2 (rd2);4,9063140000; -52,2730240000
202200017087;4;02;2022;15:15;1;973;97309;2;1;1;3;Avenue des Plages;4,9073960000; -52,2678590000
202200017177;1;02;2022;09:55;1;973;97302;2;1;2;7;BECKER (LIEUTENANT);4,9386907392; -52,3267221451
202200017180;31;01;2022;10:50;1;973;97302;1;6;1;3;MARINGOUINS (ROND-POINT);4,9069600000; -52,3223400000
202200017302;12;03;2022;00:55;5;973;97302;2;1;1;3;RABAN (ROUTE DE);4,9321410196; -52,3127773404
202200017485;8;09;2022;14:27;1;973;97310;1;1;1;7;Route Nationale 2 PK 48;4,5929370000; -52,4075320000
202200017563;6;09;2022;21:50;5;973;97302;2;1;1;7;RABAN (ROUTE DE);4,9364800000; -52,3150000000
202200017565;5;09;2022;22:50;5;973;97302;2;2;1;7;RABAN (ROUTE DE);4,9310725531; -52,3132333159
202200017845;21;04;2022;20:30;5;973;97302;2;1;1;3;MONTABO (ROUTE DE) 2;4,9445400000; -52,3106400000
202200017847;21;04;2022;18:35;2;973;97302;2;1;2;3;RABAN (ROUTE DE);4,9242100000; -52,3124100000
202200017899;24;06;2022;23:20;3;973;97302;1;1;1;2;ROUTE NATIONALE 1;4,9049153005; -52,3234283924
202200018036;9;10;2022;16:50;1;973;97302;2;1;1;3;SACCHARIN(RUE);4,9339759809; -52,3339587450
202200018100;8;10;2022;21:00;3;973;97353;2;1;1;7;route abdalah;3,6430078259; -54,0357533097
202200018158;8;10;2022;09:20;1;973;97302;2;6;1;3;MADELEINE (ROUTE DE LA);4,9240500000; -52,3243000000
202200018159;2;10;2022;03:45;5;973;97302;2;1;1;7;ZEPHIR (ROCADE);4,9406400000; -52,3047600000
202200018260;14;11;2022;09:55;1;973;97302;2;1;1;2;GALMOT (AVENUE);4,9320813387; -52,3279787600
202200018261;13;11;2022;22:00;5;973;97302;2;2;1;3;MANDELA  (BOULEVARD);4,9400299810; -52,3266470432
202200018537;26;07;2022;17:29;1;973;97302;2;2;1;3;;4,9335550982; -52,3133312166
202200018960;12;03;2022;19:30;3;973;97361;2;1;1;6;Avenue du 31 Decembre 1988;5,7411530000; -53,9211340000
202200019066;11;03;2022;12:13;1;973;97302;2;1;1;6;BADUEL (ROUTE DE);4,9431614001; -52,3066189885
202200019433;6;09;2022;07:30;1;973;97305;1;3;1;3;RN1 - PK 15,5;4,9376470000; -52,4092750000
202200019436;11;03;2022;17:55;1;973;97304;2;6;1;6;Avenue de Pariacabo;5,1555700000; -52,6527580000
202200019438;11;03;2022;20:15;3;973;97305;1;1;1;6;pk 14 RN1;4,9304660000; -52,3968990000
202200019484;4;09;2022;22:20;3;973;97302;2;3;1;1;ZEPHIR (ROCADE);4,9380431634; -52,3063856363
202200019641;23;04;2022;14:30;1;973;97311;2;1;2;3;Avenue Gaston Monnerville;5,4950200000; -54,0210200000
202200019745;24;06;2022;16:30;1;973;97302;2;1;1;6;NOVAPARC (RESIDENCE) RTE DE RABAN;4,9231727970; -52,3125815392
202200019747;24;06;2022;11:23;1;973;97302;2;1;1;6;RABAN (ROUTE DE);4,9271897165; -52,3140648007
202200019967;19;04;2022;14:50;1;973;97302;2;1;2;3;MADELEINE (ROUTE DE LA);4,9200586530; -52,3218566179
202200020060;6;10;2022;11:35;1;973;97302;2;1;1;1;MANGUES (RUE DES - CITE MANGUIERS);4,9271295898; -52,3228141665
202200020061;7;10;2022;08:05;1;973;97302;2;1;1;7;BADUEL (ROUTE DE);4,9351713753; -52,3123723269
202200020433;15;11;2022;06:45;1;973;97307;1;3;1;1;N4 - la matouriene;4,8663180000; -52,3112300000
202200020439;14;11;2022;07:40;1;973;97309;2;1;1;3;Route de Rémire;4,8970990000; -52,2739980000
202200020544;31;01;2022;12:50;1;973;97304;2;1;1;1;Avenue des Roches;5,1575820000; -52,6426540000
202200020705;25;05;2022;12:50;1;973;97306;1;1;1;1;RD9 PK 18;5,5984500000; -53,7063870000
202200020707;24;05;2022;14:25;1;973;97304;1;1;1;1;Avenue de Pariacabo;5,1561870000; -52,6681460000
202200020755;2;03;2022;16:50;1;973;97302;2;1;2;7;ARON (ANDRE);4,9426400000; -52,3199100000
202200020756;27;03;2022;20:10;5;973;97302;2;9;1;7;GALMOT (ROND-POINT);4,9326400000; -52,3263300000
202200020758;27;03;2022;19:15;3;973;97302;1;1;1;7;;4,9026700000; -52,3140600000
202200020761;22;02;2022;08:55;1;973;97302;1;3;3;3;TIGRE (ROUTE DU);4,9059700000; -52,3048800000
202200020763;7;02;2022;08:15;1;973;97302;2;3;1;3;MONTABO (ROUTE DE) 2;4,9395164642; -52,3010426760
202200020766;24;05;2022;13:20;1;973;97302;2;2;1;3;FELIX EBOUE (Rue);4,9383700000; -52,3281900000
202200020768;23;05;2022;21:35;5;973;97302;2;1;1;3;MONTABO (ROUTE DE) 1;4,9423811077; -52,3054683208
202200020770;23;05;2022;18:40;5;973;97302;2;9;1;2;ZEPHIR (ROCADE);4,9367693881; -52,3071956635
202200021007;10;03;2022;07:26;1;973;97302;2;1;1;3;MONTABO (ROUTE DE) 1;4,9319806829; -52,3074102402
202200021340;4;09;2022;17:30;1;973;97302;2;9;1;3;MADELEINE (ROUTE DE LA);4,9213039557; -52,3222374916
202200021342;3;09;2022;22:25;5;973;97302;2;2;1;3;DE GAULLE (AVENUE);4,9387887217; -52,3317177594
202200021654;22;06;2022;19:18;3;973;97302;1;1;1;3;ROUTE NATIONALE 3;4,9055566730; -52,3204243183
202200021735;18;04;2022;09:05;1;973;97302;2;2;1;3;BADUEL (ROUTE DE);4,9392400000; -52,3183600000
202200021975;7;10;2022;15:20;1;973;97311;2;1;1;6;37 Rue du Lt Colonel Tourtet;5,4968915971; -54,0316079557
202200022006;4;10;2022;18:15;5;973;97302;2;1;1;7;PETIT MONACO (ROND-POINT);4,9412908343; -52,3213389516
202200022228;27;01;2022;06:25;3;973;97305;1;1;3;1;Route Nationale 1;4,9613250000; -52,4331520000
202200022271;28;01;2022;23:40;5;973;97302;2;2;1;3;VOLTAIRE(AVENUE);4,9423588389; -52,3224440217
202200022409;12;11;2022;09:50;1;973;97302;1;6;3;5;MARINGOUINS (ROND-POINT);4,9077790000; -52,3220950000
202200022473;28;01;2022;16:30;1;973;97311;2;1;1;3;2800 avenue christophe colomb;5,4663280000; -54,0232550000
202200022685;24;07;2022;15:40;1;973;97302;2;2;1;1;;4,9327881559; -52,3337025940
202200022687;23;07;2022;13:19;1;973;97302;1;1;1;7;;4,9060000000; -52,3215100000
202200022856;16;12;2022;21:00;5;973;97302;2;1;3;3;MONTABO (ROUTE DE) 1;4,9443051148; -52,3096445203
202200022857;16;12;2022;17:00;1;973;97302;2;1;1;3;SOURCE DE BADUEL (CHEMIN DE LA);4,9261200000; -52,3087000000
202200022859;16;12;2022;14:00;1;973;97302;2;1;1;3;TIGRE (ROUTE DU);4,9192000000; -52,3172600000
202200022861;15;12;2022;18:40;1;973;97302;2;2;1;6;DE GAULLE (AVENUE);4,9390893498; -52,3305134475
202200022862;15;12;2022;12:40;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,9322900000; -52,3082100000
202200023266;3;09;2022;23:45;4;973;97307;1;9;1;5;PK 8 RN2;4,8340610000; -52,3395470000
