Num_Acc;id_usager;id_vehicule;num_veh;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;locp;actp;etatp
202200003063;1 092 475;808 540;B01;1;1;1;2;1964;5;1; -1; -1;0;0; -1
202200003070;1 092 459;808 530;A01;2;2;1;2;1963;5;1; -1; -1;0;0; -1
202200003070;1 092 460;808 530;A01;1;1;4;1;1966;5;8;1; -1;0;0; -1
202200003070;1 092 461;808 531;B01;1;1;3;1;1998;5;8; -1; -1;0;0; -1
202200003070;1 092 462;808 531;B01;2;2;4;2;1999;5;8; -1; -1;0;0; -1
202200003153;1 092 256;808 379;A01;1;1;4;1;1997;0;2;8; -1; -1; -1; -1
202200003154;1 092 255;808 380;B01;1;1;4;1;2001;0;2;8; -1; -1; -1; -1
202200003154;1 092 258;808 382;A01;1;1;4;1;2002;0;1;8; -1; -1; -1; -1
202200003157;1 092 247;808 372;A01;1;1;1;2;1982;9;1;0; -1; -1; -1; -1
202200003157;1 092 250;808 374;B01;1;1;4;2;1994;4;1;0; -1; -1; -1; -1
202200003157;1 092 251;808 376;C01;1;1;1;2;1962;9;1;0; -1; -1; -1; -1
202200003160;1 092 243;808 369;B01;1;1;1;2;1965;9;1;0; -1; -1; -1; -1
202200003160;1 092 244;808 371;A01;1;1;4;2;1985;0;1;0; -1; -1; -1; -1
202200003161;1 092 236;808 364;A01;10;3;4;2;1958;0;8;8; -1;2;3;1
202200003161;1 092 237;808 364;A01;1;1;1; -1;; -1; -1; -1; -1; -1; -1; -1
202200003315;1 091 869;808 092;B01;1;1;4;2;1959;0;1; -1; -1;0;0; -1
202200003315;1 091 870;808 093;A01;1;1;1;1;1953;0;1; -1; -1;0;0; -1
202200003643;1 091 087;807 498;B01;1;1;4;1;1998;1;8;0; -1;0;0; -1
202200003643;1 091 090;807 502;A01;2;2;4;1;1970;1;2;8; -1; -1; -1; -1
202200003643;1 091 094;807 502;A01;1;1;4;1;1959;1;2;8; -1;0;0; -1
202200003687;1 090 979;807 413;A01;1;1;4;1;1970;0;2;7; -1; -1; -1; -1
202200003687;1 090 980;807 416;B01;1;1;1;1;1967;0;1;0; -1; -1; -1; -1
202200003691;1 090 966;807 405;B01;2;2;4;2;2000;0;2;8; -1; -1; -1; -1
202200003691;1 090 968;807 405;B01;1;1;4;1;1995;0;2;8; -1; -1; -1; -1
202200003691;1 090 972;807 409;A01;1;1;1;1;1990;0;8;0; -1; -1; -1; -1
202200003805;1 090 699;807 219;A01;1;1;1;1;1989;0;1; -1; -1;0;0; -1
202200003805;1 090 700;807 220;B01;1;1;4;1;1972;0;2; -1; -1;0;0; -1
202200003977;1 090 254;806 903;A01;2;2;3;1;1996;5;0; -1; -1;0;0; -1
202200003977;1 090 255;806 903;A01;1;1;1;1;2001;5;1; -1; -1;0;0; -1
202200003977;1 090 256;806 904;B01;1;1;1;1;2002;5;1; -1; -1;0;0; -1
202200003977;1 090 257;806 904;B01;2;2;1;1;2002;5;1; -1; -1;0;0; -1
202200003977;1 090 259;806 904;B01;4;2;1;1;2002;5;1; -1; -1;0;0; -1
202200003977;1 090 260;806 904;B01;3;2;1;2;2004;5;1; -1; -1;0;0; -1
202200004148;1 089 850;806 604;A01;1;1;3;1;1980;0;2; -1; -1;0;0; -1
202200004148;1 089 851;806 605;B01;1;1;1;1;1955;0;1; -1; -1;0;0; -1
202200004163;1 089 811;806 577;B01;1;1;3;1;1975;4;1; -1; -1;0;0; -1
202200004163;1 089 814;806 579;A01;1;1;3;1;2003;4;8; -1; -1;0;0; -1
202200004216;1 089 686;806 476;A01;1;1;4;2;1975;0;2;8; -1; -1; -1; -1
202200004513;1 088 991;805 933;B01;1;1;3;1;1986;9;2;0; -1; -1; -1; -1
202200004513;1 088 992;805 934;A01;1;1;1;1;2000;5;8;0; -1; -1; -1; -1
202200004514;1 088 990;805 932;A01;1;1;4;1;2002;9;2;8; -1; -1; -1; -1
202200004515;1 088 987;805 931;A01;1;1;4;1;1998;5;1;5; -1; -1; -1; -1
202200004515;1 088 988;805 931;A01;2;2;4;1;1995;5;1;5; -1; -1; -1; -1
202200004515;1 088 989;805 931;A01;4;2;4;1;2003;5;1;5; -1; -1; -1; -1
202200004634;1 088 711;805 724;A01;1;1;1;1;1952;5;1;0; -1; -1; -1; -1
202200004634;1 088 712;805 725;B01;1;1;4;1;2002;5;2;0; -1; -1; -1; -1
202200004981;1 087 900;805 133;A01;2;2;2;2;1992;5;2; -1; -1;0;0; -1
202200004981;1 087 901;805 133;A01;1;1;3;1;1982;5;2; -1; -1;0;0; -1
202200005045;1 087 760;805 019;A01;2;2;4;2;1982;0;2;0; -1; -1; -1; -1
202200005045;1 087 761;805 019;A01;1;1;4;1;1989;0;2;0; -1; -1; -1; -1
202200005045;1 087 763;805 021;B01;1;1;1;1;1995;0;1;0; -1; -1; -1; -1
202200005059;1 087 712;804 988;A01;1;1;3;1;1958;9;2; -1; -1;0;0; -1
202200005059;1 087 715;804 989;B01;1;1;1;1;1993;5;1; -1; -1;0;0; -1
202200005144;1 087 520;804 827;B01;1;1;4;2;1987;2;2;0; -1; -1; -1; -1
202200005144;1 087 525;804 831;A01;1;1;1;1;1981;2;2;0; -1; -1; -1; -1
202200005149;1 087 502;804 818;A01;1;1;4;2;1982;1;1;8; -1; -1; -1; -1
202200005149;1 087 507;804 821;B01;1;1;4;2;1972;9;2;8; -1; -1; -1; -1
202200005149;1 087 511;804 821;B01;2;2;4;1;2010;0;2;0; -1; -1; -1; -1
202200005153;1 087 490;804 809;B01;1;1;4;1;1970;9;2;0; -1; -1; -1; -1
202200005153;1 087 493;804 812;A01;1;1;1;2;1991;9;1;0; -1; -1; -1; -1
202200005178;1 087 430;804 766;B01;1;1;1;1;1987;0;1;0; -1;0;0; -1
202200005178;1 087 432;804 768;A01;1;1;4;1;1971;0;2;0; -1;0;0; -1
202200005182;1 087 421;804 758;B01;1;1;4;1;2004;0;8;0; -1;0;0; -1
202200005182;1 087 424;804 760;A01;1;1;4;1;2003;0;8;0; -1;0;0; -1
202200005185;1 087 415;804 753;A01;1;1;4;2;1999;0;1;0; -1;0;0; -1
202200005225;1 087 323;804 685;A01;1;1;1;1;1962;5;1;0; -1;0;0; -1
202200005225;1 087 325;804 685;A01;10;3;4;1;1995;5;0; -1; -1;2;3;1
202200005228;1 087 316;804 682;A01;1;1;1;1;1957;4;1;0; -1;0;0; -1
202200005228;1 087 317;804 682;A01;10;3;3;1;1983;5;0; -1; -1;2;3;1
202200005229;1 087 309;804 675;B01;1;1;4;1;2006;2;8;0; -1;0;0; -1
202200005229;1 087 311;804 678;A01;1;1;1;1;2006;2;8;0; -1;0;0; -1
202200005233;1 087 301;804 670;A01;1;1;4;2;2007;0;8;0; -1;0;0; -1
202200005233;1 087 303;804 672;B01;1;1;4;1;1993;0;2;0; -1;0;0; -1
202200005233;1 087 304;804 672;B01;2;2;4;1;2017;0;2;0; -1;0;0; -1
202200005622;1 086 417;803 984;B01;1;1;1;1;1995;5;1; -1; -1;0;0; -1
202200005622;1 086 418;803 986;A01;1;1;4;1;2004;5;2; -1; -1;0;0; -1
202200005622;1 086 420;803 986;A01;2;2;1;2;2006;5;2; -1; -1;0;0; -1
202200005717;1 086 190;803 814;A01;1;1;1;1;1983;0;8;0; -1; -1; -1; -1
202200005717;1 086 193;803 814;A01;10;3;4;1;2015;0;0; -1; -1;2;3;1
202200005891;1 085 743;803 514;A01;2;2;1;1;2002;0;2; -1; -1;0;0; -1
202200005891;1 085 744;803 514;A01;1;1;3;1;1979;5;2; -1; -1;0;0; -1
202200005907;1 085 699;803 487;B01;1;1;4;1;2004;5;0; -1; -1;0;0; -1
202200005907;1 085 702;803 488;A01;1;1;4;1;1994;0;0; -1; -1;0;0; -1
202200006266;1 084 887;802 853;A01;2;2;1;1;2000;0;1; -1; -1;0;0; -1
202200006266;1 084 889;802 853;A01;9;2;4;1;1995;0;1; -1; -1;0;0; -1
202200006266;1 084 890;802 853;A01;1;1;1;2;1996;0;1; -1; -1;0;0; -1
202200006266;1 084 892;802 856;B01;1;1;3;1;1982;0;2;6; -1;0;0; -1
202200006323;1 084 727;802 729;A01;1;1;1;1;1999;0;1;0; -1;0;0; -1
202200006323;1 084 728;802 730;B01;1;1;3;2;1957;9;2;0; -1;0;0; -1
202200006344;1 084 669;802 691;A01;1;1;4;2;1985;0;8;0; -1; -1; -1; -1
202200006345;1 084 667;802 689;Z01;1;1;1; -1;; -1; -1; -1; -1; -1; -1; -1
202200006345;1 084 668;802 690;B01;1;1;4;2;2004;5;2;0; -1; -1; -1; -1
202200006477;1 084 362;802 467;A01;1;1;4;1;2001;5;8; -1; -1;0;0; -1
202200006509;1 084 285;802 408;A01;1;1;1;1;1965;0;1;0; -1;0;0; -1
202200006509;1 084 286;802 408;A01;10;3;3;1;1990;9;8;8; -1; -1;3;1
202200006510;1 084 283;802 406;A01;1;1;1;2;1993;0;1;8; -1; -1; -1; -1
202200006510;1 084 284;802 407;B01;1;1;4;2;1979;0;8;0; -1; -1; -1; -1
202200006511;1 084 282;802 405;A01;1;1;4;1;2004;1;2;0; -1; -1; -1; -1
202200007146;1 082 774;801 250;A01;1;1;4;2;1971;0;1;8; -1; -1; -1; -1
202200007146;1 082 776;801 250;A01;10;3;4;1;1975;0;0; -1; -1;0;2;1
202200007279;1 082 464;801 015;C01;1;1;1;2;1950;9;1; -1; -1;0;0; -1
202200007279;1 082 467;801 017;B01;1;1;4;1;1968;5;1; -1; -1;0;0; -1
202200007279;1 082 468;801 017;B01;2;2;3;2;1975;5;1; -1; -1;0;0; -1
202200007279;1 082 471;801 020;D01;1;1;1;1;1964;4;1; -1; -1;0;0; -1
202200007279;1 082 475;801 022;A01;1;1;1;1;2001;0;1; -1; -1;0;0; -1
202200007473;1 082 012;800 664;A01;1;1;3;1;1988;5;8;0; -1; -1; -1; -1
202200007691;1 081 490;800 278;B01;2;2;3;2;1995;9;1; -1; -1;0;0; -1
202200007691;1 081 493;800 278;B01;1;1;4;1;1986;5;1; -1; -1;0;0; -1
202200007691;1 081 496;800 282;A01;1;1;4;1;1999;5;1; -1; -1;0;0; -1
202200007859;1 081 109;799 981;B01;1;1;1;1;1999;9;1;8; -1; -1; -1; -1
202200007859;1 081 110;799 982;A01;1;1;3;1;1977;9;2;8; -1; -1; -1; -1
202200008103;1 080 534;799 543;A01;1;1;3;1;1990;4;2; -1; -1;0;0; -1
202200008184;1 080 340;799 401;A01;1;1;1;1;1996;9;1;8; -1; -1; -1; -1
202200008184;1 080 341;799 401;A01;10;3;3;2;2011;0;0; -1; -1;1;3;1
202200008185;1 080 337;799 398;B01;1;1;4;2;1980;0;2;8; -1; -1; -1; -1
202200008185;1 080 338;799 400;A01;1;1;1;1;1995;0;1;8; -1; -1; -1; -1
202200008186;1 080 336;799 397;B01;1;1;1;2;1969;1;1;0; -1;0;0; -1
202200008186;1 080 339;799 399;A01;1;1;4;2;2004;9;2;0; -1;0;0; -1
202200008187;1 080 333;799 395;A01;1;1;1;2;1989;0;1;8; -1; -1; -1; -1
202200008187;1 080 334;799 396;B01;1;1;4;1;1996;0;2;8; -1; -1; -1; -1
202200008187;1 080 335;799 396;B01;2;2;4;1;1970;0;2;8; -1; -1; -1; -1
202200008189;1 080 329;799 392;B01;1;1;4;2;1955;9;1;8; -1;0;0; -1
202200008189;1 080 332;799 394;A01;1;1;1;1;1946;9;1;8; -1;0;0; -1
202200008193;1 080 321;799 387;A01;1;1;4;1;1979;9;2;8; -1;0;0; -1
202200008193;1 080 322;799 387;A01;2;2;4;2;1992;9;8;0; -1;0;0; -1
202200008193;1 080 326;799 389;B01;1;1;1;1;1997;9;1;8; -1;0;0; -1
202200008195;1 080 313;799 381;B01;1;1;1;1;1975;9;2;0; -1;0;0; -1
202200008195;1 080 316;799 381;B01;2;2;4;1;1981;9;2;0; -1;0;0; -1
202200008195;1 080 318;799 384;A01;1;1;1;2;1982;5;1;0; -1;0;0; -1
202200008198;1 080 305;799 376;A01;1;1;1;1;1962;0;1;0; -1;0;0; -1
202200008198;1 080 307;799 378;B01;1;1;4;2;1986;0;2;0; -1;0;0; -1
202200008198;1 080 309;799 378;B01;2;2;1;2;1984;0;2;0; -1;0;0; -1
202200008535;1 079 528;798 770;B01;1;1;1;1;1967;0;1;8; -1; -1; -1; -1
202200008535;1 079 529;798 771;A01;1;1;4;1;1987;0;2;8; -1; -1; -1; -1
202200008713;1 079 150;798 472;B01;1;1;4;1;1985;0;2;6; -1; -1; -1; -1
202200008713;1 079 151;798 473;A01;1;1;4;1;1984;0;2;6; -1; -1; -1; -1
202200008835;1 078 870;798 259;Z01;10;3;4;1;2004;2;8;8; -1;2;7;1
202200008835;1 078 871;798 259;Z01;1;1;1; -1;; -1; -1; -1; -1; -1; -1; -1
202200009012;1 078 442;797 926;A01;2;2;3;2;1986;9;2;0; -1;0;0; -1
202200009012;1 078 444;797 926;A01;1;1;1;1;1987;9;2;0; -1;0;0; -1
202200009137;1 078 160;797 708;A01;1;1;4;1;1977;0;2;0; -1;0;0; -1
202200009141;1 078 154;797 702;A01;1;1;3;1;1972;0;2;0; -1;0;0; -1
202200009574;1 077 109;796 922;A01;1;1;4;2;2005;5;2;0; -1; -1; -1; -1
202200009574;1 077 113;796 924;B01;1;1;1;1;2001;4;1;0; -1; -1; -1; -1
202200009579;1 077 102;796 916;A01;1;1;4;1;1999;0;1;0; -1;0;0; -1
202200009579;1 077 104;796 916;A01;10;3;4;1;2019;3;0; -1; -1;1;1;2
202200009731;1 076 717;796 642;A01;1;1;1;2;2000;5;1; -1; -1;0;0; -1
202200009731;1 076 719;796 643;B01;1;1;3;1;1969;0;2; -1; -1;0;0; -1
202200009884;1 076 379;796 385;B01;1;1;4;1;2007;5;8;0; -1; -1; -1; -1
202200009884;1 076 380;796 386;A01;1;1;1;2;1976;9;1;0; -1; -1; -1; -1
202200009885;1 076 375;796 384;A01;2;2;1;1;1999;5;1;8; -1; -1; -1; -1
202200009885;1 076 376;796 384;A01;3;2;4;1;1997;5;1;8; -1; -1; -1; -1
202200009885;1 076 377;796 384;A01;2;2;4;1;1994;5;1;8; -1; -1; -1; -1
202200009885;1 076 378;796 384;A01;1;1;1;1;2000;5;1;7; -1; -1; -1; -1
202200010058;1 075 995;796 101;A01;1;1;3;1;1992;0;1; -1; -1;0;0; -1
202200010058;1 075 996;796 102;B01;1;1;1;1;1963;4;1; -1; -1;0;0; -1
202200010086;1 075 924;796 050;A01;1;1;1;1;1990;5;8; -1; -1;0;0; -1
202200010086;1 075 925;796 050;A01;10;3;2;1;1957;0;0; -1; -1;1;3;1
202200010087;1 075 922;796 048;B01;1;1;3;1;1990;1;2; -1; -1;0;0; -1
202200010087;1 075 923;796 049;A01;1;1;1;1;1977;0;1; -1; -1;0;0; -1
202200010181;1 075 683;795 869;B01;2;2;3;1;1997;0;1; -1; -1;0;0; -1
202200010181;1 075 685;795 869;B01;1;1;3;1;1997;0;0; -1; -1;0;0; -1
202200010181;1 075 688;795 872;A01;1;1;2;1;2001;0;0; -1; -1;0;0; -1
202200010181;1 075 689;795 872;A01;2;2;3;1;2000;0;0; -1; -1;0;0; -1
202200010456;1 075 045;795 380;B01;1;1;1; -1;; -1; -1; -1; -1; -1; -1; -1
202200010456;1 075 046;795 381;A01;1;1;4;1;2001;5;1; -1; -1;0;0; -1
202200010456;1 075 047;795 381;A01;2;2;4;1;2003;5;1; -1; -1;0;0; -1
202200010525;1 074 891;795 255;B01;1;1;3;1;1995;0;2; -1; -1;0;0; -1
202200010525;1 074 892;795 256;A01;1;1;2;2;1978;0;2; -1; -1;0;0; -1
202200010695;1 074 492;794 952;A01;10;3;3;1;1979;0;0; -1; -1;1;B;2
202200010695;1 074 494;794 952;A01;10;3;3;1;1979;0;0; -1; -1;1;B;2
202200010695;1 074 496;794 954;B01;1;1;1;1;2000;0;1; -1; -1;0;0; -1
202200010713;1 074 452;794 923;A01;2;2;1;1;2000;0;1; -1; -1;0;0; -1
202200010713;1 074 453;794 923;A01;9;2;1;1;2003;0;1; -1; -1;0;0; -1
202200010713;1 074 455;794 923;A01;7;2;3;1;2004;0;0; -1; -1;0;0; -1
202200010713;1 074 456;794 923;A01;1;1;1;1;2003;5;1; -1; -1;0;0; -1
202200010806;1 074 212;794 749;B01;1;1;3;1;1993;9;2;0; -1;0;0; -1
202200010806;1 074 214;794 750;A01;1;1;1;1;1996;1;1;0; -1;0;0; -1
202200010809;1 074 204;794 744;A01;1;1;1;1;2007;9;2;8; -1;0;0; -1
202200010809;1 074 205;794 744;A01;2;2;4;2;2008;0;2;0; -1;0;0; -1
202200010809;1 074 207;794 746;Z01;1;1;1; -1;; -1; -1; -1; -1; -1; -1; -1
202200010810;1 074 198;794 741;Z01;1;1;1; -1;; -1; -1; -1; -1;0;0; -1
202200010810;1 074 200;794 741;Z01;10;3;4;1;1976;9;8;8; -1;1;1;1
202200010838;1 074 128;794 685;B01;1;1;1;1;1992;9;2;0; -1; -1; -1; -1
202200010838;1 074 130;794 685;B01;2;2;4;2;1990;9;2;0; -1; -1; -1; -1
202200010838;1 074 134;794 689;A01;1;1;1;2;1996;0;1;0; -1; -1; -1; -1
202200011018;1 073 684;794 356;A01;1;1;4;1;2000;0;0; -1; -1;0;0; -1
202200011018;1 073 685;794 356;A01;10;3;2;1;1976;0;0; -1; -1;9;3;1
202200011356;1 072 875;793 722;B01;2;2;3;2;1994;5;2;0; -1;0;0; -1
202200011356;1 072 876;793 722;B01;1;1;1;1;2003;5;2;0; -1;0;0; -1
202200011356;1 072 877;793 723;A01;1;1;1; -1;; -1; -1; -1; -1;0;0; -1
202200011358;1 072 872;793 719;B01;1;1;4;1;1973;9;1;8; -1;0;0; -1
202200011358;1 072 873;793 720;Z01;1;1;1;1;2000;9;8;0; -1; -1; -1; -1
202200011496;1 072 574;793 483;A01;1;1;1;1;1996;5;8; -1; -1;0;0; -1
202200011496;1 072 579;793 486;B01;1;1;3;1;2006;5;0; -1; -1;0;0; -1
202200011857;1 071 748;792 861;B01;1;1;3;2;1989;5;0; -1; -1;0;0; -1
202200011857;1 071 750;792 861;B01;2;2;3;1;1999;5;0; -1; -1;0;0; -1
202200011857;1 071 751;792 863;A01;1;1;4;1;1976;5;1; -1; -1;0;0; -1
202200011883;1 071 697;792 820;A01;1;1;4;1;1983;1;2; -1; -1;0;0; -1
202200011883;1 071 698;792 821;B01;1;1;1;1;1965;1;1; -1; -1;0;0; -1
202200012173;1 071 042;792 330;A01;1;1;1;1;1978;1;1; -1; -1;0;0; -1
202200012173;1 071 044;792 330;A01;10;3;3;1;1976;0;0; -1; -1;1;1;1
202200012177;1 071 027;792 323;B01;1;1;1;1;1960;0;1; -1; -1;0;0; -1
202200012177;1 071 030;792 323;B01;2;2;4;2;1973;0;1; -1; -1;0;0; -1
202200012177;1 071 032;792 325;A01;1;1;4;2;1984;4;1; -1; -1;0;0; -1
202200012177;1 071 033;792 325;A01;3;2;3;1;2006;4;1; -1; -1;0;0; -1
202200012177;1 071 034;792 325;A01;2;2;4;1;2006;4;1; -1; -1;0;0; -1
202200012177;1 071 037;792 325;A01;4;2;4;1;2005;4;1; -1; -1;0;0; -1
202200012389;1 070 547;791 948;B01;1;1;1;2;1990;9;1;8; -1; -1; -1; -1
202200012389;1 070 549;791 949;A01;1;1;4;1;2005;9;8;0; -1; -1; -1; -1
202200012391;1 070 543;791 943;B01;1;1;1;2;1969;0;1;0; -1;0;0; -1
202200012391;1 070 544;791 945;A01;1;1;4;2;1992;0;2;0; -1;0;0; -1
202200012459;1 070 375;791 814;B01;1;1;1;1;1969;9;1;8; -1; -1; -1; -1
202200012459;1 070 376;791 815;A01;1;1;3;1;2003;9;2;8; -1; -1; -1; -1
202200012571;1 070 089;791 638;B01;1;1;4;1;1972;5;1; -1; -1;0;0; -1
202200012571;1 070 091;791 638;B01;2;2;4;2;2000;5;1; -1; -1;0;0; -1
202200012571;1 070 092;791 639;A01;1;1;1;1;1970;5;1; -1; -1;0;0; -1
202200012634;1 069 936;791 530;B01;2;2;4;2;2007;9;1;0; -1; -1; -1; -1
202200012634;1 069 938;791 530;B01;2;2;1;2;1988;9;1;0; -1; -1; -1; -1
202200012634;1 069 939;791 530;B01;1;1;4;2;1966;9;1;0; -1; -1; -1; -1
