Num_Acc;id_vehicule;num_veh;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;locp;actp;etatp
201900009006;138 289 675;B01;2;2;3;1;1999;5;2; -1; -1;0;0; -1
201900009006;138 289 675;B01;2;2;1;1;1977;5;0;2; -1;0;0; -1
201900009007;138 289 672;B01;1;1;4;1;1964;0;2; -1; -1;0;0; -1
201900009008;138 289 670;B01;1;1;3;1;2008;5;0; -1; -1;0;0; -1
201900009008;138 289 671;A01;1;1;1;1;1950;5;1; -1; -1;0;0; -1
201900009446;138 288 839;B01;2;2;4;2;1996;5;1; -1; -1;0;0; -1
201900009446;138 288 839;B01;7;2;3;1;2017;5;9; -1; -1;0;0; -1
201900009446;138 288 839;B01;1;1;3;1;1990;5;1; -1; -1;0;0; -1
201900009446;138 288 840;A01;1;1;4;1;1984;9;1; -1; -1;0;0; -1
201900009492;138 288 751;A01;10;3;3;1;1959;5;0; -1; -1;1;3;1
201900009492;138 288 751;A01;1;1;1;1;1990;5;1; -1; -1;0;0; -1
201900009639;138 288 481;A01;3;2;3;1;1976;5;8; -1; -1;0;0; -1
201900009639;138 288 481;A01;5;2;3;1;2001;5;8; -1; -1;0;0; -1
201900009639;138 288 481;A01;7;2;3;1;1992;5;8; -1; -1;0;0; -1
201900009639;138 288 481;A01;8;2;3;1;2000;5;8; -1; -1;0;0; -1
201900009639;138 288 481;A01;4;2;3;1;1977;5;8; -1; -1;0;0; -1
201900009639;138 288 481;A01;2;2;2;1;1990;5;8; -1; -1;0;0; -1
201900009639;138 288 481;A01;6;2;1;1;1997;5;8; -1; -1;0;0; -1
201900009639;138 288 481;A01;1;1;2;1;1990;5;1; -1; -1;0;0; -1
201900009639;138 288 481;A01;9;2;3;1;2000;5;8; -1; -1;0;0; -1
201900009852;138 288 118;A01;2;2;1;1;2000;5;2; -1; -1;0;0; -1
201900009852;138 288 118;A01;1;1;3;2;1972;5;2; -1; -1;0;0; -1
201900009852;138 288 119;B01;1;1;1;1;1977;5;1; -1; -1;0;0; -1
201900009852;138 288 119;B01;2;2;1;1;1960;5;1; -1; -1;0;0; -1
201900009887;138 288 054;A01;1;1;1;2;1968;5;8; -1; -1;0;0; -1
201900009887;138 288 054;A01;10;3;3;1;2012;5;0; -1; -1;1;3;1
201900009888;138 288 052;B01;1;1;3;1;1975;0;1; -1; -1;0;0; -1
201900009888;138 288 053;A01;1;1;1;1;1991;5;8; -1; -1;0;0; -1
201900009889;138 288 050;B01;1;1;2;1;1998;5;0; -1; -1;0;0; -1
201900009889;138 288 051;A01;2;2;1;2;1978;5;1; -1; -1;0;0; -1
201900009889;138 288 051;A01;9;2;1;2;1958;5;1; -1; -1;0;0; -1
201900009889;138 288 051;A01;1;1;1;1;1993;5;1; -1; -1;0;0; -1
201900009890;138 288 048;B01;1;1;4;1;1958;0;0; -1; -1;0;0; -1
201900009890;138 288 049;A01;1;1;1;1;1971;4;1; -1; -1;0;0; -1
201900010160;138 287 551;B01;1;1;1;1;1985;1;1; -1; -1;0;0; -1
201900010160;138 287 552;A01;2;2;4;1;2007;0;2; -1; -1;0;0; -1
201900010160;138 287 552;A01;1;1;4;1;1979;5;2; -1; -1;0;0; -1
201900010160;138 287 552;A01;2;2;4;2;1982;5;2; -1; -1;0;0; -1
201900011117;138 285 847;A01;2;2;1;1;2019;5;9; -1; -1;0;0; -1
201900011117;138 285 847;A01;1;1;4;2;1981;5;1; -1; -1;0;0; -1
201900011117;138 285 848;B01;1;1;1;2;1984;5;1; -1; -1;0;0; -1
201900011117;138 285 849;C01;1;1;1;2;1968;1;1; -1; -1;0;0; -1
201900011169;138 285 755;B01;1;1;4;1;1966;1;8;0; -1; -1; -1; -1
201900011169;138 285 756;A01;1;1;1;1;1973;1;1;0; -1; -1;0; -1
201900011182;138 285 732;B01;1;1;3;1;1986;5;2; -1; -1;0;0; -1
201900011182;138 285 733;A01;1;1;1;1;1954;9;1; -1; -1;0;0; -1
201900011499;138 285 121;A01;1;1;4;1;1990;0;2; -1; -1;0;0; -1
201900011499;138 285 122;B01;1;1;1;2;1996;0;1; -1; -1;0;0; -1
201900012070;138 283 995;A01;10;3;3;2;1978;0;8;0; -1;3;3;1
201900012070;138 283 995;A01;1;1;1;1;1973;9;1;0; -1; -1;0; -1
201900012333;138 283 542;B01;1;1;4;2;1975;1;1; -1; -1;0;0; -1
201900012333;138 283 543;A01;1;1;4;2;1998;5;1; -1; -1;0;0; -1
201900012346;138 283 518;B01;1;1;1;1;1984;4;1; -1; -1;0;0; -1
201900012346;138 283 519;A01;7;2;4;2;2001;0;1; -1; -1;0;0; -1
201900012346;138 283 519;A01;2;2;1;1;2001;0;1; -1; -1;0;0; -1
201900012346;138 283 519;A01;1;1;1;2;1990;0;1; -1; -1;0;0; -1
201900013053;138 282 178;A01;1;1;3;2;1994;0;2; -1; -1;0;0; -1
201900013053;138 282 179;B01;1;1;1;2;1992;1;1; -1; -1;0;0; -1
201900013464;138 281 388;C01;1;1;4;1;1980;0;8; -1; -1;0;0; -1
201900013464;138 281 389;B01;1;1;1;2;1974;1;8; -1; -1;0;0; -1
201900013464;138 281 390;A01;1;1;1;1;1966;5;8; -1; -1;0;0; -1
201900013464;138 281 390;A01;2;2;1;2;1999;9;8; -1; -1;0;0; -1
201900013849;138 280 634;B01;1;1;3;1;1991;9;2;8; -1; -1;0; -1
201900013849;138 280 635;A01;1;1;1;1;1964;1;1;8; -1; -1;0; -1
201900013850;138 280 632;B01;1;1;4;1;1989;9;2;8; -1; -1;0; -1
201900013850;138 280 633;A01;1;1;1;2;1988;0;1;8; -1; -1;0; -1
201900013851;138 280 630;A01;1;1;1;1;1987;4;1;8; -1; -1;0; -1
201900013851;138 280 631;B01;1;1;4;1;1996;0;8;0; -1; -1;0; -1
201900014101;138 280 211;A01;1;1;1;1;1996;5;1;0;0; -1; -1; -1
201900014101;138 280 211;A01;2;2;4;1;1996;5;1;0; -1; -1; -1; -1
201900014102;138 280 208;A01;10;3;4;1;1992;0;8;0; -1;3;9;1
201900014102;138 280 208;A01;1;1;1;1;1990;0;1;8; -1;0;0; -1
201900014510;138 279 327;B01;1;1;4;1;1979;9;8;0; -1; -1;0; -1
201900014510;138 279 328;A01;1;1;1;2;1967;9;1;8; -1; -1;0; -1
201900014511;138 279 325;A01;1;1;3;1;2000;0;2;0; -1; -1; -1; -1
201900014511;138 279 326;B01;1;1;1;1;1987;0;1;0; -1; -1; -1; -1
201900014512;138 279 323;A01;1;1;1;1;1959;0;1;0; -1; -1;0; -1
201900014512;138 279 324;B01;1;1;4;1;1956;1;2;0; -1; -1;0; -1
201900014616;138 279 123;C01;1;1;1;2;1969;0;1;0; -1; -1;0; -1
201900014616;138 279 124;B01;1;1;1;1;1958;0;1;0; -1; -1;0; -1
201900014616;138 279 125;A01;1;1;4;1;1980;0;1;0; -1; -1;0; -1
201900014743;138 278 892;A01;1;1;1;1;1969;1;1; -1; -1;0;0; -1
201900014743;138 278 893;B01;1;1;4;1;1960;2;2;6; -1;0;0; -1
201900014743;138 278 893;B01;2;2;4;1;2009;2;2;6; -1;0;0; -1
201900014780;138 278 810;A01;1;1;4;1;1963;0;2;0; -1; -1;0; -1
201900014781;138 278 808;B01;1;1;4;1;1989;0;1;0; -1; -1;0; -1
201900014781;138 278 809;A01;1;1;1;2;1989;0;1;0; -1; -1;0; -1
201900014781;138 278 809;A01;4;2;1;1;2019;0;3;0; -1; -1;0; -1
201900014845;138 278 695;A01;1;1;4;1;1995;9;2;8; -1; -1;0; -1
201900014845;138 278 696;B01;1;1;1;1;1960;9;1;8; -1; -1;0; -1
201900014956;138 278 497;B01;1;1;3;1;1964;0;1; -1; -1;0;0; -1
201900014956;138 278 498;A01;1;1;4;1;1994;5;1; -1; -1;0;0; -1
201900014957;138 278 495;B01;9;2;3;2;1978;5;8; -1; -1;0;0; -1
201900014957;138 278 495;B01;5;2;4;1;1977;5;8; -1; -1;0;0; -1
201900014957;138 278 495;B01;2;2;4;1;1954;5;8; -1; -1;0;0; -1
201900014957;138 278 495;B01;7;2;4;2;1960;5;8; -1; -1;0;0; -1
201900014957;138 278 495;B01;1;1;4;1;1984;5;8; -1; -1;0;0; -1
201900014957;138 278 496;A01;1;1;3;1;1973;0;8; -1; -1;0;0; -1
201900014957;138 278 496;A01;2;2;3;1;1976;0;8; -1; -1;0;0; -1
201900014957;138 278 496;A01;9;2;3;1;1986;0;8; -1; -1;0;0; -1
201900014957;138 278 496;A01;7;2;3;1;1992;0;8; -1; -1;0;0; -1
201900015062;138 278 312;A01;10;3;2;1;1937;5;0; -1; -1;6;3;1
201900015062;138 278 312;A01;1;1;1;1;1979;5;1; -1; -1;0;0; -1
201900015131;138 278 180;A01;1;1;1;1;2000;9;0; -1; -1;0;0; -1
201900015131;138 278 180;A01;10;3;4;2;2012;5;0; -1; -1;9;5;1
201900015269;138 277 922;B01;1;1;3;1;2001;2;8;0; -1; -1;0; -1
201900015269;138 277 923;A01;1;1;1;1;1978;1;1;8; -1; -1;0; -1
201900015270;138 277 920;A01;1;1;1;1;1993;1;1;8; -1; -1; -1; -1
201900015270;138 277 921;B01;1;1;3;1;2002;0;1;8; -1; -1; -1; -1
201900015486;138 277 533;B01;1;1;1;2;1963;9;1;0; -1; -1;0; -1
201900015486;138 277 534;A01;1;1;4;2;1991;9;2;8; -1; -1;0; -1
201900015487;138 277 530;B01;1;1;1;1;1990;9;1;0; -1; -1;0; -1
201900015487;138 277 531;A01;1;1;4;1;1999;0;2;0; -1; -1;0; -1
201900016149;138 276 350;B01;1;1;3;1;2003;5;0; -1; -1;0;0; -1
201900016149;138 276 351;A01;2;2;1;1;1963;4;1; -1; -1;0;0; -1
201900016149;138 276 351;A01;1;1;1;1;1981;4;1; -1; -1;0;0; -1
201900016512;138 275 585;B01;1;1;3;1;1975;5;2; -1; -1;0;0; -1
201900016512;138 275 586;A01;1;1;1;1;1978;5;1; -1; -1;0;0; -1
201900016583;138 275 442;A01;1;1;1;1;1978;5;1;0; -1; -1;0; -1
201900016583;138 275 443;B01;1;1;2;1;1973;5;2;0; -1; -1;0; -1
201900016583;138 275 443;B01;2;2;3;2;1974;5;8;0; -1; -1;0; -1
201900016780;138 275 085;A01;1;1;1;1;1983;0;1; -1; -1;0;0; -1
201900016780;138 275 086;B01;1;1;3;1;1992;0;8; -1; -1;0;0; -1
201900016788;138 275 071;A01;1;1;2;1;1986;0;8; -1; -1;0;0; -1
201900016788;138 275 071;A01;2;2;4;1;1991;0;8; -1; -1;0;0; -1
201900017189;138 274 283;B01;1;1;3;2;1988;1;0; -1; -1;0;0; -1
201900017189;138 274 284;A01;2;2;1;1;1995;1;1; -1; -1;0;0; -1
201900017189;138 274 284;A01;1;1;1;1;1967;5;1; -1; -1;0;0; -1
201900017377;138 273 919;A01;1;1;1;1;1997;1;1; -1; -1;0;0; -1
201900017377;138 273 920;B01;1;1;4;1;1994;4;2; -1; -1;0;0; -1
201900017437;138 273 805;A01;1;1;4;1;1992;0;0; -1; -1;0;0; -1
201900017553;138 273 607;A01;1;1;3;1;1997;5;0; -1; -1;0;0; -1
201900017566;138 273 582;A01;1;1;1;1;1987;0;1; -1; -1;0;0; -1
201900017566;138 273 583;B01;1;1;4;1;1981;1;2;0;0;0;0; -1
201900017567;138 273 581;A01;1;1;3;2;1991;5;1; -1; -1;0;0; -1
201900017567;138 273 581;A01;7;2;3;2;2015;5;0; -1; -1;0;0; -1
201900017753;138 273 238;A01;1;1;4;1;1988;0;2;0;0;0;0; -1
201900017957;138 272 846;B01;1;1;3;1;2000;5;8; -1; -1;0;0; -1
201900017957;138 272 847;A01;1;1;1;1;1985;5;8; -1; -1;0;0; -1
201900018068;138 272 633;A01;10;3;4;2;2000;2;8;0; -1;3;3;1
201900018068;138 272 633;A01;1;1;1;1;2000;0;2;8; -1; -1;0; -1
201900018069;138 272 629;B01;1;1;4;2;1974;0;1;0; -1; -1;0; -1
201900018069;138 272 630;A01;1;1;1;1;1970;0;1;0; -1; -1;0; -1
201900018070;138 272 627;A01;1;1;1;2;1984;0;1;0; -1; -1; -1; -1
201900018070;138 272 628;B01;1;1;4;1;1990;0;1;0; -1; -1; -1; -1
201900018071;138 272 623;A01;1;1;1;1;1999;0;1;8; -1; -1; -1; -1
201900018071;138 272 624;B01;1;1;4;1;1980;0;2;8; -1; -1; -1; -1
201900018071;138 272 624;B01;2;2;4;2;1980;0;2;0; -1; -1; -1; -1
201900018072;138 272 618;Z01;10;3;4;2;1958;0;8;0; -1;0;9;1
201900018073;138 272 616;Z01;1;1;1;1;1995;0;8;0; -1; -1; -1; -1
201900018073;138 272 616;Z01;2;2;4;2;1992;0;8;0; -1; -1;0; -1
201900018073;138 272 617;B01;1;1;1;2;1979;1;1;8; -1; -1; -1; -1
201900018074;138 272 615;A01;10;3;4;1;2007;5;8;0; -1;1;3;1
201900018074;138 272 615;A01;1;1;1;1;1957;5;1;8; -1; -1;0; -1
201900018075;138 272 613;B01;1;1;4;1;1981;4;1;0; -1; -1; -1; -1
201900018075;138 272 613;B01;2;2;4;1;1980;4;1;0; -1; -1;0; -1
201900018075;138 272 613;B01;3;2;4;1;1982;4;1;0; -1; -1;0; -1
201900018075;138 272 614;A01;1;1;1;2;1967;0;1;0; -1; -1; -1; -1
201900018076;138 272 609;D01;1;1;1;2;1971;0;1;0; -1; -1; -1; -1
201900018076;138 272 610;C01;1;1;1;1;1977;0;1;0; -1; -1; -1; -1
201900018076;138 272 611;B01;1;1;1;1;1980;0;1;0; -1; -1; -1; -1
201900018076;138 272 611;B01;4;2;4;1;2010;0;1;0; -1; -1; -1; -1
201900018076;138 272 612;A01;1;1;1;1;1974;1;1;0; -1; -1; -1; -1
201900018077;138 272 607;B01;1;1;4;1;1994;0;1;0; -1; -1;0; -1
201900018077;138 272 608;A01;1;1;1;1;1995;0;1;8; -1; -1;0; -1
201900018077;138 272 608;A01;2;2;4;2;1962;0;1;0; -1; -1;0; -1
201900018078;138 272 603;A01;2;1;4;1;1999;0;2;8; -1; -1;0; -1
201900018078;138 272 604;B01;1;1;1;1;1978;0;1;0; -1; -1;0; -1
201900018079;138 272 600;C01;1;1;1;2;1963;0;1;0; -1; -1;0; -1
201900018079;138 272 601;B01;1;1;1;1;1999;0;2;0; -1; -1;0; -1
201900018079;138 272 601;B01;2;2;3;1;2002;0;2;0; -1; -1;0; -1
201900018079;138 272 602;A01;1;1;1;1;1989;0;1;0; -1; -1;0; -1
201900018080;138 272 598;B01;1;1;1;1;1971;1;1;8; -1; -1; -1; -1
201900018080;138 272 599;A01;2;2;4;2;1991;3;2;8; -1; -1; -1; -1
201900018081;138 272 596;B01;2;2;4;2;1992;0;2;0; -1; -1;0; -1
201900018081;138 272 596;B01;1;1;1;2;1965;0;2;0; -1; -1;0; -1
201900018081;138 272 597;A01;1;1;1;1;1977;0;2;0; -1; -1;0; -1
201900018082;138 272 594;A01;1;1;4;2;1951;0;2;0; -1; -1;0; -1
201900018082;138 272 595;B01;1;1;1;2;1989;0;1;8; -1; -1;0; -1
201900018083;138 272 590;B01;1;1;4;1;1986;0;2;0; -1; -1;0; -1
201900018083;138 272 591;A01;1;1;1;1;1997;1;1;0; -1; -1;0; -1
201900018619;138 271 622;A01;1;1;1;1;1989;0;1;0; -1; -1; -1; -1
201900018619;138 271 623;B01;1;1;4;1;1997;0;2;0; -1; -1; -1; -1
201900018620;138 271 620;B01;1;1;4;1;1998;0;2;0; -1; -1;0; -1
201900018620;138 271 621;A01;1;1;4;1;1979;0;2;0; -1; -1;0; -1
201900018621;138 271 618;A01;1;1;1;2;1956;0;1;0; -1; -1; -1; -1
201900018621;138 271 619;B01;1;1;4;1;1977;0;8;0; -1; -1; -1; -1
