Num_Acc;id_vehicule;num_veh;senc;catv;obs;obsm;choc;manv;motor;occutc
202400003923;155 774 898;A01;1;2;0;2;1;1;1;
202400003923;155 774 899;B01;2;7;0;2;5;15;1;
202400003988;155 774 770;Z01;3;30;0;1;0;0;0;
202400003990;155 774 767;A01;3;30;14;0;0;26;1;
202400004318;155 774 219;A01;2;7;0;2;1;1;1;
202400004318;155 774 222;B01;2;2;0;2;5;1;1;
202400004493;155 773 919;B01;2;7;0;9;2;16;1;
202400004493;155 773 921;A01;2;50;0;2;3;5;3;
202400004495;155 773 915;A01;1;14;0;2;4;26;1;
202400004495;155 773 916;B01;1;7;0;9;4;0;1;
202400004497;155 773 911;Z01;1;7;0;2;1;26;1;
202400004497;155 773 912;A01;1;50;14;0;4;1;3;
202400004848;155 773 292;B01;1;2;0;2;7;1;0;
202400004848;155 773 293;A01;2;2;0;2;1;16;0;
202400004850;155 773 289;A01;1;7;0;1;2;1;2;
202400005117;155 772 828;A01;1;30;9;0;1;16;1;
202400005119;155 772 826;A01;2;2;15;0;1;14;1;
202400005293;155 772 508;A01;1;7;0;2;2;2;1;
202400005293;155 772 510;B01;1;7;0;0;6;1;1;
202400005313;155 772 470;A01;1;1;0;2;4;0;5;
202400005313;155 772 472;B01;1;30;0;2;1;0;0;
202400005558;155 772 016;A01;1;30;0;9;1;1;1;
202400005946;155 771 294;A01;3;50;0;0;0;1;3;
202400006013;155 771 186;A01;1;7;13;0;1;0;1;
202400006144;155 770 961;A01;1;7;0;9;2;9;1;
202400006144;155 770 963;B01;1;60;0;2;4;9;5;
202400006312;155 770 664;A01;3;1;0;2;1;19;5;
202400006312;155 770 666;B01;1;7;0;2;7;1;1;
202400006316;155 770 657;A01;1;7;0;2;8;15;1;
202400006316;155 770 659;B01;1;2;0;2;0;0;0;
202400006318;155 770 651;A01;1;7;0;9;2;1;1;
202400006318;155 770 652;B01;1;1;0;2;7;9;5;
202400006446;155 770 442;A01;1;31;14;0;1;0;1;
202400006526;155 770 307;A01;2;7;0;2;3;19;2;
202400006526;155 770 309;B01;1;33;0;2;1;3;1;
202400006752;155 769 926;A01;3;7;0;1;1;1;1;
202400007136;155 769 258;A01;1;10;0;1;2;0;1;
202400007213;155 769 117;A01;2;10;13;0;1;1;1;
202400007216;155 769 113;A01;1;30;5;0;1;9;1;
202400007216;155 769 114;B01;1;13;0;2;4;0;1;
202400007217;155 769 110;A01;1;50;0;0;0;1;3;
202400007411;155 768 778;A01;1;30;0;0;0;1;1;
202400007593;155 768 483;B01;1;33;0;2;1;13;1;
202400007593;155 768 485;A01;2;30;0;2;1;1;1;
202400007601;155 768 468;B01;1;33;0;2;3;1;1;
202400007601;155 768 470;A01;2;7;0;2;1;15;1;
202400007760;155 768 174;A01;1;7;0;9;3;9;1;
202400007760;155 768 175;B01;1;2;0;2;2;1;1;
202400007794;155 768 106;B01;1;2;0;2;0;1;1;
202400007794;155 768 108;Z01;1;7;0;9;0;14;0;
202400007796;155 768 103;B01;2;7;0;2;5;1;1;
202400007796;155 768 104;A01;1;80;0;2;4;5;3;
202400007798;155 768 099;A01;1;7;0;2;2;15;1;
202400007798;155 768 101;B01;2;2;0;2;1;1;1;
202400007799;155 768 096;A01;1;7;0;2;1;15;1;
202400007799;155 768 098;B01;2;2;0;2;1;1;1;
202400007801;155 768 092;A01;2;30;0;2;1;2;1;
202400007801;155 768 094;B01;2;7;0;2;4;2;1;
202400007806;155 768 080;B01;2;7;1;2;4;23;1;
202400007806;155 768 083;C01;2;7;0;2;8;23;1;
202400007806;155 768 084;D01;2;7;14;2;4;23;1;
202400007806;155 768 086;E01;2;7;0;2;4;15;1;
202400007806;155 768 088;A01;2;10;14;2;1;2;1;
202400008163;155 767 433;B01;3;7;0;2;7;1;2;
202400008163;155 767 437;A01;3;7;0;2;1;1;1;
202400008167;155 767 426;A01;1;7;0;2;3;9;1;
202400008167;155 767 429;B01;1;2;0;2;1;17;1;
202400008172;155 767 417;B01;1;2;0;0;0;0;1;
202400008172;155 767 420;A01;1;7;0;0;0;14;0;
202400008175;155 767 411;A01;3;30;0;2;7;17;1;
202400008175;155 767 415;B01;3;7;0;2;8;15;1;
202400008180;155 767 404;B01;3;2;0;2;4;11;1;
202400008180;155 767 407;A01;3;10;0;2;2;1;1;
202400008194;155 767 380;A01;2;30;0;0;2;1;1;
202400008198;155 767 372;B01;1;1;0;2;1;19;5;
202400008198;155 767 374;A01;1;10;0;9;3;1;1;
202400008202;155 767 367;A01;3;7;0;1;1;1;1;
202400008685;155 766 520;B01;2;1;0;2;1;5;5;
202400008685;155 766 521;A01;1;7;0;9;1;1;1;
202400008761;155 766 374;A01;1;7;0;2;2;2;1;
202400008761;155 766 375;B01;1;7;0;2;6;1;1;
202400008991;155 765 972;A01;1;2;0;1;1;1;1;
202400009286;155 765 445;B01;1;50;0;2;8;1;3;
202400009286;155 765 446;A01;1;7;0;2;2;16;1;
202400009314;155 765 391;A01;1;7;0;9;1;1;1;
202400009314;155 765 392;B01;2;1;0;2;1;1;5;
202400009480;155 765 079;A01;3;2;0;2;1;17;1;
202400009480;155 765 080;B01;3;2;0;2;1;1;1;
202400009621;155 764 830;B01;1;2;0;2;4;2;1;
202400009621;155 764 831;A01;1;10;0;2;1;2;1;
202400009622;155 764 828;A01;1;7;0;2;2;1;1;
202400009622;155 764 829;B01;1;2;0;2;3;21;1;
202400009623;155 764 826;B01;1;2;0;2;1;1;1;
202400009623;155 764 827;A01;1;7;0;2;0;16;1;
202400009624;155 764 824;A01;2;7;0;2;8;15;1;
202400009624;155 764 825;B01;2;2;0;2;7;17;1;
202400009625;155 764 823;A01;1;33;12;0;7;16;1;
202400009739;155 764 618;A01;1;7;0;9;7;14;1;
202400009739;155 764 619;B01;1;50;0;2;7;1;3;
202400009741;155 764 612;A01;1;2;0;2;1;1;1;
202400009741;155 764 614;Z01;1;7;0;2;0;15;1;
202400010018;155 764 116;A01;1;7;0;2;2;15;1;
202400010018;155 764 119;B01;1;32;0;2;1;17;1;
202400010065;155 764 041;A01;1;7;0;2;8;19;1;
202400010065;155 764 044;B01;2;7;0;2;1;1;1;
202400010164;155 763 845;A01;1;7;0;2;1;26;1;
202400010164;155 763 847;B01;1;7;0;2;1;26;1;
202400010164;155 763 850;C01;1;7;0;2;4;1;1;
202400010166;155 763 840;A01;1;30;12;0;2;1;1;
202400010175;155 763 832;A01;2;7;0;2;3;10;1;
202400010175;155 763 835;B01;2;32;0;2;1;1;1;
202400010177;155 763 825;A01;1;7;0;2;5;2;1;
202400010177;155 763 826;B01;1;2;0;2;3;2;1;
202400010330;155 763 562;A01;3;7;0;1;2;1;1;
202400010422;155 763 394;A01;3;34;0;2;1;13;1;
202400010422;155 763 395;B01;3;50;0;2;1;14;3;
202400010425;155 763 390;A01;2;50;0;0;7;16;3;
202400010428;155 763 384;A01;1;2;1;0;1;15;1;
202400010428;155 763 386;B01;3;10;0;2;5;23;1;
202400010545;155 763 171;A01;1;7;0;9;1;15;1;
202400010545;155 763 173;B01;2;2;0;2;8;1;1;
202400010633;155 763 036;A01;1;10;0;2;2;17;1;
202400010633;155 763 038;B01;2;2;0;2;9;0;1;
202400010825;155 762 698;A01;1;30;0;0;7;0;1;
202400010920;155 762 533;A01;1;30;0;2;8;1;1;
202400010920;155 762 535;Z01;1;50;0;2;1;1;3;
202400011215;155 762 003;A01;1;30;0;0;7;1;1;
202400011216;155 762 000;C01;2;7;0;2;1;1;2;
202400011216;155 762 001;B01;1;7;0;2;2;9;1;
202400011216;155 762 002;A01;1;10;0;2;1;1;1;
202400011217;155 761 998;A01;1;30;1;0;1;1;1;
202400011217;155 761 999;B01;1;7;0;2;5;23;1;
202400011232;155 761 974;A01;2;2;0;2;1;5;1;
202400011232;155 761 975;B01;1;7;0;2;2;1;1;
202400011449;155 761 600;B01;1;7;0;0;3;15;1;
202400011449;155 761 601;A01;1;7;0;0;2;17;1;
202400011499;155 761 512;A01;1;7;0;9;2;16;1;
202400011499;155 761 514;B01;1;2;0;2;8;1;1;
202400011528;155 761 459;A01;1;7;0;0;1;1;1;
202400011528;155 761 461;B01;2;50;0;0;1;1;3;
202400011759;155 761 043;B01;1;2;0;2;3;1;1;
202400011759;155 761 044;C01;1;50;0;2;0;1;3;
202400012084;155 760 477;A01;1;1;0;0;1;26;5;
202400012084;155 760 478;B01;1;7;0;9;2;16;1;
202400012143;155 760 370;A01;1;7;8;0;8;1;1;
202400012147;155 760 366;A01;2;7;0;0;0;13;1;
202400012165;155 760 337;B01;3;50;0;2;3;9;3;
202400012165;155 760 340;A01;3;7;0;2;1;1;2;
202400012307;155 760 087;A01;2;10;0;0;6;15;1;
202400012307;155 760 089;B01;1;33;0;0;1;17;1;
202400012408;155 759 909;A01;3;2;0;1;3;2;1;
202400012411;155 759 903;A01;2;2;0;2;8;1;1;
202400012411;155 759 905;B01;2;7;0;2;7;16;1;
202400012473;155 759 788;A01;2;7;0;1;4;4;1;
202400012771;155 759 284;B01;1;2;0;2;1;16;1;
202400012771;155 759 285;A01;1;10;0;2;1;2;1;
202400012772;155 759 282;A01;1;7;0;2;2;16;1;
202400012772;155 759 283;B01;1;2;0;2;1;1;1;
202400012773;155 759 280;B01;1;1;0;2;1;1;5;
202400012773;155 759 281;A01;1;7;0;2;8;9;1;
202400012774;155 759 278;B01;3;10;0;2;1;19;1;
202400012774;155 759 279;A01;1;2;0;2;7;1;1;
202400012880;155 759 097;A01;2;50;0;2;1;15;3;
202400012880;155 759 099;B01;1;7;0;2;3;1;2;
202400012905;155 759 054;B01;2;1;0;0;9;1;5;
202400012905;155 759 055;A01;1;7;0;9;3;13;2;
202400013110;155 758 680;B01;2;30;0;2;1;1;1;
202400013110;155 758 681;A01;1;7;0;2;7;15;1;
202400013111;155 758 678;A01;1;30;0;2;5;1;1;
202400013111;155 758 679;B01;3;10;0;2;1;9;1;
202400013292;155 758 373;A01;2;10;0;2;1;1;1;
202400013292;155 758 374;B01;1;10;0;2;1;1;1;
202400013300;155 758 357;A01;2;7;0;0;3;14;1;
202400013372;155 758 233;A01;1;7;0;1;1;1;1;
202400013374;155 758 231;A01;2;10;0;1;1;1;1;
202400013376;155 758 227;B01;3;50;0;2;1;2;3;
202400013376;155 758 228;A01;1;7;0;2;3;22;1;
202400013549;155 757 904;A01;1;7;0;1;1;1;1;
202400013551;155 757 901;A01;1;33;0;9;1;1;1;
202400013551;155 757 902;B01;2;1;0;9;8;1;5;
202400013553;155 757 898;B01;2;2;0;2;1;1;1;
202400013553;155 757 899;A01;2;7;0;2;0;12;1;
202400013784;155 757 499;A01;1;7;0;2;3;1;1;
202400013784;155 757 502;B01;1;2;0;2;7;19;1;
202400013867;155 757 352;A01;1;10;0;0;2;2;6;
202400013867;155 757 354;B01;1;30;0;0;4;13;1;
202400013897;155 757 298;A01;3;7;0;2;1;1;0;
202400013897;155 757 300;B01;3;1;0;2;0;19;5;
202400013901;155 757 290;B01;2;7;0;2;2;0;1;
202400013901;155 757 295;A01;1;7;0;2;7;16;1;
202400013903;155 757 285;A01;2;30;0;0;0;14;1;
202400013947;155 757 194;A01;2;7;0;2;5;2;1;
202400013947;155 757 197;B01;2;2;0;2;3;2;1;
202400013952;155 757 187;A01;1;30;0;2;1;17;1;
202400014246;155 756 671;A01;1;7;0;2;1;9;1;
202400014246;155 756 673;B01;2;2;0;2;1;1;1;
202400014249;155 756 668;A01;1;10;0;2;6;2;1;
202400014249;155 756 669;B01;1;2;1;0;1;2;1;
202400014602;155 756 051;A01;1;30;0;2;1;1;1;
202400014602;155 756 053;B01;1;7;0;2;7;19;1;
202400014604;155 756 049;A01;1;1;14;0;0;0;5;
202400014811;155 755 696;A01;1;2;14;2;1;1;1;
202400014811;155 755 697;B01;1;7;0;2;2;12;1;
202400014866;155 755 591;A01;1;50;0;2;1;1;3;
202400014866;155 755 592;B01;1;7;0;2;5;23;1;
202400014867;155 755 589;A01;1;7;0;2;2;2;1;
202400014867;155 755 590;B01;1;7;0;2;8;2;1;
202400014868;155 755 587;A01;1;50;0;0;0;2;3;
202400014868;155 755 588;B01;1;7;0;0;0;1;1;
202400014869;155 755 586;A01;1;7;0;1;3;2;1;
202400014971;155 755 408;A01;1;2;0;2;1;17;1;
202400014971;155 755 409;B01;1;7;0;2;3;1;1;
202400015357;155 754 724;A01;1;7;0;0;0;1;1;
202400015359;155 754 721;A01;1;7;8;0;8;1;1;
202400015715;155 754 101;A01;1;7;0;9;3;19;1;
202400015715;155 754 102;B01;2;2;0;2;1;1;1;
202400015717;155 754 097;A01;2;50;0;2;3;5;3;
202400015717;155 754 098;B01;2;7;0;2;3;16;1;
202400015719;155 754 093;B01;2;2;0;2;2;1;1;
202400015719;155 754 095;A01;2;7;0;2;3;20;1;
202400015722;155 754 091;A01;1;7;0;1;3;15;1;
202400015723;155 754 088;A01;1;7;0;2;1;1;1;
202400015723;155 754 089;B01;1;7;0;2;8;15;1;
202400015724;155 754 085;B01;1;7;0;2;2;2;1;
202400015724;155 754 086;A01;1;30;0;2;1;1;1;
202400015726;155 754 084;A01;1;50;0;0;8;1;3;
202400015727;155 754 082;B01;2;2;0;2;1;1;1;
202400015727;155 754 083;A01;2;7;0;9;7;14;1;
202400015740;155 754 058;B01;1;2;0;2;4;1;1;
202400015740;155 754 059;Z01;1;7;0;9;1;1;1;
202400015741;155 754 057;A01;1;50;0;1;1;1;3;
202400015742;155 754 055;A01;1;2;0;2;7;1;1;
202400015742;155 754 056;B01;2;7;0;2;2;1;1;
202400015785;155 753 982;A01;1;7;0;1;2;1;0;
202400016022;155 753 550;A01;1;7;0;2;1;26;1;
202400016022;155 753 553;Z01;1;7;0;2;8;0;0;
202400016026;155 753 545;A01;1;32;0;0;1;1;1;
202400016030;155 753 539;A01;2;10;0;2;8;1;1;
202400016030;155 753 541;B01;1;2;0;2;1;1;1;
202400016081;155 753 453;A01;1;7;0;0;0;2;1;
202400016151;155 753 329;A01;1;30;0;0;0;15;1;
202400016198;155 753 244;A01;1;7;0;0;0;26;1;
202400016368;155 752 935;A01;3;30;2;2;1;3;1;
202400016368;155 752 936;B01;3;7;2;2;8;15;1;
202400016733;155 752 308;A01;1;7;0;9;1;0;1;
202400016733;155 752 309;B01;1;1;0;0;4;0;5;
202400016774;155 752 238;B01;1;7;0;0;0;2;1;
202400016774;155 752 239;A01;1;2;3;0;7;18;1;
202400016775;155 752 236;A01;1;10;0;2;0;0;1;
202400016775;155 752 237;B01;1;2;0;2;0;0;1;
202400016983;155 751 874;B01;2;7;0;2;6;19;1;
202400016983;155 751 875;A01;2;32;0;2;1;17;1;
202400017116;155 751 626;B01;1;2;0;2;1;1;1;
202400017116;155 751 629;A01;1;10;0;2;6;9;1;
202400017117;155 751 622;B01;1;50;0;2;7;1;3;
202400017117;155 751 624;A01;2;7;0;2;3;15;1;
202400017225;155 751 423;A01;2;7;0;2;1;5;1;
202400017225;155 751 424;B01;1;7;0;2;1;1;1;
202400017642;155 750 710;A01;2;7;0;1;3;1;3;
202400017643;155 750 708;Z01;1;7;0;2;7;1;1;
202400017643;155 750 709;A01;1;50;0;2;1;1;3;
202400017644;155 750 705;A01;1;7;0;2;7;1;1;
202400017644;155 750 706;C01;1;7;8;2;6;23;1;
202400017644;155 750 707;B01;1;7;0;2;8;23;1;
202400017645;155 750 703;B01;1;2;0;2;1;1;0;
202400017645;155 750 704;A01;1;7;0;2;8;10;1;
202400017681;155 750 641;B01;1;33;0;2;1;1;1;
202400017681;155 750 643;A01;2;7;0;2;3;1;1;
202400018056;155 749 971;B01;1;2;0;2;1;1;1;
202400018056;155 749 973;A01;2;7;0;2;7;15;1;
202400018069;155 749 948;B01;1;1;0;2;1;1;5;
202400018069;155 749 954;A01;2;7;0;2;3;15;1;
202400018171;155 749 784;A01;2;7;0;2;2;1;1;
202400018171;155 749 786;B01;1;2;0;2;1;5;1;
202400018184;155 749 765;A01;3;7;0;0;0;15;1;
202400018184;155 749 770;B01;3;31;0;0;0;1;1;
202400018187;155 749 760;A01;3;7;0;1;1;1;1;
202400018190;155 749 755;A01;1;2;0;2;4;18;1;
202400018190;155 749 756;B01;1;14;0;2;7;9;1;
202400018194;155 749 749;A01;3;7;0;1;1;15;1;
202400018197;155 749 743;A01;1;7;0;2;7;9;1;
202400018197;155 749 745;B01;1;2;0;2;0;0;1;
202400018321;155 749 524;A01;1;33;0;2;3;1;1;
202400018321;155 749 527;B01;1;7;0;2;6;15;1;
202400018327;155 749 514;A01;1;30;12;0;0;1;1;
202400018443;155 749 298;B01;3;7;0;2;6;0;1;
202400018443;155 749 300;A01;3;30;9;2;8;16;1;
202400018444;155 749 297;A01;1;30;0;2;7;1;1;
202400018593;155 749 039;A01;0;2;14;0;0;1;1;
202400018733;155 748 787;A01;1;2;0;2;7;21;1;
202400018733;155 748 788;B01;2;7;0;2;3;19;1;
202400018735;155 748 784;A01;2;7;0;1;2;19;1;
202400018904;155 748 490;B01;1;7;0;2;1;1;1;
202400018904;155 748 491;A01;2;7;0;2;1;17;1;
202400019030;155 748 251;A01;1;33;0;2;1;26;1;
202400019030;155 748 253;B01;1;2;0;2;4;0;1;
202400019032;155 748 249;A01;3;50;12;0;8;1;3;
202400019060;155 748 205;A01;3;32;0;2;1;16;1;
202400019060;155 748 206;B01;3;7;0;2;2;15;1;
202400019063;155 748 200;B01;1;10;0;9;2;1;1;
202400019063;155 748 202;A01;2;30;0;2;1;19;1;
202400019233;155 747 900;A01;1;7;0;2;1;1;1;
202400019233;155 747 901;C01;2;7;0;0;1;1;1;
202400019233;155 747 904;B01;2;7;0;0;1;1;1;
202400019307;155 747 776;A01;1;7;0;2;5;16;2;
202400019307;155 747 777;B01;1;50;0;2;8;1;3;
202400019311;155 747 771;A01;1;2;0;9;6;15;1;
202400019311;155 747 772;B01;1;2;0;9;1;1;1;
202400019312;155 747 767;A01;1;7;0;0;1;17;1;
202400019315;155 747 765;A01;1;7;8;0;7;26;1;
202400019387;155 747 657;A01;2;7;0;1;2;0;1;
202400019548;155 747 376;B01;1;7;0;2;3;1;1;
202400019548;155 747 377;C01;3;7;0;2;6;26;2;
202400019548;155 747 378;A01;3;2;0;2;1;9;1;
202400019717;155 747 074;A01;3;7;0;9;3;11;1;
202400019717;155 747 075;B01;2;2;0;2;2;1;1;
202400019719;155 747 067;Z01;1;2;0;2;0;26;1;
202400019719;155 747 069;A01;1;7;0;2;3;26;1;
202400019811;155 746 904;A01;1;30;0;2;1;1;1;
202400019811;155 746 905;B01;1;10;0;2;4;23;1;
202400019812;155 746 899;A01;3;50;0;0;0;1;3;
202400020070;155 746 461;A01;1;7;8;0;9;1;1;
202400020087;155 746 431;A01;1;32;0;2;1;17;1;
202400020087;155 746 435;B01;1;7;0;2;2;2;1;
202400020138;155 746 348;A01;2;10;0;2;1;13;1;
202400020138;155 746 350;B01;2;7;0;2;1;1;1;
202400020138;155 746 351;C01;2;7;0;2;8;1;1;
202400020138;155 746 355;D01;2;7;0;2;0;9;1;
202400020145;155 746 331;A01;1;7;0;1;2;1;1;
202400020186;155 746 248;A01;1;7;0;9;3;15;1;
202400020186;155 746 251;B01;2;50;0;2;1;1;3;
202400020190;155 746 241;A01;1;50;0;2;1;1;3;
202400020190;155 746 245;B01;1;7;0;2;4;1;3;
202400020193;155 746 235;B01;1;33;0;2;2;1;1;
202400020193;155 746 237;A01;1;7;0;2;3;9;1;
202400020219;155 746 185;A01;3;7;0;2;1;1;1;
202400020219;155 746 186;B01;3;7;0;2;1;1;1;
202400020223;155 746 178;A01;1;7;0;2;2;14;1;
202400020223;155 746 180;B01;1;2;0;2;2;18;1;
202400020426;155 745 804;A01;1;50;1;0;1;14;3;
202400020426;155 745 805;B01;1;7;0;2;6;0;1;
202400020598;155 745 494;A01;1;7;0;2;1;1;1;
202400020598;155 745 495;B01;2;99;0;2;2;1;1;
202400020886;155 744 971;A01;3;50;14;0;7;1;3;
202400020887;155 744 969;A01;1;2;0;2;1;1;0;
202400020887;155 744 970;B01;2;7;0;2;5;16;1;
202400020888;155 744 967;A01;3;7;0;2;2;17;1;
202400020888;155 744 968;B01;3;7;0;2;6;15;1;
202400021127;155 744 564;B01;1;32;0;0;4;16;1;
202400021127;155 744 565;A01;1;7;0;2;1;16;1;
202400021142;155 744 537;A01;1;7;0;2;6;19;1;
202400021142;155 744 539;B01;1;33;0;2;1;26;1;
202400021151;155 744 523;B01;2;50;0;2;3;15;3;
202400021151;155 744 524;A01;1;7;0;2;2;1;1;
202400021159;155 744 511;B01;1;10;0;9;1;15;1;
202400021159;155 744 513;A01;2;2;0;2;1;1;1;
202400021229;155 744 391;A01;3;30;0;2;2;15;1;
202400021229;155 744 394;B01;3;7;0;2;3;1;1;
202400021239;155 744 375;A01;1;30;0;2;4;14;1;
202400021239;155 744 378;Z01;1;7;0;2;1;1;0;
202400021243;155 744 369;A01;1;7;0;2;7;15;1;
202400021243;155 744 371;B01;1;2;0;2;1;1;1;
202400021595;155 743 768;A01;1;7;0;2;1;5;1;
202400021595;155 743 770;B01;2;7;0;2;1;1;2;
202400021595;155 743 771;C01;2;7;0;2;1;1;1;
202400021675;155 743 623;B01;1;7;0;2;3;1;1;
202400021675;155 743 624;A01;2;50;0;2;0;15;3;
202400021677;155 743 617;A01;1;7;0;2;3;1;1;
202400021677;155 743 619;B01;1;7;0;2;1;9;2;
202400021740;155 743 513;A01;1;2;0;0;0;1;1;
202400021742;155 743 508;A01;2;7;12;0;2;14;1;
202400022002;155 743 062;B01;2;32;0;2;1;1;1;
202400022002;155 743 067;A01;1;7;0;2;7;15;1;
202400022007;155 743 056;A01;1;50;1;0;1;16;3;
202400022007;155 743 059;B01;1;7;0;2;6;0;1;
202400022010;155 743 050;B01;1;50;0;2;9;1;3;
202400022010;155 743 051;A01;1;10;0;2;5;16;1;
202400022014;155 743 045;A01;1;2;0;2;7;2;1;
202400022014;155 743 046;Z01;1;7;0;2;1;0;0;
202400022017;155 743 039;Z01;1;7;0;1;2;9;0;
202400022248;155 742 641;B01;1;33;0;0;0;1;1;
202400022251;155 742 635;B01;1;2;0;2;4;15;1;
202400022251;155 742 638;Z01;1;7;0;2;3;1;1;
202400022510;155 742 187;A01;1;7;0;2;3;15;1;
202400022510;155 742 188;B01;1;50;0;2;0;0;3;
202400022768;155 741 697;A01;2;1;0;2;4;1;5;
202400022768;155 741 698;Z01;1;7;0;2;1;14;0;
202400022769;155 741 695;B01;2;37;0;2;1;1;1;1
202400022769;155 741 696;A01;1;7;0;2;1;17;1;
202400022977;155 741 322;A01;1;7;0;2;1;9;1;
202400022977;155 741 323;B01;3;50;0;2;7;1;3;
202400022980;155 741 318;B01;3;31;0;2;1;1;1;
202400022980;155 741 320;A01;3;7;0;2;3;1;1;
202400022981;155 741 315;A01;1;7;0;2;5;14;1;
202400022981;155 741 316;B01;1;2;0;2;1;1;1;
202400023030;155 741 225;B01;2;1;0;0;4;13;5;
202400023030;155 741 227;A01;2;10;0;2;2;13;1;
202400023032;155 741 222;B01;1;1;0;0;8;1;5;
202400023032;155 741 223;A01;1;7;0;2;2;2;1;
