Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
202400002557;2;1;0;;2;2;0;1;24;430;1;;7;1;0;1;80
202400002585;2;; -1;;2;2;0;1;4;290;1;; -1;1;0;1;50
202400002585;2;; -1;;2; -1; -1;1; -1; -1;1;; -1;1;0;1; -1
202400002776;3;CHATENAY (CITE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400002776;3;MONTABO (ROUTE DE) 3;0;;2;2;0;1;1;650;1;; -1;1;0;1;50
202400002778;3;ROUTE NATIONALE 3;0;;2;2;0;1;0;470;1;; -1;1;0;1;50
202400003004;3;BADUEL (ROUTE DE);0;;2;2;0;1;4;320;1;; -1;1;0;1;50
202400003006;2;ROUTE NATIONALE 1;0;;1;2;0;1;0;310;3;; -1;1;0;1;50
202400003009;2;ROUTE NATIONALE 1;0;;1;2;0;1;3;250;1;; -1;1;0;1;50
202400003009;2;ROUTE NATIONALE 3;0;;1;1;0;1;0;100;3;; -1;1;0;1;50
202400003011;3;BADUEL (ROUTE DE);0;;2;2;2;1;2;340;1;; -1;1;0;3;50
202400003073;3;BADUEL (ROND POINT DE);0;;4;2;0;1;2;510;1;; -1;1;0;1;50
202400003077;3;ZEPHIR (ROCADE);0;;2;2;0;1; -1; -1;1;; -1;1;5;1;50
202400003077;3;ZEPHIR (ROCADE);0;;2;2;0;1;2;730;1;; -1;1;0;1;50
202400003225;3;CABASSOU (ROUTE DE);0;;2;2;0;1;1;10;1;; -1;1;0;1;50
202400003228;4;SAINT ANTOINE (CHEMIN);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400003388;4;; -1;;1; -1; -1;1; -1; -1;1;; -1;1;0;1; -1
202400003388;4;; -1;;2;2;0;2; -1; -1;1;; -1;1;0;1; -1
202400003568;9;CD9;0;;2;2;0;1; -1; -1;2;; -1;1;0;1;90
202400003632;3;TIGRE (ROUTE DU);0;;2;2;0;1;2;780;1;; -1;1;0;1;50
202400003633;3;TIGRE (ROUTE DU);0;;2;2;0;1;2;160;1;; -1;1;0;1;50
202400003634;3;MADELEINE (ROUTE DE LA);0;;2;2;0;1;2;500;1;; -1;1;0;1;50
202400003637;3;ZEPHIR (ROCADE);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202400003637;3;ZEPHIR (ROCADE);0;;2;2;0;1;3;0;1;; -1;1;0;1;50
202400003694;3;MONTABO (ROUTE DE) 3;0;;2;2;1;1;3;460;1;; -1;1;0;1;50
202400003923;2;;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400003923;2;;0;;2;2;0;1;255;310;1;; -1;1;0;1;50
202400003988;4;FELIX EBOUE(ROCADE);0;;1;1;0;1; -1; -1;1;; -1;1;0;1;50
202400003990;4;REPUBLIQUE (BD DE LA);0;;1;2;3;1; -1; -1;1;; -1;1;9;6;50
202400004318;2;1;0;;2;2;0;1;12;700;1;;7;1;0;1;80
202400004493;3;MONTABO (ROUTE DE) 3;0;;2;4;2;1;2;150;1;; -1;1;0;5;50
202400004493;3;ZEPHIR (ROCADE);0;;2;2;0;2;3;612;1;; -1;1;0;1;30
202400004495;3;ROUTE NATIONALE 3;0;;2;2;0;1;0;200;3;; -1;1;0;1;50
202400004497;4;TROUBIRAN (CHEMIN DE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400004848;3;ZEPHIR (ROCADE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400004848;3;ZEPHIR (ROCADE);0;;2;2;0;1;2;790;1;; -1;1;0;1;50
202400004850;3;BADUEL (ROUTE DE);0;;2;2;0;1;3;890;1;; -1;1;0;1;50
202400005117;2;ROUTE NATIONALE 1;0;;1;2;0;1;3;960;1;; -1;1;9;8;90
202400005119;3;MONTABO (ROUTE DE) 1;0;;2;2;0;1;1;410;1;; -1;1;0;1;50
202400005293;9;CD9; -1;; -1;2;0;1; -1; -1;1;; -1;1;0;1;80
202400005313;3;3;0;N;2;2;0;1;3;550;3;; -1;1;0;2;80
202400005558;3;MONTABO (ROUTE DE) 1;0;;2;2;0;1;0;510;1;; -1;1;0;1;50
202400005946;4;DE GAULLE (AVENUE);0;;2;2;0;1; -1; -1;1;; -1;1;9;1;50
202400006013;3;rd2; -1;;2;2;0;1;8;820;1;; -1;2;0;3; -1
202400006144;3;ZEPHIR (ROCADE);0;;2;2;0;1;2;980;1;; -1;1;0;1;30
202400006312;4;REPUBLIQUE (BD DE LA);0;;2;2;3;1; -1; -1;1;; -1;1;0;1;50
202400006316;3;MONTABO (ROUTE DE) 1;0;;2;2;0;1;1;570;1;; -1;1;0;1;50
202400006318;3;BADUEL (ROUTE DE);0;;2;2;0;1;2;20;1;; -1;1;0;1;50
202400006446;3;24; -1;;2;2;0;1;6;1;1;; -1;1;5;1;70
202400006526;3;BADUEL (ROUTE DE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400006526;3;BADUEL (ROUTE DE);0;;2;2;0;1;3;290;1;; -1;1;0;1;50
202400006752;4;; -1;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400007136;3;1;0;D;2;2;0;1;7;100;1;; -1;1;9;1; -1
202400007213;2;1; -1;N;1;1;0;1;145;900;2;; -1;1;0;3;50
202400007216;4;NOVAPARC (RESIDENCE) RTE DE RABAN;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400007217;4;SPATULES (RUE DES) CITE EAU LISETTE;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400007411;3;TIGRE (ROUTE DU);0;;2;2;0;1;1;700;3;; -1;1;0;8;50
202400007593;4;; -1;;2;2;0;1; -1; -1;2;; -1;1;0;1;50
202400007593;4;; -1;;2;2;0;1; -1; -1;3;; -1;1;0;1;50
202400007601;4;; -1;;2;2;0;1; -1; -1;1;; -1;2;0;1;50
202400007760;2;GIRATOIRE MARINGOUINS;0;;4;2;0;1;3;0;2;; -1;1;0;8;50
202400007794;2;ROUTE NATIONALE 1;0;;3;4;1;1;3;700;1;; -1;1;0;5;80
202400007796;3;MADELEINE (ROUTE DE LA);0;;2;2;0;1;3;73;1;; -1;2;0;3;10
202400007798;3;FELIX EBOUE(ROCADE);0;;2;2;0;1;2;0;1;; -1;1;0;1;50
202400007799;4;JACARANDAS (CITE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400007801;3;BADUEL (ROUTE DE);0;;2;2;0;1;3;120;1;; -1;1;0;1;50
202400007806;3;BADUEL (ROUTE DE);0;;2;2;0;1;4;93;1;; -1;1;0;1;50
202400008163;4;SAINT ANTOINE (CHEMIN);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400008167;3;MADELEINE (ROUTE DE LA);0;;2;2;0;1;2;470;1;; -1;1;0;1;50
202400008172;3;TIGRE (ROUTE DU);0;;2;2;0;1;1;0;1;; -1;1;0;1;50
202400008175;4;SOURCE DE BADUEL (CHEMIN DE LA);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400008180;4;VOLTAIRE(AVENUE);0;;1;2;0;1; -1; -1;1;; -1;1;0;1;50
202400008194;3;CABASSOU (ROUTE DE);0;;2;2;0;1;0;490;1;; -1;1;0;1;50
202400008198;3;BOULEVARD DES CITES;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400008198;3;CABASSOU (ROUTE DE);0;;2;2;0;1;0;510;1;; -1;1;0;1;50
202400008202;4;FLAMBOYANTS (RUE DES);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400008685;3;1; -1;D;2;2;0;1;9;690;2;; -1;1;0;1;70
202400008761;3;ROUTE NATIONALE 3;0;;2;2;0;1;0;140;3;; -1;1;0;1;50
202400008991;3;1;0;D;2;2;1;1;5;110;1;; -1;1;0;5;50
202400009286;2;MADELEINE (ROUTE DE LA);0;;2;2;0;1;3;0;1;; -1;1;0;1;50
202400009286;2;MARINGOUINS (ROND-POINT);0;;4;2;0;1;3;0;3;; -1;1;0;1;50
202400009314;3;GALMOT (AVENUE);0;;2;2;0;1;0;250;1;; -1;1;0;1;50
202400009480;4;; -1;;1; -1; -1;1; -1; -1;1;; -1;1;0;1; -1
202400009480;4;; -1;;2;2;0;2; -1; -1;3;; -1;1;0;1;50
202400009621;2;GIRATOIRE MARINGOUINS;0;;1;2;0;1;3;0;2;; -1;1;0;1;50
202400009622;3;MANDELA  (BOULEVARD);0;;1;2;0;1;0;360;1;; -1;2;0;1;50
202400009623;3;MONTABO (ROUTE DE) 2;0;;2;2;2;1;1;470;1;; -1;1;0;1;50
202400009624;3;MONTABO (ROUTE DE) 1;0;;2;2;0;1;2;0;1;; -1;1;0;1;50
202400009625;3;ROUTE NATIONALE 3;0;;2;2;0;2;0;580;2;; -1;1;0;1;50
202400009739;3;BADUEL (ROUTE DE);0;;2;2;1;1;2;610;1;; -1;1;0;1;50
202400009741;4;14 ET 22 JUIN 1962;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400009741;4;DIGUE RONJON;0;;2;2;0;1; -1; -1;1;; -1;1;0;8;50
202400010018;3;; -1;;2;2;0;1;9;370;1;; -1;1;0;1;50
202400010065;2;1;0;;2;2;0;1;39;200;2;; -1;1;5;1;70
202400010065;2;; -1;;2; -1; -1;1; -1; -1;1;; -1;1;0;1; -1
202400010164;3;ROUTE NATIONALE 3;0;; -1;2;0;1;0;270;1;; -1;1;0;1;50
202400010166;3;ZEPHIR (ROCADE);0;;2;2;1;2;3;380;1;; -1;1;0;1;50
202400010175;4;NEGRES MARONS (RUE DES) CITE BONHOMME;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400010177;3;MADELEINE (ROUTE DE LA);0;;1;2;0;1;1;830;3;; -1;2;0;1;50
202400010330;4;; -1;;2;2;0;1; -1; -1;1;; -1;1;0;1; -1
202400010422;4;SAINT ANTOINE (CHEMIN);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400010425;3;MONTABO (ROUTE DE) 1;0;;2;2;0;1;2;50;1;; -1;9;0;1;50
202400010428;4;14 ET 22 JUIN 1962;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400010545;3;MONTABO (ROUTE DE) 3;0;;2;4;1;1;3;10;1;; -1;2;0;5;50
202400010633;2;1;0;;2;2;0;1;62;370;1;;7;1;0;3;80
202400010825;3;TIGRE (ROUTE DU);0;;2;2;0;1;2;120;2;; -1;2;0;1;50
202400010920;4;MERE THERESA (rue);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400011215;3;MONTABO (ROUTE DE) 2;0;;2;2;0;1;1;0;1;; -1;1;0;1;50
202400011216;3;BADUEL (ROUTE DE);0;;2;2;0;1;2;790;1;; -1;1;0;1;50
202400011217;2;ROUTE NATIONALE 1;0;;1;2;0;1;3;200;1;; -1;1;0;2;90
202400011232;2;1;0; -;2;2;0;1;9;520;1;; -1;1;0;1;70
202400011449;3;;0;;2;2;2;1;0;690;1;; -1;1;0;1;50
202400011499;3;MONTABO (ROUTE DE) 2;0;;2;4;0;1;2;610;1;; -1;1;0;5;50
202400011528;2;1; -1;R;2;2;1;2;256;30;3;; -1;1;0;1;50
202400011759;3;MONTABO (ROUTE DE) 3;0;;2;2;2;1;3;240;1;; -1;1;0;1;50
202400012084;3;; -1;;1; -1; -1;1; -1; -1;1;; -1;1;0;1; -1
202400012084;3;; -1;;2;2;0;1;9;520;1;; -1;1;0;3;50
202400012143;2;LEBLOND (ROND POINT);0;;1;2;0;1;1;190;3;; -1;2;0;1;50
202400012147;3;TIGRE (ROUTE DU);0;; -1;2;0;1;2;280;2;; -1;2;0;1;50
202400012165;4;CHARLERY (GUSTAVE);0;;1;2;0;1; -1; -1;1;; -1;1;0;1;50
202400012307;3;; -1;;2; -1; -1;1; -1; -1;1;; -1;1;0;1; -1
202400012307;3;rd1; -1;;2;2;3;1;5;300;1;; -1;1;0;1;50
202400012408;4;JADFARD (RENE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400012411;3;MONTABO (ROUTE DE) 1;0;;2;2;0;1;1;490;1;; -1;1;0;1;50
202400012473;4;14 ET 22 JUIN 1962;0;;2;2;0;1; -1; -1;1;; -1;2;0;1;30
202400012771;4;TROUBIRAN (CHEMIN DE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400012772;4;REPUBLIQUE (BD DE LA);0;;2;2;1;1; -1; -1;1;; -1;1;9;1;50
202400012773;3;MONTABO (ROUTE DE) 1;0;;2;2;0;1; -1; -1;1;; -1;1;0;8;50
202400012773;3;MONTABO (ROUTE DE) 1;0;;2;2;0;1;4;350;1;; -1;1;0;1;50
202400012774;3;MADELEINE (ROUTE DE LA);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400012774;3;MADELEINE (ROUTE DE LA);0;;2;2;0;1;3;450;1;; -1;1;0;1;50
202400012880;4;HAMEAU DES ENCENS (RUE DU) Cité St Marti;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400012880;4;TROUBIRAN (CHEMIN DE);0;;2;2;0;4; -1; -1;1;; -1;1;0;1;50
202400012905;3;2; -1;D;2;2;0;1;10;480;1;; -1;1;0;1;50
202400013110;3;MONTABO (ROUTE DE) 2;0;;2;2;1;1;2;860;1;; -1;1;0;1;50
202400013110;3;; -1;;2; -1; -1;1; -1; -1;1;; -1;1;0;1; -1
202400013111;3;CHARLERY (GUSTAVE);0;;2;2;0;1;1;210;1;; -1;1;0;1;50
202400013111;3;VIRGILE (AVENUE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400013292;2;2;0;N;2;2;0;1;5;850;1;; -1;2;0;1; -1
202400013300;5;CD9; -1;;2;2;0;1; -1; -1;2;; -1;1;0;3;80
202400013372;3;FELIX EBOUE(ROCADE);0;;2;2;0;1;1;820;1;; -1;1;0;1;50
202400013374;4;MOLE;0;;1;1;0;1; -1; -1;1;; -1;1;0;1;50
202400013376;4;HOMAT(CITE);0;;1;1;0;1; -1; -1;1;; -1;2;0;1;50
202400013549;3;ROUTE NATIONALE 1;0;;2;2;0;1;0;480;1;; -1;1;0;1;70
202400013551;3;BADUEL (ROUTE DE);0;;2;2;0;1;4;728;1;; -1;1;0;1;50
202400013553;2;ROUTE NATIONALE 1;0;;3;4;0;1;3;420;2;; -1;1;0;1;90
202400013784;3;24; -1;;2;2;0;1;5;120;1;; -1;2;5;1;80
202400013867;2;1; -1;;2;2;0;1;121;500;1;; -1;1;0;1;80
202400013897;4;MERE THERESA (rue);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400013901;4;DIGUE RONJON;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400013901;4;PREVOT (ERNEST);0;;1;2;0;1; -1; -1;1;; -1;1;0;1;50
202400013903;3;BADUEL (ROUTE DE);0;;4;2;0;1;3;530;3;; -1;1;0;1;50
202400013947;2;ROUTE NATIONALE 1;0;;3;4;0;1;3;600;1;; -1;1;0;8;90
202400013952;3;MADELEINE (ROUTE DE LA);0;;2;2;0;1;2;150;1;; -1;1;0;1;50
202400014246;4;UNIVERSITE CHICAGO (RUE DE);0;;2;2;0;2; -1; -1;1;; -1;1;0;1;50
202400014249;2;ROUTE NATIONALE 1;0;;1;2;2;1;3;700;1;; -1;1;0;1;90
202400014602;3;CABASSOU (ROUTE DE);0;;2;2;1;1;0;480;1;; -1;1;5;1;50
202400014602;3;JASMIN(LOTISSEMENT);0;;2;1;0;1; -1; -1;1;; -1;1;0;1;50
202400014604;2;CRIQUE FOUILLEE (ROND POINT);0;;1;2;0;1;4;75;1;; -1;1;0;1;50
202400014811;2;RN;0;; -1;2;0;1;6;950;1;; -1;2;0;3; -1
202400014866;3;BADUEL (ROUTE DE);0;;2;2;0;1;2;870;1;; -1;1;0;1;50
202400014867;2;CRIQUE FOUILLEE (ROND POINT);0;;1;2;0;1;4;100;1;; -1;1;0;1;50
202400014868;4;ESTREES (AVENUE D');0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400014869;3;CABASSOU (ROUTE DE);0;;2;2;0;1;2;170;1;; -1;2;0;1;50
202400014971;2;2;0;N;2;2;0;1;1;340;1;; -1;1;0;1;50
202400015357;2;LEBLOND (ROND POINT);0;;1;2;0;1;1;50;2;; -1;1;0;3;50
202400015359;3;FELIX EBOUE(ROCADE);0;;2;2;0;1;2;420;1;; -1;1;0;4;50
202400015715;3;BADUEL (ROUTE DE);0;;2;2;0;1;3;490;1;; -1;1;0;1;50
202400015717;3;BADUEL (ROUTE DE);0;;2;2;0;1; -1; -1;1;; -1;1;0;8;50
202400015717;3;BADUEL (ROUTE DE);0;;2;2;1;1;2;830;1;; -1;1;0;1;50
202400015719;4;MONNERVILLE (AVENUE GASTON);0;;1;1;0;1;0;0;1;; -1;1;0;1;50
202400015722;4;JUILLET (RUE DU 14);0;;1;1;0;1; -1; -1;1;; -1;1;0;8;30
202400015722;4;LALLOUETTE(RUE);0;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202400015723;4;RABAN (ROUTE DE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400015724;3;MONTABO (ROUTE DE) 1;0;;2;2;0;1;1;520;1;; -1;1;0;1;50
202400015726;4;LALLOUETTE;0;;1;2;0;1; -1; -1;1;; -1;1;0;1;50
202400015727;3;BADUEL (ROUTE DE);0;;2;2;0;1;2;70;1;; -1;1;0;1;50
202400015740;3;MADELEINE (ROUTE DE LA);0;;2;1;0;1;2;500;1;; -1;2;0;1;50
202400015741;4;RABAN (ROUTE DE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400015742;3;MADELEINE (ROUTE DE LA);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400015742;3;MADELEINE (ROUTE DE LA);0;;2;2;0;1;3;0;1;; -1;1;0;1;50
202400015785;3;BADUEL (ROUTE DE);0;;2;2;0;1;1;680;1;; -1;2;6;1;50
202400016022;3;CHARLERY (GUSTAVE);0;;1;1;0;1;1;210;1;; -1;1;9;1;50
202400016026;3;MADELEINE (ROUTE DE LA);0;;2;2;0;1;3;860;1;; -1;1;0;1;50
202400016030;4;LIBERTE (AVENUE DE LA);0;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202400016030;4;MOLE;0;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202400016081;2;1;0;R;2;2;0;1;64;500;1;; -1;1;0;3;80
202400016151;2;LEBLOND (ROND POINT);0;;1;2;0;1;1;20;2;; -1;1;0;1;50
202400016198;4;HEDER (place);0;;1;2;0;1; -1; -1;1;; -1;2;9;1;50
202400016368;4;ESTREES (AVENUE D');0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400016368;4;LUBIN (SAMUEL);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400016733;3;11;0;;2;2;0;1;0;220;1;;7;2;0;1;50
202400016733;3;; -1;;1; -1; -1;1; -1; -1;1;; -1;2;0;1; -1
202400016774;3;MONTABO (ROUTE DE) 1;0;;2;2;0;1;0;520;1;; -1;4;0;1;50
202400016775;3;MADELEINE (ROUTE DE LA);0;;2;2;0;1;2;770;1;; -1;2;0;1;50
202400016983;2;2;0;N;2;2;0;1;3;690;1;; -1;1;0;1;70
202400017116;3;CABASSOU (ROUTE DE);0;;2;2;0;1;1;40;1;; -1;1;0;1;50
202400017116;3;TROUBIRAN (CHEMIN DE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400017117;3;COULEE D'OR (CITE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400017117;3;MONTABO (ROUTE DE) 1;0;;2;2;0;1;2;0;1;; -1;1;0;1;50
202400017225;2;1;0;N;2;2;0;1;217;200;1;; -1;1;0;1;80
202400017642;4;MARAN (RENE) CITE THEMIRE;0;;1;1;0;1; -1; -1;1;; -1;3;0;1;50
202400017643;4;RABAN (ROUTE DE);0;;2;2;0;1; -1; -1;1;; -1;2;0;1;50
202400017644;4;COLOMB (CHRISTOPHE);0;;1;1;0;4; -1; -1;1;; -1;2;0;1;50
202400017645;3;ZEPHIR (ROCADE);0;;2;2;0;1;2;760;1;; -1;2;0;1;50
202400017681;4;DERBES (GEORGES);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400017681;4;PREVOT (ERNEST);0;;1;2;0;1; -1; -1;1;; -1;1;0;1;50
202400018056;3;1;0;;2;2;0;1;5;110;1;;7;1;0;1;50
202400018069;4;; -1;;2;2;0;1; -1; -1;1;; -1;2;0;1;50
202400018171;2;1;0;;2;2;0;1;23;950;1;;7;1;0;1;80
202400018184;4;VOLTAIRE(AVENUE);0;;1;2;0;1; -1; -1;1;; -1;2;0;1;50
202400018187;4;REPUBLIQUE (BD DE LA);0;;1;1;0;1; -1; -1;1;; -1;2;0;1;50
202400018190;2;MARINGOUINS (ROND-POINT);0;;4;2;0;1;3;0;2;; -1;1;0;1;50
202400018194;4;MERE THERESA (rue);0;;2;2;0;1; -1; -1;1;; -1;2;0;1;50
202400018197;3;FELIX EBOUE(ROCADE);0;;2;2;0;1;2;120;1;; -1;2;0;1;50
202400018197;3;RABAN (ROUTE DE);0;;2;2;0;1; -1; -1;1;; -1;2;0;1;50
202400018321;3;MONTABO (ROUTE DE) 2;0;;2;2;0;1;2;130;1;; -1;1;0;1;50
202400018321;3;ZEPHIR (ROCADE);0;;2;2;0;1;3;612;1;; -1;1;0;1;50
202400018327;4;REPUBLIQUE (BD DE LA);0;;1;1;0;1; -1; -1;1;; -1;1;0;1;50
202400018443;4;BARTHELEMY (RENE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400018443;4;JADFARD (RENE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400018444;3;CABASSOU (ROUTE DE);0;;2;2;0;1;0;230;1;; -1;1;0;1;50
202400018593;4;;0;;2;2;0;3; -1; -1;1;; -1;1;0;1;50
202400018733;4;COLOMB (CHRISTOPHE);0;;1;1;0;1; -1; -1;1;; -1;1;0;1;50
202400018733;4;MAILLARD DUMESLE;0;;1;1;0;1; -1; -1;1;; -1;1;0;1;50
202400018735;4;RABAN (ROUTE DE);0;;2;2;0;1; -1; -1;1;; -1;1;6;1;50
202400018904;2;RN1; -1;;2;2;0;1;15;550;1;; -1;1;0;1;90
202400019030;3;CABASSOU (ROUTE DE);0;;2;2;0;1;0;260;1;; -1;1;9;1;50
202400019032;4;REPUBLIQUE (BD DE LA);0;;1;1;0;1; -1; -1;1;; -1;1;0;1;50
202400019060;4;RABAN (ROUTE DE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400019063;4;GIPPET (DOCTEUR);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202400019063;4;VOLTAIRE(AVENUE);0;;1;2;0;1; -1; -1;1;; -1;1;0;1;50
202400019233;2;RN1;0;;2;2;0;1;16;120;1;; -1;1;0;1;80
202400019307;2;ROUTE NATIONALE 1;0;;1;2;0;1;4;50;3;; -1;1;0;1;50
202400019311;3;BADUEL (ROUTE DE);0;;2;2;0;1;1;650;1;; -1;1;0;1;50
202400019312;2;ROUTE NATIONALE 1;0;;3;4;0;1;4;10;1;; -1;1;0;1;90
202400019315;3;BADUEL (ROUTE DE);0;;2;2;0;1;4;54;1;; -1;2;0;3;50
202400019387;3;4;0; -;2;2;1;1;5;150;1;; -1;1;5;1; -1
202400019387;3;; -1;;2; -1; -1;1; -1; -1;1;; -1;1;0;1; -1
202400019548;4;CATAYEE (JUSTIN);0;;1;2;0;1; -1; -1;1;; -1;2;0;1;50
202400019548;4;HEDER (place);0;;1;2;0;1; -1; -1;1;; -1;2;0;1;50
202400019717;3;CABASSOU (ROUTE DE);0;;2;2;0;1;1;40;1;; -1;2;0;1;50
202400019717;3;MERE THERESA (rue);0;;2;2;0;1; -1; -1;1;; -1;2;0;1;50
202400019719;3;BECKER (LIEUTENANT);0;;1;1;0;1;3;440;1;; -1;1;0;1;50
202400019811;3;CHATENAY (CITE);0;;2;2;0;1; -1; -1;1;; -1;1;5;1;50
202400019811;3;MONTABO (ROUTE DE) 1;0;;2;2;0;1;1;470;1;; -1;1;5;1;50
202400019812;4;HENRI QUINTRIE(RUE);0;;2;2;0;1; -1; -1;1;; -1;2;0;1;50
202400020070;3;2;0;D;2;2;2;1;9;540;1;; -1;1;0;8;70
